@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,article-number,pii,prism:isbn,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85104341414', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85104341414?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104341414&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104341414&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85104341414,SCOPUS_ID:85104341414,2-s2.0-85104341414,Multi-attribute strict two-sided matching methods with interval-valued preference ordinal information,Liang D.,Journal of Experimental and Theoretical Artificial Intelligence,0952813X,13623079,34,4,545-569,2022-01-01,2022,10.1080/0952813X.2021.1907794,2,"[{'@_fa': 'true', 'affilname': 'School of Management and Economics of UESTC', 'affiliation-city': 'Chengdu', 'affiliation-country': 'China'}]",Journal,ar,Article,24357,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118574467', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118574467?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118574467&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118574467&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118574467,SCOPUS_ID:85118574467,2-s2.0-85118574467,Artificial intelligence approach to momentum risk-taking,Cherednik I.,International Journal of Financial Studies,,22277072,9,4,,2021-12-01,December 2021,10.3390/ijfs9040058,1,"[{'@_fa': 'true', 'affilname': 'The University of North Carolina at Chapel Hill', 'affiliation-city': 'Chapel Hill', 'affiliation-country': 'United States'}]",Journal,ar,Article,21100913135,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",58,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85130567601', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85130567601?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130567601&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130567601&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85130567601,SCOPUS_ID:85130567601,2-s2.0-85130567601,AuthSHAP - Authentication Vulnerability Detection on Tabular Data in Black Box Setting,Das D.,ICAIF 2021 - 2nd ACM International Conference on AI in Finance,,,,,,2021-11-03,3 November 2021,10.1145/3490354.3494417,0,"[{'@_fa': 'true', 'affilname': 'Mastercard', 'affiliation-city': 'Purchase', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101089612,0,False,,,52,,"[{'@_fa': 'true', '$': '9781450391481'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119204312', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119204312?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119204312&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119204312&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119204312,SCOPUS_ID:85119204312,2-s2.0-85119204312,'Could You Describe the Reason for the Transfer?': A Reinforcement Learning Based Voice-Enabled Bot Protecting Customers from Financial Frauds,Wang Z.,"International Conference on Information and Knowledge Management, Proceedings",,,,,4214-4223,2021-10-26,26 October 2021,10.1145/3459637.3481906,0,"[{'@_fa': 'true', 'affilname': 'Ant group', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21101065646,0,False,,,,,"[{'@_fa': 'true', '$': '9781450384469'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119185849', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119185849?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119185849&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119185849&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119185849,SCOPUS_ID:85119185849,2-s2.0-85119185849,Structural Temporal Graph Neural Networks for Anomaly Detection in Dynamic Graphs,Cai L.,"International Conference on Information and Knowledge Management, Proceedings",,,,,3747-3756,2021-10-26,26 October 2021,10.1145/3459637.3481955,2,"[{'@_fa': 'true', 'affilname': 'Washington State University Pullman', 'affiliation-city': 'Pullman', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101065646,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,"[{'@_fa': 'true', '$': '9781450384469'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85124796370', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85124796370?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85124796370&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85124796370&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85124796370,SCOPUS_ID:85124796370,2-s2.0-85124796370,Explainable AI framework for the financial rating models: Explaining framework that focuses on the feature influences on the changing classes or rating in various customer models used by the financial institutions.,Kim S.,ACM International Conference Proceeding Series,,,,,252-255,2021-10-15,15 October 2021,10.1145/3497623.3497664,0,"[{'@_fa': 'true', 'affilname': 'AI Competency Center', 'affiliation-city': None, 'affiliation-country': 'South Korea'}]",Conference Proceeding,cp,Conference Paper,11600154611,0,False,,,,,"[{'@_fa': 'true', '$': '9781450390439'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85127557811', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85127557811?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127557811&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127557811&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85127557811,SCOPUS_ID:85127557811,2-s2.0-85127557811,A robust intelligent zero-day cyber-attack detection technique,Kumar V.,Complex and Intelligent Systems,21994536,21986053,7,5,2211-2234,2021-10-01,October 2021,10.1007/s40747-021-00396-9,6,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Patna', 'affiliation-city': 'Patna', 'affiliation-country': 'India'}]",Journal,ar,Article,21101095931,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85111183311', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85111183311?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85111183311&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85111183311&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85111183311,SCOPUS_ID:85111183311,2-s2.0-85111183311,S-LIME: Stabilized-LIME for Model Explanation,Zhou Z.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,,,,2429-2438,2021-08-14,14 August 2021,10.1145/3447548.3467274,6,"[{'@_fa': 'true', 'affilname': 'Cornell University', 'affiliation-city': 'Ithaca', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101058999,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,"[{'@_fa': 'true', '$': '9781450383325'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115085504', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115085504?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115085504&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115085504&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115085504,SCOPUS_ID:85115085504,2-s2.0-85115085504,Yemeni banknote recognition model based on convolution neural networks,Saeed A.Y.A.,"2021 1st International Conference on Emerging Smart Technologies and Applications, eSmarTA 2021",,,,,,2021-08-10,10 August 2021,10.1109/eSmarTA52612.2021.9515728,0,"[{'@_fa': 'true', 'affilname': 'Taiz University', 'affiliation-city': 'Taiz', 'affiliation-country': 'Yemen'}]",Conference Proceeding,cp,Conference Paper,21101059455,0,False,,,,,"[{'@_fa': 'true', '$': '9781665440783'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85113305120', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85113305120?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113305120&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113305120&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85113305120,SCOPUS_ID:85113305120,2-s2.0-85113305120,Blockchain for securing ai applications and open innovations,Shinde R.,"Journal of Open Innovation: Technology, Market, and Complexity",,21998531,7,3,,2021-08-01,August 2021,10.3390/joitmc7030189,2,"[{'@_fa': 'true', 'affilname': 'Symbiosis Institute of Technology', 'affiliation-city': 'Pune', 'affiliation-country': 'India'}]",Journal,re,Review,21100887502,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",189,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85112174217', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85112174217?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85112174217&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85112174217&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85112174217,SCOPUS_ID:85112174217,2-s2.0-85112174217,Improvement of personal loans granting methods in banks using machine learning methods and approaches in Palestine,Hamayel M.J.,"2021 International Conference on Information Technology, ICIT 2021 - Proceedings",,,,,33-37,2021-07-14,14 July 2021,10.1109/ICIT52682.2021.9491636,0,"[{'@_fa': 'true', 'affilname': 'Arab American University, Palestine', 'affiliation-city': 'Jenin', 'affiliation-country': 'Palestine'}]",Conference Proceeding,cp,Conference Paper,21101055202,0,False,,,9491636,,"[{'@_fa': 'true', '$': '9781665428705'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85104756448', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85104756448?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85104756448&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85104756448&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670721000937'}",https://api.elsevier.com/content/abstract/scopus_id/85104756448,SCOPUS_ID:85104756448,2-s2.0-85104756448,"Smart and sustainable logistics of Port cities: A framework for comprehending enabling factors, domains and goals",D'Amico G.,Sustainable Cities and Society,22106707,,69,,,2021-06-01,June 2021,10.1016/j.scs.2021.102801,18,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Messina', 'affiliation-city': 'Messina', 'affiliation-country': 'Italy'}]",Journal,ar,Article,19700194105,0,False,,,102801,S2210670721000937,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85113422989', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85113422989?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85113422989&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85113422989&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85113422989,SCOPUS_ID:85113422989,2-s2.0-85113422989,Research on Real Estate Appraisal Method Based on Feature Engineering and BP Neural Network,Xiaoman Z.,ACM International Conference Proceeding Series,,,,,,2021-05-28,28 May 2021,10.1145/3469213.3470371,0,"[{'@_fa': 'true', 'affilname': 'Anhui University', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,11600154611,0,False,,,3470371,,"[{'@_fa': 'true', '$': '9781450390200'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85105308713', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85105308713?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85105308713&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85105308713&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85105308713,SCOPUS_ID:85105308713,2-s2.0-85105308713,Analysis on the Application of Cause Intelligence Financial Management System Based on Artificial Intelligence Environment,Zhu X.,Journal of Physics: Conference Series,17426588,17426596,1881,3,,2021-04-26,26 April 2021,10.1088/1742-6596/1881/3/032093,0,"[{'@_fa': 'true', 'affilname': 'Yunnan University', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,130053,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",032093,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85125379296', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85125379296?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125379296&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125379296&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85125379296,SCOPUS_ID:85125379296,2-s2.0-85125379296,The origins and prospects of the digitalization of the economy in the Eurasian space,Tumashev A.R.,ACM International Conference Proceeding Series,,,,,,2021-03-18,18 March 2021,10.1145/3487757.3490917,0,"[{'@_fa': 'true', 'affilname': 'Candidate of Economic Sciences', 'affiliation-city': 'Moscow', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,11600154611,0,False,,,3490917,,"[{'@_fa': 'true', '$': '9781450390323'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85103266549', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85103266549?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103266549&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103266549&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85103266549,SCOPUS_ID:85103266549,2-s2.0-85103266549,"2020 International Symposium on Automation, Information and Computing, ISAIC 2020",,Journal of Physics: Conference Series,17426588,17426596,1828,1,,2021-03-04,4 March 2021,,0,,Conference Proceeding,cr,Conference Review,130053,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85103069037', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85103069037?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103069037&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103069037&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85103069037,SCOPUS_ID:85103069037,2-s2.0-85103069037,Toward a chatbot for financial sustainability,Hwang S.,Sustainability (Switzerland),,20711050,13,6,,2021-03-02,2 March 2021,10.3390/su13063173,6,"[{'@_fa': 'true', 'affilname': 'Yonsei University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,21100240100,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",3173,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85100508820', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85100508820?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85100508820&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85100508820&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85100508820,SCOPUS_ID:85100508820,2-s2.0-85100508820,Quantum approximate optimization of non-planar graph problems on a planar superconducting processor,Harrigan M.P.,Nature Physics,17452473,17452481,17,3,332-336,2021-03-01,March 2021,10.1038/s41567-020-01105-y,94,"[{'@_fa': 'true', 'affilname': 'Google LLC', 'affiliation-city': 'Mountain View', 'affiliation-country': 'United States'}]",Journal,ar,Article,4000151822,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,
