@_fa,link,prism:url,dc:identifier,eid,dc:title,prism:publicationName,prism:issn,prism:eIssn,prism:isbn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,citedby-count,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,dc:creator,prism:doi,pii,affiliation,article-number,freetoread,freetoreadLabel,prism:issueIdentifier,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076963717', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076963717?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076963717&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076963717&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076963717,SCOPUS_ID:85076963717,2-s2.0-85076963717,Traffic signs recognition and distance estimation using a monocular camera,CEUR Workshop Proceedings,16130073,,,2514,407-418,2019-01-01,2019,2,Conference Proceeding,cp,Conference Paper,21100218356,0,False,Saleh S.,,,"[{'@_fa': 'true', 'affilname': 'Technische Universität Chemnitz', 'affiliation-city': 'Chemnitz', 'affiliation-country': 'Germany'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076880179', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076880179?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076880179&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076880179&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076880179,SCOPUS_ID:85076880179,2-s2.0-85076880179,FASTER: Fusion analytics for public transport event response industrial applications track,"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",15488403,15582914,"[{'@_fa': 'true', '$': '9781510892002'}]",3,1404-1412,2019-01-01,2019,0,Conference Proceeding,cp,Conference Paper,21100310020,0,False,Blandin S.,,,"[{'@_fa': 'true', 'affilname': 'IBM Research', 'affiliation-city': 'Yorktown Heights', 'affiliation-country': 'United States'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076499871', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076499871?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076499871&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076499871&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076499871,SCOPUS_ID:85076499871,2-s2.0-85076499871,A new multi-agent reinforcement learning method based on evolving dynamic correlation matrix,IEEE Access,,21693536,,7,162127-162138,2019-01-01,2019,8,Journal,ar,Article,21100374601,1,True,Gan X.,10.1109/ACCESS.2019.2946848,,"[{'@_fa': 'true', 'affilname': 'State Key Laboratory of Satellite Navigation System and Equipment Technology', 'affiliation-city': 'Shijiazhuang', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Electronics Technology Group Corporation', 'affiliation-city': 'Hefei', 'affiliation-country': 'China'}]",8864051,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076310872', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076310872?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076310872&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076310872&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076310872,SCOPUS_ID:85076310872,2-s2.0-85076310872,Data-driven intrusion detection for ambient intelligence,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030342548'}]",11912 LNCS,235-251,2019-01-01,2019,2,Book Series,cp,Conference Paper,25674,0,False,Chatzigiannakis I.,10.1007/978-3-030-34255-5_16,,"[{'@_fa': 'true', 'affilname': 'Sapienza Università di Roma', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076301213', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076301213?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076301213&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076301213&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076301213,SCOPUS_ID:85076301213,2-s2.0-85076301213,Adaptive service selection for enabling the mobility of autonomous vehicles,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030342548'}]",11912 LNCS,203-218,2019-01-01,2019,2,Book Series,cp,Conference Paper,25674,0,False,Eryilmaz E.,10.1007/978-3-030-34255-5_14,,"[{'@_fa': 'true', 'affilname': 'Technische Universität Berlin', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076300392', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076300392?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076300392&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076300392&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076300392,SCOPUS_ID:85076300392,2-s2.0-85076300392,ATHsENSe: An experiment in translating urban data to multisensory immersive artistic experiences in public space,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030342548'}]",11912 LNCS,283-295,2019-01-01,2019,1,Book Series,cp,Conference Paper,25674,0,False,Charitos D.,10.1007/978-3-030-34255-5_19,,"[{'@_fa': 'true', 'affilname': 'Ethnikó ke Kapodistriakó Panepistímio Athinón', 'affiliation-city': 'Athens', 'affiliation-country': 'Greece'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076291694', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076291694?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076291694&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076291694&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076291694,SCOPUS_ID:85076291694,2-s2.0-85076291694,Experiences from using lora and IEEE 802.15.4 for IoT-enabled classrooms,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030342548'}]",11912 LNCS,186-202,2019-01-01,2019,1,Book Series,cp,Conference Paper,25674,1,True,Pocero L.,10.1007/978-3-030-34255-5_13,,"[{'@_fa': 'true', 'affilname': 'Computer Technology Institute', 'affiliation-city': 'Patra', 'affiliation-country': 'Greece'}]",,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076257816', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076257816?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076257816&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076257816&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1877050919313602'}",https://api.elsevier.com/content/abstract/scopus_id/85076257816,SCOPUS_ID:85076257816,2-s2.0-85076257816,A quantum genetic algorithm for pickup and delivery problems with coalition formation,Procedia Computer Science,,18770509,,159,261-270,2019-01-01,2019,4,Conference Proceeding,cp,Conference Paper,19700182801,1,True,Rizk Y.,10.1016/j.procs.2019.09.181,S1877050919313602,"[{'@_fa': 'true', 'affilname': 'American University of Beirut', 'affiliation-city': 'Beirut', 'affiliation-country': 'Lebanon'}]",,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076182842', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076182842?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076182842&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076182842&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076182842,SCOPUS_ID:85076182842,2-s2.0-85076182842,Parking Slot Assignment for Overnight Electric Vehicle Charging Based on Network Flow Modeling,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030337087'}]",11909 LNAI,181-190,2019-01-01,2019,0,Book Series,cp,Conference Paper,25674,0,False,Lee J.,10.1007/978-3-030-33709-4_16,,"[{'@_fa': 'true', 'affilname': 'Jeju National University', 'affiliation-city': 'Jeju', 'affiliation-country': 'South Korea'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075854942', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075854942?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075854942&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075854942&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075854942,SCOPUS_ID:85075854942,2-s2.0-85075854942,YSIP3 2019 - Proceedings of the Young Scientist's 3rd International Workshop on Trends in Information Processing,CEUR Workshop Proceedings,16130073,,,2500,,2019-01-01,2019,0,Conference Proceeding,cr,Conference Review,21100218356,0,False,,,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075853491', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075853491?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075853491&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075853491&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075853491,SCOPUS_ID:85075853491,2-s2.0-85075853491,Deep learning in person re-identification for cyber-physical surveillance systems,Advanced Sciences and Technologies for Security Applications,16135113,23639466,,,45-72,2019-01-01,2019,0,Book Series,ch,Book Chapter,21100937105,0,False,Wu L.,10.1007/978-3-030-13057-2_3,,"[{'@_fa': 'true', 'affilname': 'The University of Queensland', 'affiliation-city': 'Brisbane', 'affiliation-country': 'Australia'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075789512', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075789512?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075789512&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075789512&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075789512,SCOPUS_ID:85075789512,2-s2.0-85075789512,Urban Commerce Distribution Analysis Based on Street View and Deep Learning,IEEE Access,,21693536,,7,162841-162849,2019-01-01,2019,9,Journal,ar,Article,21100374601,1,True,Ye N.,10.1109/ACCESS.2019.2951294,,"[{'@_fa': 'true', 'affilname': 'Osaka University', 'affiliation-city': 'Suita', 'affiliation-country': 'Japan'}]",8890683,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075735227', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075735227?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075735227&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075735227&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075735227,SCOPUS_ID:85075735227,2-s2.0-85075735227,"17th International Conference on Smart Living and Public Health, ICOST 2019",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030327842'}]",11862 LNCS,,2019-01-01,2019,0,Book Series,cr,Conference Review,25674,0,False,,,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075668158', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075668158?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075668158&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075668158&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075668158,SCOPUS_ID:85075668158,2-s2.0-85075668158,"18th Mexican International Conference on Artificial Intelligence, MICAI 2019",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743,16113349,"[{'@_fa': 'true', '$': '9783030337483'}]",11835 LNAI,,2019-01-01,2019,0,Book Series,cr,Conference Review,25674,0,False,,,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075608868', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075608868?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075608868&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075608868&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075608868,SCOPUS_ID:85075608868,2-s2.0-85075608868,"3rd Computational Methods in Systems and Software, CoMeSySo 2019",Advances in Intelligent Systems and Computing,21945357,21945365,"[{'@_fa': 'true', '$': '9783030313616'}]",1047,,2019-01-01,2019,0,Book Series,cr,Conference Review,5100152904,0,False,,,,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075266814', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075266814?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075266814&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075266814&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075266814,SCOPUS_ID:85075266814,2-s2.0-85075266814,Resilient multipath prediction and detection architecture for low-cost navigation in challenging urban areas,"Proceedings of the 32nd International Technical Meeting of the Satellite Division of the Institute of Navigation, ION GNSS+ 2019",,,"[{'@_fa': 'true', '$': '0936406232'}, {'@_fa': 'true', '$': '9780936406237'}]",,175-188,2019-01-01,2019,5,Conference Proceeding,cp,Conference Paper,21100935984,0,False,Smolyakov I.,10.33012/2019.16899,,"[{'@_fa': 'true', 'affilname': 'University of New Brunswick', 'affiliation-city': 'Fredericton', 'affiliation-country': 'Canada'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85075165633', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85075165633?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075165633&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85075165633&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85075165633,SCOPUS_ID:85075165633,2-s2.0-85075165633,Optimized traffic flow prediction based on cluster formation and reinforcement learning,International Journal of Communication Systems,10745351,10991131,,,,2019-01-01,2019,3,Journal,ar,Article,17964,0,False,Rajkumar S.C.,10.1002/dac.4178,,"[{'@_fa': 'true', 'affilname': 'University College of Engineering, Panruti', 'affiliation-city': 'Panruti', 'affiliation-country': 'India'}]",e4178,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074915524', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074915524?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074915524&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074915524&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074915524,SCOPUS_ID:85074915524,2-s2.0-85074915524,Improving law enforcement daily deployment through machine learning-informed optimization under uncertainty,IJCAI International Joint Conference on Artificial Intelligence,10450823,,"[{'@_fa': 'true', '$': '9780999241141'}]",2019-August,5815-5821,2019-01-01,2019,1,Conference Proceeding,cp,Conference Paper,19400157504,1,True,Chase J.,10.24963/ijcai.2019/806,,"[{'@_fa': 'true', 'affilname': 'Singapore Management University', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074910153', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074910153?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074910153&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074910153&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074910153,SCOPUS_ID:85074910153,2-s2.0-85074910153,Intelligent decision support for improving power management,IJCAI International Joint Conference on Artificial Intelligence,10450823,,"[{'@_fa': 'true', '$': '9780999241141'}]",2019-August,6587-6589,2019-01-01,2019,3,Conference Proceeding,cp,Conference Paper,19400157504,1,True,Zheng Y.,10.24963/ijcai.2019/965,,"[{'@_fa': 'true', 'affilname': 'Shandong University', 'affiliation-city': 'Jinan', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Dareway Software Co. Ltd', 'affiliation-city': None, 'affiliation-country': None}]",,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074880813', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074880813?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074880813&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074880813&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074880813,SCOPUS_ID:85074880813,2-s2.0-85074880813,Efficient approach for vehicle counting based on deep convolutional neural networks,Journal of Theoretical and Applied Information Technology,19928645,18173195,,97,2254-2266,2019-01-01,2019,0,Journal,ar,Article,19700182903,0,False,Nguyen H.,,,"[{'@_fa': 'true', 'affilname': 'Industrial University of Ho Chi Minh City', 'affiliation-city': 'Ho Chi Minh City', 'affiliation-country': 'Viet Nam'}]",,,,20,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074845730', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074845730?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074845730&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074845730&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074845730,SCOPUS_ID:85074845730,2-s2.0-85074845730,Sparks-Edge: Analytics for intelligent city water metering,CEUR Workshop Proceedings,16130073,,,2492,,2019-01-01,2019,1,Conference Proceeding,cp,Conference Paper,21100218356,0,False,Amaxilatis D.,,,"[{'@_fa': 'true', 'affilname': 'Spark Works ITC Ltd.', 'affiliation-city': 'Sheffield', 'affiliation-country': 'United Kingdom'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074672630', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074672630?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074672630&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074672630&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074672630,SCOPUS_ID:85074672630,2-s2.0-85074672630,Comparative Analysis of Machine Learning Techniques for Predicting Air Quality in Smart Cities,IEEE Access,,21693536,,7,128325-128338,2019-01-01,2019,53,Journal,ar,Article,21100374601,1,True,Ameer S.,10.1109/ACCESS.2019.2925082,,"[{'@_fa': 'true', 'affilname': 'COMSATS University Islamabad', 'affiliation-city': 'Islamabad', 'affiliation-country': 'Pakistan'}]",8746201,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074514836', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074514836?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074514836&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074514836&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074514836,SCOPUS_ID:85074514836,2-s2.0-85074514836,A visual task management application for acute ischemic stroke care,Frontiers in Neurology,,16642295,,10,,2019-01-01,2019,2,Journal,ar,Article,21100212316,1,True,Matsumoto S.,10.3389/fneur.2019.01118,,"[{'@_fa': 'true', 'affilname': 'Fujita Health University School of Medicine', 'affiliation-city': 'Toyoake', 'affiliation-country': 'Japan'}]",1118,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",OCT,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074262522', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074262522?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074262522&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074262522&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074262522,SCOPUS_ID:85074262522,2-s2.0-85074262522,Monitoring of rail bolted joint looseness with PZT network-based EMI technique under a deep learning framework,Structural Health Monitoring 2019: Enabling Intelligent Life-Cycle Health Management for Industry Internet of Things (IIOT) - Proceedings of the 12th International Workshop on Structural Health Monitoring,,,"[{'@_fa': 'true', '$': '9781605956015'}]",2,2841-2848,2019-01-01,2019,0,Conference Proceeding,cp,Conference Paper,21100934204,0,False,Zhou L.,10.12783/shm2019/32435,,"[{'@_fa': 'true', 'affilname': 'Hong Kong Polytechnic University', 'affiliation-city': 'Kowloon', 'affiliation-country': 'Hong Kong'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85073888702', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85073888702?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073888702&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073888702&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85073888702,SCOPUS_ID:85073888702,2-s2.0-85073888702,Forecasting parameters of satellite navigation signal through artificial neural networks for the purpose of civil aviation,International Journal of Aerospace Engineering,16875966,16875974,,2019,,2019-01-01,2019,10,Journal,ar,Article,19900191986,1,True,Krzykowska K.,10.1155/2019/7632958,,"[{'@_fa': 'true', 'affilname': 'Politechnika Warszawska', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}]",7632958,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85073782365', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85073782365?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073782365&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073782365&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85073782365,SCOPUS_ID:85073782365,2-s2.0-85073782365,“Unmanned vehicle systems in unstructured environments: Challenge and current status”,"21st International Symposium on Measurement and Control in Robotics, ISMCR 2018",,,"[{'@_fa': 'true', '$': '9781510890114'}]",,110-131,2019-01-01,2019,1,Conference Proceeding,cp,Conference Paper,21100933311,0,False,Gradetsky V.,,,"[{'@_fa': 'true', 'affilname': 'Ishlinsky Institute for Problems in Mechanics RAS (IPMech RAS)', 'affiliation-city': None, 'affiliation-country': 'Russian Federation'}]",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85073117730', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85073117730?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85073117730&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85073117730&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1877050919311652'}",https://api.elsevier.com/content/abstract/scopus_id/85073117730,SCOPUS_ID:85073117730,2-s2.0-85073117730,Increase the interest in learning by implementing augmented reality: Case studies studying rail transportation.,Procedia Computer Science,,18770509,,157,506-513,2019-01-01,2019,8,Conference Proceeding,cp,Conference Paper,19700182801,1,True,Pranoto H.,10.1016/j.procs.2019.09.007,S1877050919311652,"[{'@_fa': 'true', 'affilname': 'Bina Nusantara University', 'affiliation-city': 'Jakarta', 'affiliation-country': 'Indonesia'}]",,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
