@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
true,2017-02-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0888754317300046', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0888754317300046?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ygeno.2017.01.004,https://api.elsevier.com/content/article/pii/S0888754317300046,Gene selection for microarray cancer classification using a new evolutionary method employing artificial intelligence concepts,M. Dashtban,Genomics,109,2017-03-31,91,107,10.1016/j.ygeno.2017.01.004,True,S0888754317300046,"{'author': [{'$': 'M. Dashtban'}, {'$': 'Mohammadali Balafar'}]}"
true,2016-04-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1474667016414795', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1474667016414795?dgcid=api_sd_search-api-endpoint'}",DOI:10.3182/20080706-5-KR-1001.02614,https://api.elsevier.com/content/article/pii/S1474667016414795,Learning and Adaptation of Skills in Autonomous Physical Agents,Sandor M Veres,IFAC Proceedings Volumes,41,2008-12-31,15457,15462,10.3182/20080706-5-KR-1001.02614,False,S1474667016414795,"{'author': [{'$': 'Sandor M Veres'}, {'$': 'Aron G Veres'}]}"
true,2020-11-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2666555720300629', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2666555720300629?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.radmp.2020.11.002,https://api.elsevier.com/content/article/pii/S2666555720300629,A review on 3D deformable image registration and its application in dose warping,Haonan Xiao,Radiation Medicine and Protection,1,2020-12-31,171,178,10.1016/j.radmp.2020.11.002,True,S2666555720300629,"{'author': [{'$': 'Haonan Xiao'}, {'$': 'Ge Ren'}, {'$': 'Jing Cai'}]}"
true,2020-01-16T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231220300886', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231220300886?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2020.01.043,https://api.elsevier.com/content/article/pii/S0925231220300886,Integration of an actor-critic model and generative adversarial networks for a Chinese calligraphy robot,Ruiqi Wu,Neurocomputing,388,2020-05-07,12,23,10.1016/j.neucom.2020.01.043,False,S0925231220300886,"{'author': [{'$': 'Ruiqi Wu'}, {'$': 'Changle Zhou'}, {'$': 'Changjing Shang'}]}"
true,2021-04-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0950705121002707', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0950705121002707?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.knosys.2021.107007,https://api.elsevier.com/content/article/pii/S0950705121002707,Self-organizing deep belief modular echo state network for time series prediction,Huiyan Zhang,Knowledge-Based Systems,222,2021-06-21,107007,,10.1016/j.knosys.2021.107007,False,S0950705121002707,"{'author': [{'$': 'Huiyan Zhang'}, {'$': 'Bo Hu'}, {'$': 'Zhaoyang Wang'}]}"
true,2019-11-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128173565000097', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128173565000097?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-817356-5.00009-7,https://api.elsevier.com/content/article/pii/B9780128173565000097,"Chapter 7: Artificial Intelligence Based Diagnostics, Therapeutics and Applications in Biomedical Engineering and Bioinformatics",Kartik Krishna Bhardwaj,Internet of Things in Biomedical Engineering,,2019-12-31,161,187,10.1016/B978-0-12-817356-5.00009-7,False,B9780128173565000097,"{'author': [{'$': 'Kartik Krishna Bhardwaj'}, {'$': 'Siddhant Banyal'}, {'$': 'Deepak Kumar Sharma'}]}"
true,2015-10-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1568494615006122', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1568494615006122?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.asoc.2015.09.040,https://api.elsevier.com/content/article/pii/S1568494615006122,Artificial neural networks in business: Two decades of research,Michal Tkáč,Applied Soft Computing,38,2016-01-31,788,804,10.1016/j.asoc.2015.09.040,False,S1568494615006122,"{'author': [{'$': 'Michal Tkáč'}, {'$': 'Robert Verner'}]}"
true,2021-09-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221013576', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221013576?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2021.09.003,https://api.elsevier.com/content/article/pii/S0925231221013576,Simulated annealing for optimization of graphs and sequences,Xianggen Liu,Neurocomputing,465,2021-11-20,310,324,10.1016/j.neucom.2021.09.003,False,S0925231221013576,"{'author': [{'$': 'Xianggen Liu'}, {'$': 'Pengyong Li'}, {'$': 'Sen Song'}]}"
true,2000-07-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1088467X98000274', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1088467X98000274?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S1088-467X(98)00027-4,https://api.elsevier.com/content/article/pii/S1088467X98000274,A review of the fourteenth international conference on machine learning,Lewis Frey,Intelligent Data Analysis,2,1998-12-31,245,255,10.1016/S1088-467X(98)00027-4,False,S1088467X98000274,"{'author': [{'$': 'Lewis Frey'}, {'$': 'Cen Li'}, {'$': 'Doug Fisher'}]}"
true,2020-03-13T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128171332000094', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128171332000094?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-817133-2.00009-4,https://api.elsevier.com/content/article/pii/B9780128171332000094,Chapter 9: Artificial intelligence for management of patients with intracranial neoplasms,Marco Mammi,Artificial Intelligence in Precision Health,,2020-12-31,203,230,10.1016/B978-0-12-817133-2.00009-4,False,B9780128171332000094,"{'author': [{'$': 'Marco Mammi'}, {'$': 'Alessandro Boaro'}, {'$': 'Omar Arnaout'}]}"
true,2021-08-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0924224421004994', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0924224421004994?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.tifs.2021.08.012,https://api.elsevier.com/content/article/pii/S0924224421004994,Recent advances in assessing qualitative and quantitative aspects of cereals using nondestructive techniques: A review,Muhammad Zareef,Trends in Food Science & Technology,116,2021-10-31,815,828,10.1016/j.tifs.2021.08.012,False,S0924224421004994,"{'author': [{'$': 'Muhammad Zareef'}, {'$': 'Muhammad Arslan'}, {'$': 'Quansheng Chen'}]}"
true,2016-11-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1570870516303092', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1570870516303092?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.adhoc.2016.11.007,https://api.elsevier.com/content/article/pii/S1570870516303092,Classification of node degree based on deep learning and routing method applied for virtual route assignment,YangMin Lee,Ad Hoc Networks,58,2017-04-30,70,85,10.1016/j.adhoc.2016.11.007,False,S1570870516303092,{'author': 'YangMin Lee'}
true,2021-03-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S036054422100517X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S036054422100517X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.energy.2021.120268,https://api.elsevier.com/content/article/pii/S036054422100517X,Rejectable deep differential dynamic programming for real-time integrated generation dispatch and control of micro-grids,Linfei Yin,Energy,225,2021-06-15,120268,,10.1016/j.energy.2021.120268,False,S036054422100517X,"{'author': [{'$': 'Linfei Yin'}, {'$': 'Lulin Zhao'}]}"
true,2020-07-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0278612520301102', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0278612520301102?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jmsy.2020.06.020,https://api.elsevier.com/content/article/pii/S0278612520301102,Intelligent welding system technologies: State-of-the-art review and perspectives,Baicun Wang,Journal of Manufacturing Systems,56,2020-07-31,373,391,10.1016/j.jmsy.2020.06.020,False,S0278612520301102,"{'author': [{'$': 'Baicun Wang'}, {'$': 'S. Jack Hu'}, {'$': 'Theodor Freiheit'}]}"
true,2020-12-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2666827020300116', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2666827020300116?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.mlwa.2020.100011,https://api.elsevier.com/content/article/pii/S2666827020300116,"Smart healthcare disease diagnosis and patient management: Innovation, improvement and skill development",Arkadip Ray,Machine Learning with Applications,3,2021-03-15,100011,,10.1016/j.mlwa.2020.100011,True,S2666827020300116,"{'author': [{'$': 'Arkadip Ray'}, {'$': 'Avijit Kumar Chaudhuri'}]}"
true,2021-04-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128182796000116', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128182796000116?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-818279-6.00011-6,https://api.elsevier.com/content/article/pii/B9780128182796000116,Chapter 1: Introduction,Shigeyuki Takano,Thinking Machines,,2021-12-31,1,18,10.1016/B978-0-12-818279-6.00011-6,False,B9780128182796000116,{'author': 'Shigeyuki Takano'}
true,2020-09-11T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128212592000168', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128212592000168?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-821259-2.00016-8,https://api.elsevier.com/content/article/pii/B9780128212592000168,Chapter 16: Prospect and adversity of artificial intelligence in urology,Okyaz Eminaga,Artificial Intelligence in Medicine,,2021-12-31,309,337,10.1016/B978-0-12-821259-2.00016-8,False,B9780128212592000168,"{'author': [{'$': 'Okyaz Eminaga'}, {'$': 'Joseph C. Liao'}]}"
true,2019-08-01T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0306457319300044', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0306457319300044?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ipm.2019.102088,https://api.elsevier.com/content/article/pii/S0306457319300044,Textual keyword extraction and summarization: State-of-the-art,Zara Nasar,Information Processing & Management,56,2019-11-30,102088,,10.1016/j.ipm.2019.102088,False,S0306457319300044,"{'author': [{'$': 'Zara Nasar'}, {'$': 'Syed Waqar Jaffry'}, {'$': 'Muhammad Kamran Malik'}]}"
true,2016-04-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1474667016404258', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1474667016404258?dgcid=api_sd_search-api-endpoint'}",DOI:10.3182/20080706-5-KR-1001.01548,https://api.elsevier.com/content/article/pii/S1474667016404258,Development of User-Adaptive Value System of Learning Function using Interactive EC,Yuki SUGA,IFAC Proceedings Volumes,41,2008-12-31,9156,9161,10.3182/20080706-5-KR-1001.01548,False,S1474667016404258,"{'author': [{'$': 'Yuki SUGA'}, {'$': 'Yoshinori IKUMA'}, {'$': 'Shigeki SUGANO'}]}"
true,2019-09-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128162224000216', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128162224000216?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-816222-4.00021-6,https://api.elsevier.com/content/article/pii/B9780128162224000216,Chapter 19: Advancing to precision medicine through big data and artificial intelligence,Xiaoyi Raymond Gao,Genetics and Genomics of Eye Disease,,2020-12-31,337,349,10.1016/B978-0-12-816222-4.00021-6,False,B9780128162224000216,"{'author': [{'$': 'Xiaoyi Raymond Gao'}, {'$': 'Colleen M. Cebulla'}, {'$': 'Matthew P. Ohr'}]}"
true,2016-12-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231216315533', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231216315533?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2016.12.038,https://api.elsevier.com/content/article/pii/S0925231216315533,A survey of deep neural network architectures and their applications,Weibo Liu,Neurocomputing,234,2017-04-19,11,26,10.1016/j.neucom.2016.12.038,False,S0925231216315533,"{'author': [{'$': 'Weibo Liu'}, {'$': 'Zidong Wang'}, {'$': 'Fuad E. Alsaadi'}]}"
true,2016-06-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231216305550', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231216305550?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2016.06.014,https://api.elsevier.com/content/article/pii/S0925231216305550,"Neural networks: An overview of early research, current frameworks and new challenges",Alberto Prieto,Neurocomputing,214,2016-11-19,242,268,10.1016/j.neucom.2016.06.014,False,S0925231216305550,"{'author': [{'$': 'Alberto Prieto'}, {'$': 'Beatriz Prieto'}, {'$': 'Ignacio Rojas'}]}"
true,2014-04-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0303264714000446', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0303264714000446?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.biosystems.2014.04.003,https://api.elsevier.com/content/article/pii/S0303264714000446,Computational modeling of neural plasticity for self-organization of neural networks,Joseph Chrol-Cannon,Biosystems,125,2014-11-30,43,54,10.1016/j.biosystems.2014.04.003,False,S0303264714000446,"{'author': [{'$': 'Joseph Chrol-Cannon'}, {'$': 'Yaochu Jin'}]}"
true,2021-06-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221009577', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221009577?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2021.04.128,https://api.elsevier.com/content/article/pii/S0925231221009577,A generative adversarial network for single and multi-hop distributional knowledge base completion,Tehseen Zia,Neurocomputing,461,2021-10-21,543,551,10.1016/j.neucom.2021.04.128,False,S0925231221009577,"{'author': [{'$': 'Tehseen Zia'}, {'$': 'David Windridge'}]}"
true,2021-01-26T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221001314', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221001314?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2020.04.157,https://api.elsevier.com/content/article/pii/S0925231221001314,"Convolutional neural networks for medical image analysis: State-of-the-art, comparisons, improvement and perspectives",Hang Yu,Neurocomputing,444,2021-07-15,92,110,10.1016/j.neucom.2020.04.157,False,S0925231221001314,"{'author': [{'$': 'Hang Yu'}, {'$': 'Laurence T. Yang'}, {'$': 'M. Jamal Deen'}]}"
true,2020-08-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2210537920301669', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2210537920301669?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.suscom.2020.100439,https://api.elsevier.com/content/article/pii/S2210537920301669,ML based sustainable precision agriculture: A future generation perspective,Rashmi Priya,Sustainable Computing: Informatics and Systems,28,2020-12-31,100439,,10.1016/j.suscom.2020.100439,False,S2210537920301669,"{'author': [{'$': 'Rashmi Priya'}, {'$': 'Dharavath Ramesh'}]}"
true,2019-06-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S156849461930331X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S156849461930331X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.asoc.2019.105551,https://api.elsevier.com/content/article/pii/S156849461930331X,An integrated framework of genetic network programming and multi-layer perceptron neural network for prediction of daily stock return: An application in Tehran stock exchange market,Reza Ramezanian,Applied Soft Computing,82,2019-09-30,105551,,10.1016/j.asoc.2019.105551,False,S156849461930331X,"{'author': [{'$': 'Reza Ramezanian'}, {'$': 'Arsalan Peymanfar'}, {'$': 'Seyed Babak Ebrahimi'}]}"
true,2020-05-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128155851000292', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128155851000292?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-815585-1.00029-2,https://api.elsevier.com/content/article/pii/B9780128155851000292,Chapter 29: Artificial Intelligence in Biotechnology: A Framework for Commercialization,Robert E. Wanerman,Biotechnology Entrepreneurship,,2020-12-31,419,427,10.1016/B978-0-12-815585-1.00029-2,False,B9780128155851000292,"{'author': [{'$': 'Robert E. Wanerman'}, {'$': 'Gail H. Javitt'}, {'$': 'Alaap B. Shah'}]}"
true,2013-01-23T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S092523121300060X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S092523121300060X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2012.12.023,https://api.elsevier.com/content/article/pii/S092523121300060X,Designing of on line intrusion detection system using rough set theory and Q-learning algorithm,Nandita Sengupta,Neurocomputing,111,2013-07-02,161,168,10.1016/j.neucom.2012.12.023,False,S092523121300060X,"{'author': [{'$': 'Nandita Sengupta'}, {'$': 'Jaydeep Sen'}, {'$': 'Moumita Saha'}]}"
true,2021-04-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2352710221003934', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2352710221003934?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jobe.2021.102536,https://api.elsevier.com/content/article/pii/S2352710221003934,A review on application of soft computing techniques for the rapid visual safety evaluation and damage classification of existing buildings,Ehsan Harirchian,Journal of Building Engineering,43,2021-11-30,102536,,10.1016/j.jobe.2021.102536,False,S2352710221003934,"{'author': [{'$': 'Ehsan Harirchian'}, {'$': 'Seyed Ehsan Aghakouchaki Hosseini'}, {'$': 'Tom Lahmer'}]}"
true,2018-09-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0007850618302166', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0007850618302166?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/S0007-8506(18)30216-6,https://api.elsevier.com/content/article/pii/S0007850618302166,Machine Learning Approaches to Manufacturing,L. Monostori,CIRP Annals,45,1996-12-31,675,712,10.1016/S0007-8506(18)30216-6,False,S0007850618302166,"{'author': [{'$': 'L. Monostori'}, {'$': 'A. Markus'}, {'$': 'E. Westkämpfer'}]}"
true,2007-02-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0950705107000135', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0950705107000135?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.knosys.2007.01.005,https://api.elsevier.com/content/article/pii/S0950705107000135,Effective learning system techniques for human–robot interaction in service environment,Z. Zenn Bien,Knowledge-Based Systems,20,2007-06-30,439,456,10.1016/j.knosys.2007.01.005,False,S0950705107000135,"{'author': [{'$': 'Z. Zenn Bien'}, {'$': 'Hyong-Euk Lee'}]}"
true,2020-08-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128206041000108', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128206041000108?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-820604-1.00010-8,https://api.elsevier.com/content/article/pii/B9780128206041000108,10: Convolutional neural network for biomedical applications,Gilu K. Abraham,Computational Intelligence and Its Applications in Healthcare,,2020-12-31,145,156,10.1016/B978-0-12-820604-1.00010-8,False,B9780128206041000108,"{'author': [{'$': 'Gilu K. Abraham'}, {'$': 'V. S. Jayanthi'}, {'$': 'Preethi Bhaskaran'}]}"
true,2021-05-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1389128621002139', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1389128621002139?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.comnet.2021.108149,https://api.elsevier.com/content/article/pii/S1389128621002139,Generative Adversarial Networks (GANs) in networking: A comprehensive survey & evaluation,Hojjat Navidan,Computer Networks,194,2021-07-20,108149,,10.1016/j.comnet.2021.108149,False,S1389128621002139,"{'author': [{'$': 'Hojjat Navidan'}, {'$': 'Parisa Fard Moshiri'}, {'$': 'David Windridge'}]}"
true,2021-04-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2405896320308375', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2405896320308375?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ifacol.2020.12.540,https://api.elsevier.com/content/article/pii/S2405896320308375,"On Data Science for Process Systems Modeling, Control and Operations",S. Joe Qin,IFAC-PapersOnLine,53,2020-12-31,11325,11331,10.1016/j.ifacol.2020.12.540,False,S2405896320308375,"{'author': [{'$': 'S. Joe Qin'}, {'$': 'Yining Dong'}]}"
true,2020-10-23T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1568494620307699', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1568494620307699?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.asoc.2020.106831,https://api.elsevier.com/content/article/pii/S1568494620307699,A refreshing view of soft computing models for predicting the deflection of reinforced concrete beams,Chun Bai,Applied Soft Computing,97,2020-12-31,106831,,10.1016/j.asoc.2020.106831,False,S1568494620307699,"{'author': [{'$': 'Chun Bai'}, {'$': 'Hoang Nguyen'}, {'$': 'Jian Zhou'}]}"
true,2019-12-31T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0007681319301624', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0007681319301624?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.bushor.2019.12.002,https://api.elsevier.com/content/article/pii/S0007681319301624,From data to action: How marketers can leverage AI,Colin Campbell,Business Horizons,63,2020-04-30,227,243,10.1016/j.bushor.2019.12.002,False,S0007681319301624,"{'author': [{'$': 'Colin Campbell'}, {'$': 'Sean Sands'}, {'$': 'Alexis Mavrommatis'}]}"
true,2020-08-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2590238520303015', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2590238520303015?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.matt.2020.06.011,https://api.elsevier.com/content/article/pii/S2590238520303015,AI Applications through the Whole Life Cycle of Material Discovery,Jiali Li,Matter,3,2020-08-05,393,432,10.1016/j.matt.2020.06.011,True,S2590238520303015,"{'author': [{'$': 'Jiali Li'}, {'$': 'Kaizhuo Lim'}, {'$': 'Xiaonan Wang'}]}"
true,2021-05-29T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221007220', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221007220?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2021.05.011,https://api.elsevier.com/content/article/pii/S0925231221007220,Recent advances of single-object tracking methods: A brief survey,Yucheng Zhang,Neurocomputing,455,2021-09-30,1,11,10.1016/j.neucom.2021.05.011,False,S0925231221007220,"{'author': [{'$': 'Yucheng Zhang'}, {'$': 'Tian Wang'}, {'$': 'Lei Chen'}]}"
true,2021-03-11T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0957417421002414', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0957417421002414?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eswa.2021.114800,https://api.elsevier.com/content/article/pii/S0957417421002414,"A comprehensive survey on deep neural networks for stock market: The need, challenges, and future directions",Ankit Thakkar,Expert Systems with Applications,177,2021-09-01,114800,,10.1016/j.eswa.2021.114800,False,S0957417421002414,"{'author': [{'$': 'Ankit Thakkar'}, {'$': 'Kinjal Chaudhari'}]}"
true,2021-01-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0004370220301855', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0004370220301855?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.artint.2020.103438,https://api.elsevier.com/content/article/pii/S0004370220301855,Making sense of sensory input,Richard Evans,Artificial Intelligence,293,2021-04-30,103438,,10.1016/j.artint.2020.103438,True,S0004370220301855,"{'author': [{'$': 'Richard Evans'}, {'$': 'José Hernández-Orallo'}, {'$': 'Marek Sergot'}]}"
true,2016-04-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1084804516300492', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1084804516300492?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jnca.2016.04.006,https://api.elsevier.com/content/article/pii/S1084804516300492,"Neural networks in wireless networks: Techniques, applications and guidelines",Nauman Ahad,Journal of Network and Computer Applications,68,2016-06-30,1,27,10.1016/j.jnca.2016.04.006,False,S1084804516300492,"{'author': [{'$': 'Nauman Ahad'}, {'$': 'Junaid Qadir'}, {'$': 'Nasir Ahsan'}]}"
true,2019-06-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128166390000156', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128166390000156?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-816639-0.00015-6,https://api.elsevier.com/content/article/pii/B9780128166390000156,Chapter 15: An outlook of a future smart city in Taiwan from post–Internet of things to artificial intelligence Internet of things,Yung Chang Wu,Smart Cities: Issues and Challenges,,2019-12-31,263,282,10.1016/B978-0-12-816639-0.00015-6,False,B9780128166390000156,"{'author': [{'$': 'Yung Chang Wu'}, {'$': 'Yenchun Jim Wu'}, {'$': 'Shiann Ming Wu'}]}"
true,2021-10-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0031320321005483', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0031320321005483?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.patcog.2021.108368,https://api.elsevier.com/content/article/pii/S0031320321005483,Discrete embedding for attributed graphs,Hong Yang,Pattern Recognition,123,2022-03-31,108368,,10.1016/j.patcog.2021.108368,False,S0031320321005483,"{'author': [{'$': 'Hong Yang'}, {'$': 'Ling Chen'}, {'$': 'Peng Zhang'}]}"
true,2019-12-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231219316947', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231219316947?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2019.11.090,https://api.elsevier.com/content/article/pii/S0925231219316947,Neuroevolutionary based convolutional neural network with adaptive activation functions,Roxana ZahediNasab,Neurocomputing,381,2020-03-14,306,313,10.1016/j.neucom.2019.11.090,False,S0925231219316947,"{'author': [{'$': 'Roxana ZahediNasab'}, {'$': 'Hadis Mohseni'}]}"
