paperId,url,title,abstract,venue,year,id,type
1abdeafe4b6e36e2566ffc0054b2357c3929baae,https://www.semanticscholar.org/paper/1abdeafe4b6e36e2566ffc0054b2357c3929baae,One-Shot Imitation Filming of Human Motion Videos,"Imitation learning has been applied to mimic the operation of a human cameraman in several autonomous cinematography systems. To imitate different filming styles, existing methods train multiple models, where each model handles a particular style and requires a significant number of training samples. As a result, existing methods can hardly generalize to unseen styles. In this paper, we propose a framework, which can imitate a filming style by ""seeing"" only a single demonstration video of the same style, i.e., one-shot imitation filming. This is done by two key enabling techniques: 1) feature extraction of the filming style from the demo video, and 2) filming style transfer from the demo video to the new situation. We implement the approach with deep neural network and deploy it to a 6 degrees of freedom (DOF) real drone cinematography system by first predicting the future camera motions, and then converting them to the drone's control commands via an odometer. Our experimental results on extensive datasets and showcases exhibit significant improvements in our approach over conventional baselines and our approach can successfully mimic the footage with an unseen style.",ArXiv,2019,53,filtered
e6debe8731daadf256ba4005fd291f85792885b4,https://www.semanticscholar.org/paper/e6debe8731daadf256ba4005fd291f85792885b4,Can a Robot Become a Movie Director? Learning Artistic Principles for Aerial Cinematography,"Aerial filming is constantly gaining importance due to the recent advances in drone technology. It invites many intriguing, unsolved problems at the intersection of aesthetical and scientific challenges. In this work, we propose a deep reinforcement learning agent which supervises motion planning of a filming drone by making desirable shot mode selections based on aesthetical values of video shots. Unlike most of the current state-of-the-art approaches that require explicit guidance by a human expert, our drone learns how to make favorable viewpoint selections by experience. We propose a learning scheme that exploits aesthetical features of retrospective shots in order to extract a desirable policy for better prospective shots. We train our agent in realistic AirSim simulations using both a hand-crafted reward function as well as reward from direct human input. We then deploy the same agent on a real DJI M210 drone in order to test the generalization capability of our approach to real world conditions. To evaluate the success of our approach in the end, we conduct a comprehensive user study in which participants rate the shot quality of our methods. Videos of the system in action can be seen at https://youtu.be/qmVw6mfyEmw.",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2019,54,filtered
307bccaee7e7eda278b9cad46522e315b0a638de,https://www.semanticscholar.org/paper/307bccaee7e7eda278b9cad46522e315b0a638de,Formal verification of neural networks for safety-critical tasks in deep reinforcement learning,"In the last years, neural networks achieved groundbreaking successes in a wide variety of applications. However, for safety critical tasks, such as robotics and healthcare, it is necessary to provide some specific guarantees before the deployment in a real world context. Even in these scenarios, where high cost equipment and human safety are involved, the evaluation of the models is usually performed with the standard metrics (i.e., cumulative reward or success rate). In this paper, we introduce a novel metric for the evaluation of models in safety critical tasks, the violation rate. We build our work upon the concept of formal verification for neural networks, providing a new formulation for the safety properties that aims to ensure that the agent always makes rational decisions. To perform this evaluation, we present ProVe (Property Verifier), a novel approach based on the interval algebra, designed for the analysis of our novel behavioral properties. We apply our method to different domains (i.e., mapless navigation for mobile robots, trajectory generation for manipulators, and the standard ACAS benchmark). Results show that the violation rate computed by ProVe provides a good evaluation for the safety of trained models.",UAI,2021,55,filtered
fc099e2d0a8236ce198d7eadd6abb183aa6847b0,https://www.semanticscholar.org/paper/fc099e2d0a8236ce198d7eadd6abb183aa6847b0,Macro workstep detection for assembly manufacturing,"In this paper, we introduce a detection system for macro worksteps in a manufacturing assembly line using depth images. The sensor is mounted on the ceiling with a top-down angle. The system was deployed in a real life industrial process where workers had to assemble an ATM machine. Experimental results show the effectiveness of three identification approaches that were used: (1) template matching using a single template per macro workstep, (2) multiple templates for macro worksteps and (3) template matching and motion detection in order to detect the transition between each two consecutive macro worksteps. Each approach has its own benefits in terms of processing speed, accuracy and precision and we discuss them in details along with the challenges the system had, in the discussion section. The results are also investigated in details and we present the future plans for the proposed detection system.",PETRA,2020,56,filtered
715b22c6f8286b7dbf05e08217db3d7b51c93091,https://www.semanticscholar.org/paper/715b22c6f8286b7dbf05e08217db3d7b51c93091,A Simple Geometrical-Based Calibration Technique for 3D Scanners with Rotating Platform,"Active three-dimensional (3D) scanning techniques usually create 3D models of real scenes by using known light patterns reflected by surfaces and captured by cameras. Each scanning technique has its own implementation issues, which can impact on its complexity, processing time and data precision. This paper proposes a simple geometrical-based calibration technique for 3D scanners with rotating platform. As we focus on low-cost and accessibility, the scanning system was implemented using offthe-shelf components. Also its structure was designed to be 3D printed. Two objects are scanned and their point clouds are used to assess the system performance. Results show that the proposed model presents a good trade-off between accuracy and implementation complexity with an average accuracy error equals to 0.196 mm and a mean squared error (MSE) smaller than 4.65%.","International journal of simulation: systems, science & technology",2019,57,filtered
52acb53bac559ea73b68edf598cab021f383fa35,https://www.semanticscholar.org/paper/52acb53bac559ea73b68edf598cab021f383fa35,Data Warehouse and Decision Support on Integrated Crop Big Data,"In recent years, precision agriculture is becoming very popular. The introduction of modern information and communication technologies for collecting and processing Agricultural data revolutionise the agriculture practises. This has started a while ago (early 20th century) and it is driven by the low cost of collecting data about everything; from information on fields such as seed, soil, fertiliser, pest, to weather data, drones and satellites images. Specially, the agricultural data mining today is considered as Big Data application in terms of volume, variety, velocity and veracity. Hence it leads to challenges in processing vast amounts of complex and diverse information to extract useful knowledge for the farmer, agronomist, and other businesses. It is a key foundation to establishing a crop intelligence platform, which will enable efficient resource management and high quality agronomy decision making and recommendations. In this paper, we designed and implemented a continental level agricultural data warehouse (ADW). ADW is characterised by its (1) flexible schema; (2) data integration from real agricultural multi datasets; (3) data science and business intelligent support; (4) high performance; (5) high storage; (6) security; (7) governance and monitoring; (8) consistency, availability and partition tolerant; (9) cloud compatibility. We also evaluate the performance of ADW and present some complex queries to extract and return necessary knowledge about crop management.",Int. J. Bus. Process. Integr. Manag.,2020,58,filtered
c4784652b900a9df26ac9247a232dca1b901dfe1,https://www.semanticscholar.org/paper/c4784652b900a9df26ac9247a232dca1b901dfe1,Operations Research Problems and Data Envelopment Analysis in Agricultural Land Processing – A Review,"Research Question: This paper aims at specifying the contribution of operations research (OR) methods and techniques to agricultural land processing. Motivation: Agricultural production is performed on an agricultural land, which has to be exploited in the best possible way, given the increasing human population and the limited availability of the land. Considering the importance of this issue, a large number of research studies dealing with problems in agriculture can be found in the literature, and many of these problems are solved by OR methods and techniques. However, to our knowledge, there are no review papers that deal with this specific area, so the main motivation is to provide a detailed review of selected OR methods application in the agricultural land processing area. Idea: The core idea behind this research is to perceive a real impact of OR methods and techniques implementation in the agricultural land processing. The research is based on detailed literature review for the period 2014-2019 and performed statistics involving publication by year, publication by journal and statistics involving keywords in articles. Data: The review was conducted using online repositories of the papers published in SCI and SCIe journals with impact factors in the period from 2014-2019. Tools: Analyzed papers are divided into three groups according to the OR method applied: linear optimization problems, DEA method and other OR methods (non linear, multicriteria, mixed integer programming, dynamic programming). Papers within the groups are analyzed according to the type of problems solved. Statistical analyses of all collected data were used to get a good insight into the applications of operations research problems and data envelopment analysis in agricultural land processing. Findings: The number of published papers in this specific area has a growing trend over the observed years (with some minor decrease in 2016 and 2019 in comparison with the previous year). All of the articles are related to specific application of the given methods to solving problems in the agricultural land processing, and this is the reason for many different keywords appearing in the articles. Some very important keywords such as “operations research” or “OR” does not appear in any article as a keyword. Inclusion of such common keywords may result in a faster search in repositories of all articles. Contribution: The primary contribution of this paper is a detailed review of application of linear optimization, data envelopment analysis and other OR methods in agricultural land processing in the period 2014-2019.",,2020,59,filtered
70080fdcaff014b5acb1ec2d2db4de9bfb4f0c57,https://www.semanticscholar.org/paper/70080fdcaff014b5acb1ec2d2db4de9bfb4f0c57,Zero-Shot Uncertainty-Aware Deployment of Simulation Trained Policies on Real-World Robots,"While deep reinforcement learning (RL) agents have demonstrated incredible potential in attaining dexterous behaviours for robotics, they tend to make errors when deployed in the real world due to mismatches between the training and execution environments. In contrast, the classical robotics community have developed a range of controllers that can safely operate across most states in the real world given their explicit derivation. These controllers however lack the dexterity required for complex tasks given limitations in analytical modelling and approximations. In this paper, we propose Bayesian Controller Fusion (BCF), a novel uncertainty-aware deployment strategy that combines the strengths of deep RL policies and traditional handcrafted controllers. In this framework, we can perform zero-shot sim-to-real transfer, where our uncertainty based formulation allows the robot to reliably act within out-of-distribution states by leveraging the handcrafted controller while gaining the dexterity of the learned system otherwise. We show promising results on two real-world continuous control tasks, where BCF outperforms both the standalone policy and controller, surpassing what either can achieve independently. A supplementary video demonstrating our system is provided at https://bit.ly/bcf_deploy.",ArXiv,2021,60,filtered
https://www.sciencedirect.com/science/article/pii/S2352711021001837,https://www.sciencedirect.com/science/article/pii/S2352711021001837,tx2_fcnn_node: An open-source ROS compatible tool for monocular depth reconstruction,"We present tx2_fcnn_node a Robot Operating System (ROS) compatible tool that is aimed at seamless integration of various monocular depth reconstruction neural networks to the robotic software based on ROS (which is a de-facto standard in the area of robotics). Our tool simplifies the process of deploying, evaluating, and comparing depth reconstruction neural networks both on real robots and in simulation. We complement our software with a set of the precompiled neural networks which can be used off the shelf, with some of them being able to demonstrate near real-time performance when running onboard compact embedded platforms, e.g. Nvidia Jetson TX2, that are often used nowadays both in academia and industry.",Sciencedirect,2022,61,filtered
845c1a9a43924a5ac907861f3b98f8f32f009832,https://www.semanticscholar.org/paper/845c1a9a43924a5ac907861f3b98f8f32f009832,"Internet of Robotic Things: Concept, Technologies, and Challenges","Internet of Things allow massive number of uniquely addressable “things” to communicate with each other and transfer data over existing internet or compatible network protocols. This paper proposes a new concept which tackles the issues for supporting control and monitoring activities at deployment sites and industrial automations, where intelligent things can monitor peripheral events, induce sensor data acquired from a variety of sources, use ad hoc, local, and distributed “machine intelligence” to determine appropriate course of actions, and then act to control or disseminate static or dynamic position aware robotic things in the physical world through a seamless manner by providing a means for utilizing them as Internet of robotic things (IoRT). Although progressive advancements can be seen in multi-robotic systems, robots are constantly getting enriched by easier developmental functionalities, such vertical robotic service centric silos are not enough for continuously and seamlessly supporting for which they are meant. In this paper, a novel concept—IoRT is presented that highlights architectural principles, vital characteristics, as well as research challenges. The aim of this paper is to provide a better understanding of the architectural assimilation of IoRT and identify important research directions on this term.",IEEE Access,2016,62,filtered
4d9351c8c32e530b2acf5186c974c471ec46175a,https://www.semanticscholar.org/paper/4d9351c8c32e530b2acf5186c974c471ec46175a,Workshop on Task Planning for Intelligent Robots in Service and Manufacturing,"Automated task planning for robots is usually implemented on a motion primitive domain, where the focus is on constructing meaningful, general motion primitives. In this work we propose planning on the higher abstraction level of robot skills. In this context, skills are general, functional blocks that contain both sensing and action, have a welldefined expected outcome and set of preconditions, and are thus immediately useful for planning. By using a world model, which is focused on the skills, we show that this is in fact the case. We show automated task planning and execution, as a sequence of skills and their parameters, based on the desired goal state and the current state from the world model. Experiments show that the approach is immediately applicable, given a skill-equipped robot, and that inconsistencies between the world model and physical world are overcome simply by replanning.",,2015,63,filtered
