doi,type,query_name,query_value,publication,publisher,publication_date,database,title,url,abstract,status,semantic_score,id
d821b6252f111fe9263a49abdc399b63683df2d2,preprocessed,citation,citation,semantic_scholar,IEEE International Conference on Bioinformatics and Biomedicine,2024.0,semantic_scholar,"ethics of artificial intelligence: challenges, opportunities and future prospects",https://www.semanticscholar.org/paper/d821b6252f111fe9263a49abdc399b63683df2d2,"Artificial Intelligence (AI) has rapidly transformed numerous sectors, including healthcare, justice, and commerce, providing substantial benefits while also raising complex ethical questions: this article explores the main ethical challenges associated with AI, focusing on issues such as algorithmic bias, data privacy and security, transparency, and accountability. The importance of Explainable Artificial Intelligence (XAI) in enhancing the interpretability of algorithmic decisions is emphasized, particularly in healthcare, where model opacity can have a direct impact on patient outcomes. The paper further examines regulatory frameworks and ethical guidelines, including the European Union’s AI Act, advocating for a multidisciplinary approach that combines innovation and accountability to develop AI systems that respect human rights and foster user trust. In conclusion, the article underscores the need for interdisciplinary collaboration and adaptable regulations to ensure the ethical development of AI, promoting fairness and transparency.",not included,0.826026663184166,148
6242be8ef591473fd1e66283f9978688b72bb324,preprocessed,citation,citation,semantic_scholar,International Journal of Scientific Research and Modern Technology (IJSRMT),2024.0,semantic_scholar,"navigating the dual nature of deepfakes: ethical, legal, and technological perspectives on generative artificial intelligence ai) technology",https://www.semanticscholar.org/paper/6242be8ef591473fd1e66283f9978688b72bb324,"The rapid development of deepfake technology has opened up a range of groundbreaking opportunities while also introducing significant ethical challenges. This paper explores the complex impacts of deepfakes by drawing from fields such as computer science, ethics, media studies, and law. Through a multidisciplinary approach, we examine the technological foundations, uses, and societal effects of deepfakes. Our analysis includes case studies, expert interviews, and a thorough review of existing literature to highlight the dual nature of deepfakes—showcasing their potential benefits in entertainment and education, while also addressing the risks of misinformation and privacy violations. This study emphasizes the urgent need for improved detection methods, ethical guidelines, and strong legal frameworks to address the issues created by deepfakes. It calls for enhanced digital literacy and global cooperation to ensure that the advantages of generative AI are harnessed responsibly, while its inherent risks are minimized. The findings underscore the importance of effective detection strategies, ethical considerations, and legislative reforms to ensure deepfake technology is used in ways that benefit society.",not included,0.8288842886686325,149
a28eee3d30ea401fefca8a07332c1767b087bc7c,preprocessed,citation,citation,semantic_scholar,International Conference on Communication and Network Security,2024.0,semantic_scholar,the ethics of applying artificial intelligence (ai) for communication governance,https://www.semanticscholar.org/paper/a28eee3d30ea401fefca8a07332c1767b087bc7c,"This research paper explores the ethical considerations and implementations surrounding the use of artificial intelligence (AI) in communication governance. In an era marked by the increasing reliance on AI-driven technologies for communication, this study investigates the ethical Implementations, ethics, challenges, and potential benefits associated with AI's role in shaping and regulating information flow. Drawing upon a wide range of literature and discusses a comprehensive overview of applying AI in communication governance.",not included,0.8351606994867324,150
a27ce898e4103a8ea6bf20a7379ccdcbe2fe8111,preprocessed,citation,citation,semantic_scholar,Business and Politics,2024.0,semantic_scholar,investigating the politics and content of us state artificial intelligence legislation,https://www.semanticscholar.org/paper/a27ce898e4103a8ea6bf20a7379ccdcbe2fe8111,"
 The rapid emergence of artificial intelligence (AI) technology and its application by businesses has created a potential need for governmental regulation. While the federal government of the United States has largely sidestepped the issue of crafting law dictating limitations and expectations regarding the use of AI technology, US state legislatures have begun to take the lead in this area. Nonetheless, we know very little about how state legislatures have approached the design, pursuit, and adoption of AI policy and whether traditional political fault lines have manifested themselves in the AI issue area. Here, we gather data on the state-level adoption of AI policy, as well as roll call voting on AI bills (classified on the basis of consumer protection versus economic development), by state legislatures and analyze the political economy of AI legislation. We find that rising unemployment and inflation are negatively associated with a state’s AI policymaking. With respect to individual legislator support, we find that liberal lawmakers and Democrats are more likely to support bills establishing consumer protection requirements on AI usage. The results suggest that economic concerns loom large with AI and that traditional political fault lines may be establishing themselves in this area.",not included,0.8052007794380188,151
37eb0c2177acf85c74ace80a9365d610523bc64b,preprocessed,citation,citation,semantic_scholar,Digit. Gov. Res. Pract.,2024.0,semantic_scholar,introduction to the issue on artificial intelligence in the public sector: risks and benefits of ai for governments,https://www.semanticscholar.org/paper/37eb0c2177acf85c74ace80a9365d610523bc64b,"Artificial Intelligence (AI) is increasingly adopted by public sector organizations to provide better public services and to transform their internal processes. AI is now considered a key enabler for digital innovation and transformation in the public sector. However, AI is still relatively a new research area in the field of digital government. The term, AI, captures a wide range of technologies, techniques, and tools such as machine/deep learning, natural language processing, robotics, computer vision, and more recently Generative AI. While these AI technologies afford different applications and benefits in the government context, they also create social, ethical, and legal challenges. These challenges require solutions combining both technical (e.g., data and algorithmic solutions to minimize bias) and institutional (e.g., governance structures and processes) mechanisms. The special issue is a collection of articles that contribute to a better understanding of the issues associated with AI deployment in different areas of government operations. They cover AI applications in the areas of emergency response, policy analysis, public bids, and citizen participation. The contributions also address the challenge of realizing a legal transparency regime for AI in government and the effect of AI in bureaucratic decision-making.",not included,0.8033411532640458,152
e0c176370fcca6f8d11286f922c2154eaa69fc34,preprocessed,citation,citation,semantic_scholar,Business and Society Review,2024.0,semantic_scholar,what ethics can say on artificial intelligence: insights from a systematic literature review,https://www.semanticscholar.org/paper/e0c176370fcca6f8d11286f922c2154eaa69fc34,"The abundance of literature on ethical concerns regarding artificial intelligence (AI) highlights the need to systematize, integrate, and categorize existing efforts through a systematic literature review. The article aims to investigate prevalent concerns, proposed solutions, and prominent ethical approaches within the field. Considering 309 articles from the beginning of the publications in this field up until December 2021, this systematic literature review clarifies what the ethical concerns regarding AI are, and it charts them into two groups: (i) ethical concerns that arise from the design of AI and (ii) ethical concerns that arise from human–AI interactions. The analysis of the obtained sample highlights the most recurrent ethical concerns. Finally, it exposes the main proposals of the literature to handle the ethical concerns according to the main ethical approaches. It interprets the findings to lay the foundations for future research on the ethics of AI.",not included,0.8437141388654709,153
70a82befa02fea869b427024ec12146b719f03f6,preprocessed,citation,citation,semantic_scholar,Frontiers in Pharmacology,2023.0,semantic_scholar,mapping the regulatory landscape of ai in healthcare in africa,https://www.semanticscholar.org/paper/70a82befa02fea869b427024ec12146b719f03f6,"Introduction: Artificial intelligence (AI)-enhanced technology has seen unprecedented expansion in the recent past. This growth brings with it huge opportunities for the positive transformation of the economy, business, healthcare, and society. However, a critical question is whether, and to what extent, regulatory measures and mechanisms have been implemented to safeguard its design, development, and deployment. This paper offers a scoping exercise that maps the regulatory landscape of AI in healthcare (including health research) in certain African countries. Methods: This research is conducted across 12 African countries: Botswana, Cameroon, The Gambia, Ghana, Kenya, Malawi, Nigeria, Rwanda, South Africa, Tanzania, Uganda, and Zimbabwe. As limited specific AI legislation is found in these African countries, and because AI is informed by ancillary regulatory frameworks, we include data protection, digital health, consumer protection, and intellectual property in our research. A scoping review method was applied with a manual search of digital libraries with search terms customised for each repository consisting of core search terms for the various topics, including, among others, “law,” “regulation,” “artificial intelligence,” “data protection,” “intellectual property,” and “digital health”. Results and discussion: Analysis of the data demonstrated that while in the African countries under investigation there is no sui generis AI regulation, recent developments were found in areas that inform AI adoption, including in digital health, data protection, consumer protection, and intellectual property. Our findings highlight the fragmentation of the African AI regulatory landscape and illustrate the importance of continued AI regulatory development to ensure that Africa is well positioned for future AI adoption in health.",not included,0.8133152216672898,154
c524b16d98ccee9b433ed9364704426e235da1fe,preprocessed,citation,citation,semantic_scholar,Internet Research,2023.0,semantic_scholar,"ai governance: themes, knowledge gaps and future agendas",https://www.semanticscholar.org/paper/c524b16d98ccee9b433ed9364704426e235da1fe,"PurposeFollowing the surge of documents laying out organizations' ethical principles for their use of artificial intelligence (AI), there is a growing demand for translating ethical principles to practice through AI governance (AIG). AIG has emerged as a rapidly growing, yet fragmented, research area. This paper synthesizes the organizational AIG literature by outlining research themes and knowledge gaps as well as putting forward future agendas.Design/methodology/approachThe authors undertake a systematic literature review on AIG, addressing the current state of its conceptualization and suggesting future directions for AIG scholarship and practice. The review protocol was developed following recommended guidelines for systematic reviews and the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA).FindingsThe results of the authors’ review confirmed the assumption that AIG is an emerging research topic with few explicit definitions. Moreover, the authors’ review identified four themes in the AIG literature: technology, stakeholders and context, regulation and processes. The central knowledge gaps revealed were the limited understanding of AIG implementation, lack of attention to the AIG context, uncertain effectiveness of ethical principles and regulation, and insufficient operationalization of AIG processes. To address these gaps, the authors present four future AIG agendas: technical, stakeholder and contextual, regulatory, and process. Going forward, the authors propose focused empirical research on organizational AIG processes, the establishment of an AI oversight unit and collaborative governance as a research approach.Research limitations/implicationsTo address the identified knowledge gaps, the authors present the following working definition of AIG: AI governance is a system of rules, practices and processes employed to ensure an organization's use of AI technologies aligns with its strategies, objectives, and values, complete with legal requirements, ethical principles and the requirements set by stakeholders. Going forward, the authors propose focused empirical research on organizational AIG processes, the establishment of an AI oversight unit and collaborative governance as a research approach.Practical implicationsFor practitioners, the authors highlight training and awareness, stakeholder management and the crucial role of organizational culture, including senior management commitment.Social implicationsFor society, the authors review elucidates the multitude of stakeholders involved in AI governance activities and complexities related to balancing the needs of different stakeholders.Originality/valueBy delineating the AIG concept and the associated research themes, knowledge gaps and future agendas, the authors review builds a foundation for organizational AIG research, calling for broad contextual investigations and a deep understanding of AIG mechanisms. For practitioners, the authors highlight training and awareness, stakeholder management and the crucial role of organizational culture, including senior management commitment.",not included,0.8154128462076187,155
736f199a1df581800243a7b4908dff421b3ea6e4,preprocessed,citation,citation,semantic_scholar,Metaverse,2023.0,semantic_scholar,"life, death, and ai: exploring digital necromancy in popular culture—ethical considerations, technological limitations, and the pet cemetery conundrum",https://www.semanticscholar.org/paper/736f199a1df581800243a7b4908dff421b3ea6e4,"This article explores the rise of generative AI, particularly ChatGPT, and the combination of large language models (LLM) with robotics, exemplified by Ameca the Robot. It addresses the need to study the ethical considerations and potential implications of digital necromancy, which involves using AI to reanimate deceased individuals for various purposes. Reasons for desiring to engage with a disembodied or bodied replica of a person include the preservation of memories, emotional closure, cultural heritage and historical preservation, interacting with idols or influential figures, educational and research purposes, and creative expression and artistic endeavors. As such, this article examines historical examples of the practice in hologram concerts, CGI characters, and others in order to analyze the ethical concerns related to privacy, consent, and commercial gain. It delves into the challenges of accurately representing individual personalities, misrepresenting cultural context, and the limitations of available data. Furthermore, it explores the Pet Cemetery conundrum and its impact on the grieving process, mental health, and the moral implications of using AI to generate interactions with the deceased. By contemplating future use cases like interactive virtual assistants and realistic historical reenactments, the article highlights the importance of addressing ethical implications as these technologies continue to advance and contributes to the discourse on the responsible and ethical use of generative AI, LLM, and robotics in the context of digital resurrection, calling for ongoing discussions and considerations of AI rights, social dynamics, and the grieving process.",not included,0.8546511858701706,156
b0a332bd6af0519e59a7d4a319af3155ff603edd,preprocessed,citation,citation,semantic_scholar,MEDAAD,2023.0,semantic_scholar,assessing the ethical implications of artificial intelligence integration in media production and its impact on the creative industry,https://www.semanticscholar.org/paper/b0a332bd6af0519e59a7d4a319af3155ff603edd,"The addition of artificial intelligence (AI) to the media industry has transformed the creative industry, opening up new opportunities for creation, but it has also created significant ethical challenges. The main problem lies in the disruption that AI is causing to traditional notions of authorship, creativity and collaboration, as well as the bias and intellectual property issues associated with AI-generated products. The aim of this study is to examine these ethical issues when considering the benefits of AI in media quality, innovation and democracy Through case studies and comparative analysis this study identifies areas especially with AI enhancing and empowering creative workflows. The results show that although AI improves productivity by up to 75%, the challenges of bias, creativity and intellectual property remain unresolved Various recommendations are made for AI improve internal awareness, enhance human-AI collaboration, and streamline regulatory frameworks to ensure a balanced integration of AI in the creative industries.",not included,0.8554961800575256,157
2c6a9c4edec81788e9467e97f998fb4b358fece9,preprocessed,citation,citation,semantic_scholar,AKSELERASI: Jurnal Ilmiah Nasional,2022.0,semantic_scholar,politik hukum pidana tentang pengaturan tindak pidana di indonesia dalam kasus narkotika,https://www.semanticscholar.org/paper/2c6a9c4edec81788e9467e97f998fb4b358fece9,"This study was conducted with the aim of being able to analyze legal politics in regulating illegal drugs and narcotics in Indonesia. This research will be carried out using a normative legal approach and will focus on an inventory of positive law, legal findings in cases in concreto, legal comparisons, legal principles and doctrines, legal history, and legal systematics. The data in this study came from various primary and secondary legal data. The primary legal data in this article comes from various laws and regulations that are still relevant to the subject of discussion, such as Law Number 35 of 2009 concerning Narcotics. The secondary legal data is in the form of various understandings of law in primary data. The results of this study found that narcotics legal politics is the core of the formation of a legal system that contains laws and regulations that will regulate various criminal acts. In Articles 111 and 112, there is a fairly severe prison sentence, in which imprisonment for a minimum of 4 years and a maximum of 20 years, up to the death penalty.",not included,0.828378900885582,158
f123ef4e08b0eb5e4f1732a9ef35011d1bccf4df,preprocessed,citation,citation,semantic_scholar,arXiv.org,2022.0,semantic_scholar,"tackling problems, harvesting benefits - a systematic review of the regulatory debate around ai",https://www.semanticscholar.org/paper/f123ef4e08b0eb5e4f1732a9ef35011d1bccf4df,"How to integrate an emerging and all-pervasive technology such as AI into the structures and operations of our society is a question of contemporary politics, science and public debate. It has produced a considerable amount of international academic literature from different disciplines. This article analyzes the academic debate around the regulation of artificial intelligence (AI). The systematic review comprises a sample of 73 peer-reviewed journal articles published between January 1st, 2016, and December 31st, 2020. The analysis concentrates on societal risks and harms, questions of regulatory responsibility, and possible adequate policy frameworks, including risk-based and princi-ple-based approaches. The main interests are proposed regulatory approaches and instruments. Various forms of interventions such as bans, approvals, standard-setting, and disclosure are presented. The assessments of the included papers indicate the complexity of the field, which shows its prematurity and the remaining lack of clarity. By pre-senting a structured analysis of the academic debate, we contribute both empirically and conceptually to a better understanding of the nexus of AI and regulation and the underlying normative decisions. A comparison of the scientific proposals with the proposed European AI regulation illustrates the specific approach of the regulation, its strengths and weaknesses.",not included,0.8474408477544785,159
56c6d0df1d8742eeb9597d3b6bc7d8631cb98515,preprocessed,citation,citation,semantic_scholar,Frontiers of Computer Science,2022.0,semantic_scholar,governance of responsible ai: from ethical guidelines to cooperative policies,https://www.semanticscholar.org/paper/56c6d0df1d8742eeb9597d3b6bc7d8631cb98515,"The increasingly pervasive role of Artificial Intelligence (AI) in our societies is radically changing the way that social interaction takes place within all fields of knowledge. The obvious opportunities in terms of accuracy, speed and originality of research are accompanied by questions about the possible risks and the consequent responsibilities involved in such a disruptive technology. In recent years, this twofold aspect has led to an increase in analyses of the ethical and political implications of AI. As a result, there has been a proliferation of documents that seek to define the strategic objectives of AI together with the ethical precautions required for its acceptable development and deployment. Although the number of documents is certainly significant, doubts remain as to whether they can effectively play a role in safeguarding democratic decision-making processes. Indeed, a common feature of the national strategies and ethical guidelines published in recent years is that they only timidly address how to integrate civil society into the selection of AI objectives. Although scholars are increasingly advocating the necessity to include civil society, it remains unclear which modalities should be selected. If both national strategies and ethics guidelines appear to be neglecting the necessary role of a democratic scrutiny for identifying challenges, objectives, strategies and the appropriate regulatory measures that such a disruptive technology should undergo, the question is then, what measures can we advocate that are able to overcome such limitations? Considering the necessity to operate holistically with AI as a social object, what theoretical framework can we adopt in order to implement a model of governance? What conceptual methodology shall we develop that is able to offer fruitful insights to governance of AI? Drawing on the insights of classical pragmatist scholars, we propose a framework of democratic experimentation based on the method of social inquiry. In this article, we first summarize some of the main points of discussion around the potential societal, ethical and political issues of AI systems. We then identify the main answers and solutions by analyzing current national strategies and ethics guidelines. After showing the theoretical and practical limits of these approaches, we outline an alternative proposal that can help strengthening the active role of society in the discussion about the role and extent of AI systems.",not included,0.8405167400836945,160
fd8d42fa78292844749f999853ffb5fd1ff5b407,preprocessed,citation,citation,semantic_scholar,Frontiers in Human Dynamics,2022.0,semantic_scholar,how should public administrations foster the ethical development and use of artificial intelligence? a review of proposals for developing governance of ai,https://www.semanticscholar.org/paper/fd8d42fa78292844749f999853ffb5fd1ff5b407,"Recent advances in AI raise questions about its social impacts and implementation. In response, governments and public administrations seek to develop adequate governance frameworks to mitigate risks and maximize the potential of AI development and use. Such work largely deals with questions of how challenges and risks should be managed, which values and goals should be pursued, and through which institutional mechanisms and principles these goals could be achieved. In this paper, we conduct a systematic review of the existing literature on the development of AI governance for public administration. The article describes principles and means by which public administrations could guide and steer AI developers and users in adopting ethical and responsible practices. The reviewed literature indicates a need for public administrations to move away from top-down hierarchical governance principles and adopt forms of inclusive policy-making to ensure the actionability of ethical and responsibility principles in the successful governance of AI development and use. By combining the results, we propose a CIIA (Comprehensive, Inclusive, Institutionalized, and Actionable) framework that integrates the key aspects of the proposed development solutions into an ideal typical and comprehensive model for AI governance.",included,0.832381296157837,161
90af67551df118ee45c83b003c5739dc03b0ca45,preprocessed,citation,citation,semantic_scholar,Journal of Trends and Challenges in Artificial Intelligence,2024.0,semantic_scholar,artificial intelligence in the indian judiciary: a systematic analysis of potential applications and challenges in addressing case backlogs,https://www.semanticscholar.org/paper/90af67551df118ee45c83b003c5739dc03b0ca45,"This paper examines the potential role of artificial intelligence (AI) in addressing the critical issue of case backlogs plaguing the Indian judiciary. With over 40 million pending cases, Indian courts face a crisis of delayed justice that undermines the rule of law and public trust in the legal system. This research analyzes how AI technologies could be leveraged to streamline court processes, enhance judicial productivity, and ultimately reduce case pendency. Drawing on examples of AI implementation in judiciaries worldwide, the paper explores applications in case management, legal research, document review, and decision support. While acknowledging the transformative potential of AI, the analysis also grapples with significant challenges around data quality, algorithmic bias, privacy concerns, and the need to preserve human judgment in judicial decision-making. The paper argues that a carefully implemented AI strategy, combined with institutional reforms, could significantly improve efficiency in the Indian courts. However, any technological solutions must be tailored to the unique context of the Indian legal system and subject to appropriate governance frameworks. The research concludes with recommendations for a phased adoption of AI in the judiciary, emphasizing the need for further empirical study on the impacts of AI on judicial processes and outcomes.",not included,0.8011098295450211,162
ab0ec3c1c42a30eebf2b1104146aaf58539d57fa,preprocessed,citation,citation,semantic_scholar,Data &amp; Policy,2024.0,semantic_scholar,identifying stakeholder motivations in normative ai governance: a systematic literature review for research guidance,https://www.semanticscholar.org/paper/ab0ec3c1c42a30eebf2b1104146aaf58539d57fa,"
 Ethical guidelines and policy documents destined to guide AI innovations have been heralded as the solution to guard us against harmful effects or to increase public value. However, these guidelines and policy documents face persistent challenges. While these documents are often criticized for their abstraction and disconnection from real-world contexts, it also occurs that stakeholders may influence them for political or strategic reasons. While this last issue is frequently acknowledged, there is seldom a means or a method provided to explore it. To address this gap, the paper employs a combination of social constructivism and science & technology studies perspectives, along with desk research, to investigate whether prior research has examined the influence of stakeholder interests, strategies, or agendas on guidelines and policy documents. The study contributes to the discourse on AI governance by proposing a theoretical framework and methodologies to better analyze this underexplored area, aiming to enhance comprehension of the policymaking process within the rapidly evolving AI landscape. The findings underscore the need for a critical evaluation of the methodologies found and a further exploration of their utility. In addition, the results aim to stimulate ongoing critical debates on this subject.",not included,0.8079065144062042,163
dff39cc6d10d6532711b0205e245750d47bb1d90,preprocessed,citation,citation,semantic_scholar,"Lernen, Wissen, Daten, Analysen",2023.0,semantic_scholar,governance of artificial intelligence - a framework towards ethical ai applications,https://www.semanticscholar.org/paper/dff39cc6d10d6532711b0205e245750d47bb1d90,"Artificial intelligence (AI) has extensive potential in changing businesses. Various applications have been identified that are either already implemented, or under development. However, many – especially small and medium-sized – enterprises struggle with the potential problems that AI might cause. Leaders and managers are often willing to implement AI in their companies, but are looking for guidance, how they can ensure that the AI will have no negative impact on customers, employees or their business. To address this area of conflict, a governance framework is presented, which guides the development of AI solutions to address potential ethical challenges. The framework is rooted in the body of knowledge of the information systems discipline – especially in general IT governance frameworks and other proposed governance structures considering AI – and its content has been adapted specific to ethical issues in AI development and usage based on experts ’ insights.",included,0.8500882655382156,164
130deafe4c89877f22ff3475c3119492736cfc17,preprocessed,citation,citation,semantic_scholar,EGOV-CeDEM-ePart-*,2022.0,semantic_scholar,using artificial intelligence for legislation - thinking about and selecting realistic topics,https://www.semanticscholar.org/paper/130deafe4c89877f22ff3475c3119492736cfc17,"Parliaments are currently investigating the use of applications based on artificial intelligence (AI) technologies to perform certain tasks. Reflecting on conceivable tools, fields of application, usage scenarios and needs, it is reasonable to expect AI-induced changes in parliaments. This makes even more peculiar the fact that the introduction of AI in parliaments is a generally under-researched topic. This article contributes to the bridging of this gap by presenting empirical evidence for the future use of AI-based tools and services in the legislation workspace. The data were collected during a brainstorming exercise and a virtual workshop in 2021. The analysis sheds light in the prioritization of AI-based technologies within the parliamentary environment. In the course of the study, the relevance and the priority of more than 210 applications and topics of AI technologies in parliament have been investigated for several parliamentary sectors, including 36 proposals around law-making competencies and procedures, dubbed as “legislation”. The main findings regarding legislation are presented.",not included,0.8215756505727768,165
e38723cfd102520677aa9b872fdc8a7f2f32a64a,preprocessed,citation,citation,semantic_scholar,,,semantic_scholar,"artificial intelligence in e-governance in india: impact, challenges, and opportunities",https://www.semanticscholar.org/paper/e38723cfd102520677aa9b872fdc8a7f2f32a64a,"Artificial Intelligence (AI) has the potential to revolutionize India's administrative environment through the integration of AI into e-governance technologies, offering efficiency, accessibility, and inclusion. This study examines the various effects, difficulties, and prospects brought about by India's deployment of AI in e-governance. In order to better understand how AI may improve e-governance in India, the study looks at how advanced data analytics and predictive modelling can improve decision-making, improve service delivery, and expedite bureaucratic processes. It also covers how chatbots and virtual assistants driven by AI might improve public participation and enable responsive governance. The study explores the difficulties in applying AI to e-governance, including issues with data security, privacy, and algorithmic decision-making bias. It also discusses the digital divide and the necessity of enhancing government officials' capacity to use AI technologies efficiently. The study highlights important chances to use artificial intelligence (AI) in e-governance to solve social issues and promote sustainable development. These potentials include using AI to develop proactive policies, deliver personalized services, and launch focused initiatives in industries like agriculture, healthcare, and education. This study paper offers an in-depth examination of the implications, obstacles, and prospects of artificial intelligence in the process of revolutionizing e-governance in India.",not included,0.8053445428609848,166
9d6ce3cfdfe3859aff1fb1ac0559e4a765fec9d4,preprocessed,citation,citation,semantic_scholar,European journal of technology,2024.0,semantic_scholar,artificial intelligence and humanitarian supply chain resilience: mediating effect of localized logistics capacity,https://www.semanticscholar.org/paper/9d6ce3cfdfe3859aff1fb1ac0559e4a765fec9d4,"Purpose: The study examines the mediating effect of Localized logistics capacity on the association between Artificial intelligence and Humanitarian supply chain resilience among Humanitarian organizations. 
Materials and Methods: A cross-sectional survey and descriptive study involving 88 humanitarian firms in Uganda whose staff involved in relief operations were purposively selected. Data was analyzed using the Partial least squares structural equation modeling to test hypotheses and ascertain the mediating effect. 
Findings: The study indicates a significant indirect effect of Artificial Intelligence (AI) on humanitarian supply chain resilience (HSCR) and a direct impact of Artificial Intelligence on Localized logistics capacity (LLC). The results also confirmed a full mediation effect of LLC on the association between AI and HSCR. 
Implications to theory, Practice and Policy: The present study contributes deeper insights into how humanitarian organizations can develop adaptive capacities to navigate the complex landscape of humanitarian operations since it was established that logistics capacity is a conduit between artificial intelligence and humanitarian supply chain resilience. Managers should adopt artificial intelligence and build strong relationships will local logistics suppliers to achieve humanitarian supply chain resilience practices. Considering that this was a survey, a case study design with semi-structured research tools be used to have an in-depth understanding of the variables under study.",not included,0.8411970287561417,167
d335c28635fc44173df194d69ec4659df8229281,preprocessed,citation,citation,semantic_scholar,Revista Foco,2024.0,semantic_scholar,os direitos humanos e a utilização de inteligência artificial nos processos migratórios internacionais,https://www.semanticscholar.org/paper/d335c28635fc44173df194d69ec4659df8229281,"O presente artigo pretende abordar sobre efetivação dos direitos humanos diante da crescente utilização de ferramentas de inteligência artificial na gestão da migração pelos Estados Nacionais. Para isso, o artigo debate sobre perspectivas históricas, sociológicas e jurídicas da digitalização do mundo, da inteligência artificial e dos direitos humanos na migração internacional. Após, é apresentada uma pesquisa bibliográfica de artigos científicos em inglês feita na plataforma CAPES, utilizando os descritivos “artificial intelligence” AND migration AND “human rights”, que tratam sobre os riscos aos direitos humanos na utilização de programas de inteligência artificial pelos Estados Nacionais na gestão das migrações internacionais. Foram utilizados o método indutivo e a técnica de pesquisa bibliográfica. O artigo conclui pela importância e atualidade do tema, sendo imprescindível considerar os migrantes inseridos na formação da solução de sistemas aplicáveis à gestão de migração e não como simples objetos desses sistemas, garantido os princípios de direitos humanos em todas as fases de manejo da inteligência artificial (ethics by design).",not included,0.8043087244033813,168
c99afde97014dd6325d501845142d4195d58cfd9,preprocessed,citation,citation,semantic_scholar,Revue Internationale de la Croix-Rouge,2024.0,semantic_scholar,lost in digital translation? the humanitarian principles in the digital age,https://www.semanticscholar.org/paper/c99afde97014dd6325d501845142d4195d58cfd9,"
 The digital transformation creates significant opportunities and risks for humanitarian action. Current approaches to humanitarian innovation-related issues are too often driven by considerations of competition and relevance, relegating the fundamental humanitarian principles of humanity, impartiality, neutrality and independence to afterthoughts. By reasserting the place and role of these principles in humanitarian decision-making processes, this article argues that it is possible to better understand the political and ethical dimensions of the digital transformation, reverse counterproductive practices, and ultimately better mitigate the negative impact that technologies can have on the safety and dignity of people affected by humanitarian crises, and on principled humanitarian action.",not included,0.8062968552112579,169
d20e8ba5f85779a7e4a712633d7a5b60604ecd52,preprocessed,citation,citation,semantic_scholar,International Conference on Information &amp; Communication Technologies and Development 2022,2022.0,semantic_scholar,a qualitative difference: integrating qualitative data into humanitarian response operations,https://www.semanticscholar.org/paper/d20e8ba5f85779a7e4a712633d7a5b60604ecd52,"Recent developments in qualitative data analytics may generate helpful insights for humanitarian response. At the same time, humanitarian coordination efforts are embracing data sharing platforms to ease data flows. Combined, these two innovations could simultaneously offer operational insights across multiple humanitarian organizations. We pursue this potential through the QualMiner project, an18-month collaboration of the UN-led response to the Venezuelan forced migration crisis in Ecuador. In our efforts to integrate qualitative data, we developed applications with implications for local operations as well as platform features and analyzed data entry processes and information product designs. Our analysis finds the established quantitative system serves as an installed base enacting agency and generating three effects, namely framing, artifacts, and informing. We also find collaborative innovation with non-profit users results in direct and indirect factors shaping the data sharing platform's boundaries. Finally, our analysis provides a critical, yet depolarized [1], assessment of advanced analytics in the humanitarian context. These findings have implications for platform boundary theories and critical data studies in the humanitarian domain, as well as humanitarian information management practice.",not included,0.8288842886686325,170
0ef4f7572bb6a7321de2841245946f6151efb839,preprocessed,citation,citation,semantic_scholar,,,semantic_scholar,managing ethical risks of artiﬁcial intelligence in business applications,https://www.semanticscholar.org/paper/0ef4f7572bb6a7321de2841245946f6151efb839,"The introduction of artiﬁcial intelligence (AI) capabilities in business applications provides signiﬁcant beneﬁts but requires organizations to manage critical risks of AI ethical consequences. We survey a range of large organizations on their use of enterprise risk management (ERM) processes and toolsets to predict and control the ethical risks of AI. Four serious gaps in current ERM systems are identiﬁed from analyses of the survey results: (1) AI ethical principles do not translate eﬀectively to ethical practices; (2) Real-time monitoring of AI ethical risks is needed; (3) ERM systems emphasize economic not ethical risks; and (4) When ethical risks are identiﬁed, no solutions are readily at hand. To address these gaps, we propose a proactive approach to manage ethical risks by extending current ERM frameworks. An enhanced ERM (e-ERM) framework is designed and evaluated by subject matter expert focus groups. We conclude with observations and future research directions on the need for more aggressive pro-ethical management oversight as organizations move to ubiquitous use of AI-driven business applications.",included,0.8062968552112579,171
ace2ad5f557fc104927ddbdaa80d240604435bc9,preprocessed,citation,citation,semantic_scholar,Policy & Society,2025.0,semantic_scholar,responsible governance of generative ai: conceptualizing genai as complex adaptive systems,https://www.semanticscholar.org/paper/ace2ad5f557fc104927ddbdaa80d240604435bc9,"
 Organizations increasingly use Generative Artificial Intelligence (AI) to create strategic documents, legislation, and recommendations to support decision-making. Many current AI initiatives are technology-deterministic, whereas technology co-evolves with the social environment, resulting in new applications and situations. This paper presents a novel view of AI governance by organizations from the perspective of complex adaptive systems (CASs). AI is conceptualized as a socio-technological and adaptive system in which people, policies, systems, data, AI, processes, and other elements co-evolve. The CAS lens draws attention to focusing AI governance on the entire organization, taking an outward perspective and considering public values and societal concerns. Although there is no shortage of AI governance instruments, they differ in their effectiveness, and combinations of appropriate mechanisms should be selected to deal with AI’s evolving nature and complexity. A major challenge is that no responsibility, and therefore accountability, is taken due to the lack of understanding of the full socio-technological CAS. As such, joint accountability is needed in which involved parties work together.",included,0.8411970287561417,172
