@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:isbn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,pii,article-number,prism:issueIdentifier,freetoread,freetoreadLabel,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85062698265', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85062698265?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062698265&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062698265&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85062698265,SCOPUS_ID:85062698265,2-s2.0-85062698265,Rapid Prototyping of Embedded Vision Systems: Embedding Computer Vision Applications into Low-Power Heterogeneous Architectures,Aldegheri S.,"Proceedings - IEEE International Symposium on Rapid System Prototyping, RSP",21505500,21505519,"[{'@_fa': 'true', '$': '9781538675571'}]",2018-October,63-69,2019-01-31,31 January 2019,10.1109/RSP.2018.8631995,1,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Verona', 'affiliation-city': 'Verona', 'affiliation-country': 'Italy'}]",Conference Proceeding,cp,Conference Paper,21100228514,0,False,,8631995,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85063515409', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85063515409?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85063515409&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85063515409&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85063515409,SCOPUS_ID:85063515409,2-s2.0-85063515409,Deep learning-based eye gaze controlled robotic car,Saha D.,"IEEE Region 10 Humanitarian Technology Conference, R10-HTC",25727621,,"[{'@_fa': 'true', '$': '9781538650516'}]",2018-December,,2019-01-29,29 January 2019,10.1109/R10-HTC.2018.8629836,1,"[{'@_fa': 'true', 'affilname': 'Bangladesh University of Engineering and Technology', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",Conference Proceeding,cp,Conference Paper,21100902135,0,False,,8629836,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85062509452', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85062509452?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062509452&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062509452&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85062509452,SCOPUS_ID:85062509452,2-s2.0-85062509452,Simulation and Comparison of Pathfinding Algorithms using Real Turkey Data,Alkan M.,"2018 International Conference on Artificial Intelligence and Data Processing, IDAP 2018",,,"[{'@_fa': 'true', '$': '9781538668788'}]",,,2019-01-21,21 January 2019,10.1109/IDAP.2018.8620849,1,"[{'@_fa': 'true', 'affilname': 'Fatih Sultan Mehmet Vakıf Üniversitesi', 'affiliation-city': 'Istanbul', 'affiliation-country': 'Turkey'}]",Conference Proceeding,cp,Conference Paper,21100900504,0,False,,8620849,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85062421529', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85062421529?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062421529&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062421529&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85062421529,SCOPUS_ID:85062421529,2-s2.0-85062421529,Security for machine learning-based systems: Attacks and challenges during training and inference,Khalid F.,"Proceedings - 2018 International Conference on Frontiers of Information Technology, FIT 2018",,,"[{'@_fa': 'true', '$': '9781538693551'}]",,327-332,2019-01-16,16 January 2019,10.1109/FIT.2018.00064,14,"[{'@_fa': 'true', 'affilname': 'Technische Universität Wien', 'affiliation-city': 'Vienna', 'affiliation-country': 'Austria'}]",Conference Proceeding,cp,Conference Paper,21100900286,0,False,,8617013,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85062238815', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85062238815?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062238815&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062238815&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85062238815,SCOPUS_ID:85062238815,2-s2.0-85062238815,Crack-pot: Autonomous Road Crack and Pothole Detection,Anand S.,"2018 International Conference on Digital Image Computing: Techniques and Applications, DICTA 2018",,,"[{'@_fa': 'true', '$': '9781538666029'}]",,,2019-01-16,16 January 2019,10.1109/DICTA.2018.8615819,18,,Conference Proceeding,cp,Conference Paper,21100900053,0,False,,8615819,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85062110598', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85062110598?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062110598&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062110598&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85062110598,SCOPUS_ID:85062110598,2-s2.0-85062110598,Implementation of Victims Detection Framework on Post Disaster Scenario,Sulistijono I.,"2018 International Electronics Symposium on Engineering Technology and Applications, IES-ETA 2018 - Proceedings",,,"[{'@_fa': 'true', '$': '9781538680834'}]",,253-259,2019-01-16,16 January 2019,10.1109/ELECSYM.2018.8615503,11,"[{'@_fa': 'true', 'affilname': 'Politeknik Elektronika Negeri Surabaya', 'affiliation-city': 'Surabaya', 'affiliation-country': 'Indonesia'}]",Conference Proceeding,cp,Conference Paper,21100899581,0,False,,8615503,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85062186544', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85062186544?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85062186544&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85062186544&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85062186544,SCOPUS_ID:85062186544,2-s2.0-85062186544,A combination of feedback control and vision-based deep learning mechanism for guiding self-driving cars,Lin W.Y.,"Proceedings - 2018 IEEE International Conference on Artificial Intelligence and Virtual Reality, AIVR 2018",,,"[{'@_fa': 'true', '$': '9781538692691'}]",,262-266,2019-01-15,15 January 2019,10.1109/AIVR.2018.00062,5,"[{'@_fa': 'true', 'affilname': 'National Taichung University of Science and Technology', 'affiliation-city': 'Taichung', 'affiliation-country': 'Taiwan'}]",Conference Proceeding,cp,Conference Paper,21100899905,0,False,,8613681,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85061842333', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85061842333?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061842333&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061842333&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85061842333,SCOPUS_ID:85061842333,2-s2.0-85061842333,Unsupervised Video Prediction Network with Spatio-temporal Deep Features,Jin B.,"Proceedings of the 2018 25th International Conference on Mechatronics and Machine Vision in Practice, M2VIP 2018",,,"[{'@_fa': 'true', '$': '9781538675441'}]",,,2019-01-03,3 January 2019,10.1109/M2VIP.2018.8600864,0,"[{'@_fa': 'true', 'affilname': 'Institute of Computing Technology Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21100898954,0,False,,8600864,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85061792914', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85061792914?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061792914&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061792914&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85061792914,SCOPUS_ID:85061792914,2-s2.0-85061792914,The EDNA Public Safety Drone: Bullet-Stopping Lifesaving,La Salla L.,"GHTC 2018 - IEEE Global Humanitarian Technology Conference, Proceedings",,,"[{'@_fa': 'true', '$': '9781538655665'}]",,,2019-01-03,3 January 2019,10.1109/GHTC.2018.8601597,3,"[{'@_fa': 'true', 'affilname': 'Architectural', 'affiliation-city': 'Austin', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100898947,0,False,,8601597,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85060031152', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85060031152?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060031152&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060031152&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85060031152,SCOPUS_ID:85060031152,2-s2.0-85060031152,Article development of a recognition system for spraying areas from unmanned aerial vehicles using a machine learning approach,Gao P.,Sensors (Switzerland),14248220,,,19,,2019-01-02,2 January 2019,10.3390/s19020313,13,"[{'@_fa': 'true', 'affilname': 'University of Tsukuba', 'affiliation-city': 'Tsukuba', 'affiliation-country': 'Japan'}]",Journal,ar,Article,130124,1,True,,313,2,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",30646586
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85088761394', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85088761394?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088761394&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088761394&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85088761394,SCOPUS_ID:85088761394,2-s2.0-85088761394,"Digital assurance for oil and gas 4.0: Role, implementation and case studies",Baskaran V.,"Society of Petroleum Engineers - SPE/IATMI Asia Pacific Oil and Gas Conference and Exhibition 2019, APOG 2019",,,"[{'@_fa': 'true', '$': '9781613996478'}]",,,2019-01-01,2019,10.2118/196292-ms,3,"[{'@_fa': 'true', 'affilname': 'Cognizant Worldwide Ltd', 'affiliation-city': None, 'affiliation-country': None}]",Conference Proceeding,cp,Conference Paper,21100946105,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084767668', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084767668?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084767668&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084767668&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85084767668,SCOPUS_ID:85084767668,2-s2.0-85084767668,Low-swap eo sensor-based robust aircraft detection for daa technology in uas integration,Lee J.,AIAA Aviation 2019 Forum,,,"[{'@_fa': 'true', '$': '9781624105890'}]",,1-8,2019-01-01,2019,10.2514/6.2019-3049,3,"[{'@_fa': 'true', 'affilname': 'Korea Advanced Institute of Science and Technology', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Conference Proceeding,cp,Conference Paper,21101033405,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084569902', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084569902?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084569902&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084569902&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85084569902,SCOPUS_ID:85084569902,2-s2.0-85084569902,Autonomous driving in games,Bratosin I.A.,eLearning and Software for Education Conference,2066026X,20668821,,,46-52,2019-01-01,2019,10.12753/2066-026X-19-005,1,"[{'@_fa': 'true', 'affilname': 'University Politehnica of Bucharest', 'affiliation-city': 'Bucuresti', 'affiliation-country': 'Romania'}]",Conference Proceeding,cp,Conference Paper,21100983203,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85083942358', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85083942358?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083942358&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083942358&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85083942358,SCOPUS_ID:85083942358,2-s2.0-85083942358,Visual-inertial odometry for unmanned aerial vehicle using deep learning,Lee H.,AIAA Scitech 2019 Forum,,,"[{'@_fa': 'true', '$': '9781624105784'}]",,,2019-01-01,2019,10.2514/6.2019-1410,4,"[{'@_fa': 'true', 'affilname': 'The Ohio State University', 'affiliation-city': 'Columbus', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100916887,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85083941381', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85083941381?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083941381&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083941381&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85083941381,SCOPUS_ID:85083941381,2-s2.0-85083941381,A simulation-based development and verification architecture for micro uav teams and swarms,Akçakoca M.,AIAA Scitech 2019 Forum,,,"[{'@_fa': 'true', '$': '9781624105784'}]",,,2019-01-01,2019,10.2514/6.2019-1979,8,"[{'@_fa': 'true', 'affilname': 'STM Inc.', 'affiliation-city': 'Ankara', 'affiliation-country': 'Turkey'}]",Conference Proceeding,cp,Conference Paper,21100917108,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85082603106', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85082603106?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082603106&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082603106&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780128159569000065'}",https://api.elsevier.com/content/abstract/scopus_id/85082603106,SCOPUS_ID:85082603106,2-s2.0-85082603106,Emerging technologies in the health-care supply chain,Verdin J.A.,Technology in Supply Chain Management and Logistics: Current Practice and Future Applications,,,"[{'@_fa': 'true', '$': '9780128159569'}]",,111-126,2019-01-01,1 January 2019,10.1016/B978-0-12-815956-9.00006-5,0,"[{'@_fa': 'true', 'affilname': 'Loyola University of Chicago', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Book,ch,Book Chapter,21100976320,0,False,B9780128159569000065,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85082571600', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85082571600?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082571600&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082571600&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/3-s2.0-B9780128159569000028'}",https://api.elsevier.com/content/abstract/scopus_id/85082571600,SCOPUS_ID:85082571600,2-s2.0-85082571600,Technologies in supply chain management and logistics,Pagano A.M.,Technology in Supply Chain Management and Logistics: Current Practice and Future Applications,,,"[{'@_fa': 'true', '$': '9780128159569'}]",,7-35,2019-01-01,1 January 2019,10.1016/B978-0-12-815956-9.00002-8,1,"[{'@_fa': 'true', 'affilname': 'University of Illinois at Chicago', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Book,ch,Book Chapter,21100976320,0,False,B9780128159569000028,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85081052924', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85081052924?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081052924&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081052924&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2405896319324486'}",https://api.elsevier.com/content/abstract/scopus_id/85081052924,SCOPUS_ID:85081052924,2-s2.0-85081052924,Autonomous Canal Following by a Micro-Aerial Vehicle Using Deep CNN,Abbas S.,IFAC-PapersOnLine,,24058963,,52,243-250,2019-01-01,2019,10.1016/j.ifacol.2019.12.529,2,"[{'@_fa': 'true', 'affilname': 'LVMS', 'affiliation-city': 'Lahore', 'affiliation-country': 'Pakistan'}]",Conference Proceeding,cp,Conference Paper,21100456158,1,True,S2405896319324486,,30,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85080932852', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85080932852?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080932852&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080932852&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85080932852,SCOPUS_ID:85080932852,2-s2.0-85080932852,Virtual Co-Simulation Platform for Test and Validation of ADAS and Autonomous Driving,Song K.,SAE Technical Papers,,01487191,,2019-November,,2019-01-01,2019,10.4271/2019-01-5040,0,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,cp,Conference Paper,21100239259,0,False,,,November,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079097933', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079097933?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079097933&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079097933&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1877050919316576'}",https://api.elsevier.com/content/abstract/scopus_id/85079097933,SCOPUS_ID:85079097933,2-s2.0-85079097933,Unmanned aerial vehicle in the machine learning environment,Khan A.I.,Procedia Computer Science,,18770509,,160,46-53,2019-01-01,2019,10.1016/j.procs.2019.09.442,19,"[{'@_fa': 'true', 'affilname': 'Sultan Qaboos University', 'affiliation-city': 'Muscat', 'affiliation-country': 'Oman'}]",Conference Proceeding,cp,Conference Paper,19700182801,1,True,S1877050919316576,,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85078224003', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85078224003?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85078224003&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85078224003&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85078224003,SCOPUS_ID:85078224003,2-s2.0-85078224003,DDSA: A Defense against Adversarial Attacks Using Deep Denoising Sparse Autoencoder,Bakhti Y.,IEEE Access,,21693536,,7,160397-160407,2019-01-01,2019,10.1109/ACCESS.2019.2951526,18,"[{'@_fa': 'true', 'affilname': ""Institut National des Télécommunications et des Technologies de L'Information et de la Communication"", 'affiliation-city': 'Oran', 'affiliation-country': 'Algeria'}, {'@_fa': 'true', 'affilname': 'CNRS Centre National de la Recherche Scientifique', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",Journal,ar,Article,21100374601,1,True,,8890816,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077965030', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077965030?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077965030&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077965030&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077965030,SCOPUS_ID:85077965030,2-s2.0-85077965030,Hardware and software complex for monitoring oil pollution of sea aquatories,Bukin O.,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,1996756X,"[{'@_fa': 'true', '$': '9781510631687'}]",11208,,2019-01-01,2019,10.1117/12.2540782,0,"[{'@_fa': 'true', 'affilname': 'Maritime State University - Named after admiral G.I. Nevelskoy', 'affiliation-city': 'Vladivostok', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,40067,0,False,,112084Q,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077819745', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077819745?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077819745&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077819745&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077819745,SCOPUS_ID:85077819745,2-s2.0-85077819745,Research on autonomous maneuvering decision of UCAV based on approximate dynamic programming,Hu Z.,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,1996756X,"[{'@_fa': 'true', '$': '9781510634091'}]",11321,,2019-01-01,2019,10.1117/12.2547893,0,"[{'@_fa': 'true', 'affilname': 'Harbin Institute of Technology', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,40067,0,False,,113212P,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077816638', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077816638?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077816638&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077816638&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077816638,SCOPUS_ID:85077816638,2-s2.0-85077816638,"Real-time lane detection, fitting and navigation for unstructured environments",Singhal A.,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,1996756X,"[{'@_fa': 'true', '$': '9781510634091'}]",11321,,2019-01-01,2019,10.1117/12.2547333,0,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Kharagpur', 'affiliation-city': 'Kharagpur', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,40067,0,False,,113210P,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077812600', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077812600?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077812600&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077812600&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077812600,SCOPUS_ID:85077812600,2-s2.0-85077812600,"Machine learning for 5G/B5G mobile and wireless communications: Potential, limitations, and future directions",Morocho-Cayamcela M.E.,IEEE Access,,21693536,,7,137184-137206,2019-01-01,2019,10.1109/ACCESS.2019.2942390,130,"[{'@_fa': 'true', 'affilname': 'Kumoh National Institute of Technology', 'affiliation-city': 'Kyongsangbuk-do,', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,21100374601,1,True,,8844682,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077737812', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077737812?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077737812&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077737812&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077737812,SCOPUS_ID:85077737812,2-s2.0-85077737812,Learn to Navigate: Cooperative Path Planning for Unmanned Surface Vehicles Using Deep Reinforcement Learning,Zhou X.,IEEE Access,,21693536,,7,165262-165278,2019-01-01,2019,10.1109/ACCESS.2019.2953326,42,"[{'@_fa': 'true', 'affilname': 'University College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,21100374601,1,True,,8897592,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",
