@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,article-number,prism:isbn,pii,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85067611959', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85067611959?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85067611959&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85067611959&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S002980181930318X'}",https://api.elsevier.com/content/abstract/scopus_id/85067611959,SCOPUS_ID:85067611959,2-s2.0-85067611959,Study on wavelet neural network based anomaly detection in ocean observing data series,Wang Y.,Ocean Engineering,,186,,,2019-08-15,15 August 2019,10.1016/j.oceaneng.2019.106129,11,"[{'@_fa': 'true', 'affilname': 'National Ocean Technology Center', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",Journal,ar,Article,28339,0,False,,,00298018,106129,,S002980181930318X,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85055951754', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85055951754?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055951754&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055951754&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85055951754,SCOPUS_ID:85055951754,2-s2.0-85055951754,Advancing multi-vehicle deployments in oceanographic field experiments,Ferreira A.S.,Autonomous Robots,15737527,43,6,1555-1574,2019-08-15,15 August 2019,10.1007/s10514-018-9810-x,15,"[{'@_fa': 'true', 'affilname': 'Universidade do Porto', 'affiliation-city': 'Porto', 'affiliation-country': 'Portugal'}]",Journal,ar,Article,18016,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",09295593,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85103689767', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85103689767?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103689767&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85103689767&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85103689767,SCOPUS_ID:85103689767,2-s2.0-85103689767,In situ real-time Zooplankton Detection and Classification,Geraldes P.,"OCEANS 2019 - Marseille, OCEANS Marseille 2019",,2019-June,,,2019-06-01,June 2019,10.1109/OCEANSE.2019.8867552,1,"[{'@_fa': 'true', 'affilname': 'Instituto Superior de Engenharia do Porto', 'affiliation-city': 'Porto', 'affiliation-country': 'Portugal'}]",Conference Proceeding,cp,Conference Paper,21101041879,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,8867552,"[{'@_fa': 'true', '$': '9781728114507'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85094371332', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85094371332?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85094371332&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85094371332&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85094371332,SCOPUS_ID:85094371332,2-s2.0-85094371332,Ocean of things: Affordable maritime sensors with scalable analysis,Waterston J.,"OCEANS 2019 - Marseille, OCEANS Marseille 2019",,2019-June,,,2019-06-01,June 2019,10.1109/OCEANSE.2019.8867398,10,"[{'@_fa': 'true', 'affilname': 'Defense Advanced Research Projects Agency', 'affiliation-city': 'Arlington', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21101041879,0,False,,,,8867398,"[{'@_fa': 'true', '$': '9781728114507'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85071551553', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85071551553?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85071551553&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85071551553&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85071551553,SCOPUS_ID:85071551553,2-s2.0-85071551553,Towards reinforcement learning-based control of an energy harvesting pendulum,Cyr C.,"2019 18th European Control Conference, ECC 2019",,,,3934-3939,2019-06-01,June 2019,10.23919/ECC.2019.8795916,0,"[{'@_fa': 'true', 'affilname': 'Stevens Institute of Technology', 'affiliation-city': 'Hoboken', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Hamburg University of Technology', 'affiliation-city': 'Hamburg', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,21100926603,0,False,,,,8795916,"[{'@_fa': 'true', '$': '9783907144008'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85072837291', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85072837291?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85072837291&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85072837291&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85072837291,SCOPUS_ID:85072837291,2-s2.0-85072837291,Flash floods prediction using real time data: An implementation of ANN-PSO with less false alarm,Khan T.,"I2MTC 2019 - 2019 IEEE International Instrumentation and Measurement Technology Conference, Proceedings",,2019-May,,,2019-05-01,May 2019,10.1109/I2MTC.2019.8826825,6,"[{'@_fa': 'true', 'affilname': 'Universiti Kuala Lumpur', 'affiliation-city': 'Kuala Lumpur', 'affiliation-country': 'Malaysia'}]",Conference Proceeding,cp,Conference Paper,21100979333,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,8826825,"[{'@_fa': 'true', '$': '9781538634608'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85059621878', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85059621878?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059621878&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059621878&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0360544218324502'}",https://api.elsevier.com/content/abstract/scopus_id/85059621878,SCOPUS_ID:85059621878,2-s2.0-85059621878,Recurrent wavelet-based Elman neural network with modified gravitational search algorithm control for integrated offshore wind and wave power generation systems,Lu K.,Energy,,170,,40-52,2019-03-01,1 March 2019,10.1016/j.energy.2018.12.084,17,"[{'@_fa': 'true', 'affilname': 'Beijing Institute of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Zhuhai Key Laboratory of Smart Grid and New Energy Technology', 'affiliation-city': None, 'affiliation-country': 'China'}]",Journal,ar,Article,29348,0,False,,,03605442,,,S0360544218324502,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85061791399', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85061791399?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85061791399&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85061791399&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85061791399,SCOPUS_ID:85061791399,2-s2.0-85061791399,Real Time Observations of Oceanographic and Meteorological Parameters for Maritime Transportation: Origins and Novel Applications,Luther M.,"OCEANS 2018 MTS/IEEE Charleston, OCEAN 2018",,,,,2019-01-07,7 January 2019,10.1109/OCEANS.2018.8604895,0,"[{'@_fa': 'true', 'affilname': 'University of South Florida St. Petersburg', 'affiliation-city': 'St Petersburg', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100898933,0,False,,,,8604895,"[{'@_fa': 'true', '$': '9781538648148'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084312916', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084312916?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084312916&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084312916&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85084312916,SCOPUS_ID:85084312916,2-s2.0-85084312916,Practical guide for adopting industry 4.0 in CAD systems,Muñoz J.A.,"RINA, Royal Institution of Naval Architects - International Conference on Marine Industry 4.0, Papers",,,,1-7,2019-01-01,2019,,0,"[{'@_fa': 'true', 'affilname': 'SENER', 'affiliation-city': 'Cerdanyola del Valles', 'affiliation-country': 'Spain'}]",Conference Proceeding,cp,Conference Paper,21100985411,0,False,,,,,"[{'@_fa': 'true', '$': '9781911649007'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85077737812', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85077737812?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85077737812&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85077737812&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85077737812,SCOPUS_ID:85077737812,2-s2.0-85077737812,Learn to Navigate: Cooperative Path Planning for Unmanned Surface Vehicles Using Deep Reinforcement Learning,Zhou X.,IEEE Access,21693536,7,,165262-165278,2019-01-01,2019,10.1109/ACCESS.2019.2953326,30,"[{'@_fa': 'true', 'affilname': 'University College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,8897592,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074450301', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074450301?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074450301&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074450301&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85074450301,SCOPUS_ID:85074450301,2-s2.0-85074450301,Glimpse to the future. Technological trends in the shipbuilding CAD world,Pérez Fernandez R.,"RINA, Royal Institution of Naval Architects - 19th International Conference on Computer Applications in Shipbuilding, ICCAS 2019",,3,,,2019-01-01,2019,,0,"[{'@_fa': 'true', 'affilname': 'SENER', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",Conference Proceeding,cp,Conference Paper,21100934637,0,False,,,,,"[{'@_fa': 'true', '$': '9780000000002'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85068958779', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85068958779?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85068958779&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85068958779&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85068958779,SCOPUS_ID:85068958779,2-s2.0-85068958779,Corrigendum: Exposure to antibiotics affects Saponin immersion-induced immune stimulation and shift in microbial composition in Zebrafish larvae (Frontiers Media S.A. (2018) 9 (2588) DOI: 10.3389/fmicb.2018.02588),Nadal A.,Frontiers in Microbiology,1664302X,10,JUN,,2019-01-01,2019,10.3389/fmicb.2019.01242,0,"[{'@_fa': 'true', 'affilname': 'Wageningen University &amp; Research', 'affiliation-city': 'Wageningen', 'affiliation-country': 'Netherlands'}]",Journal,er,Erratum,21100226442,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,1242,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85060818314', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85060818314?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85060818314&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85060818314&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85060818314,SCOPUS_ID:85060818314,2-s2.0-85060818314,Mobile observatory uses sight and sound to quanify drainage conditions for O&amp;M and real time control,Bolan M.,"91st Annual Water Environment Federation Technical Exhibition and Conference, WEFTEC 2018",,,,5695-5713,2019-01-01,2019,,0,"[{'@_fa': 'true', 'affilname': 'Urbanalta Corporation', 'affiliation-city': 'Cincinnati', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100896870,0,False,,,,,"[{'@_fa': 'true', '$': '9781510877474'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85059556597', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85059556597?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059556597&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059556597&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85059556597,SCOPUS_ID:85059556597,2-s2.0-85059556597,A semantic-associative computing system with multi-dimensional world map for ocean-environment analysis,Kiyoki Y.,Frontiers in Artificial Intelligence and Applications,,312,,147-168,2019-01-01,2019,10.3233/978-1-61499-933-1-147,0,"[{'@_fa': 'true', 'affilname': 'Keio University', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Book Series,cp,Conference Paper,19500157321,0,False,,,09226389,,"[{'@_fa': 'true', '$': '9781614999324'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85059879900', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85059879900?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85059879900&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85059879900&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85059879900,SCOPUS_ID:85059879900,2-s2.0-85059879900,Onboard Image Processing for Small Satellites,Arechiga A.,"Proceedings of the IEEE National Aerospace Electronics Conference, NAECON",23792027,2018-July,,234-240,2018-12-03,3 December 2018,10.1109/NAECON.2018.8556744,7,"[{'@_fa': 'true', 'affilname': 'Virginia Polytechnic Institute and State University', 'affiliation-city': 'Blacksburg', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100457014,0,False,,,05473578,8556744,"[{'@_fa': 'true', '$': '9781538665572'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85057765784', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85057765784?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057765784&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057765784&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85057765784,SCOPUS_ID:85057765784,2-s2.0-85057765784,A Design of Space-borne AIS Scene Simulation Based on Density Distribution of Global Vessels,Lihu C.,IOP Conference Series: Materials Science and Engineering,1757899X,449,1,,2018-11-29,29 November 2018,10.1088/1757-899X/449/1/012003,0,"[{'@_fa': 'true', 'affilname': 'National University of Defense Technology', 'affiliation-city': 'Changsha', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,19700200831,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",17578981,012003,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85064224477', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85064224477?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85064224477&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85064224477&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85064224477,SCOPUS_ID:85064224477,2-s2.0-85064224477,SMOS data assimilation for numerical weather prediction,De Rosnay P.,International Geoscience and Remote Sensing Symposium (IGARSS),,2018-July,,1447-1450,2018-10-31,31 October 2018,10.1109/IGARSS.2018.8519369,4,"[{'@_fa': 'true', 'affilname': 'European Centre for Medium-Range Weather Forecasts', 'affiliation-city': 'Reading', 'affiliation-country': 'United Kingdom'}]",Conference Proceeding,cp,Conference Paper,82000,0,False,,,,8519369,"[{'@_fa': 'true', '$': '9781538671504'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85057038770', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85057038770?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85057038770&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85057038770&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85057038770,SCOPUS_ID:85057038770,2-s2.0-85057038770,Analysis of image clusterization methods for oceanographical equipment,Shishkin I.E.,"2018 International Russian Automation Conference, RusAutoCon 2018",,,,,2018-10-19,19 October 2018,10.1109/RUSAUTOCON.2018.8501756,4,"[{'@_fa': 'true', 'affilname': 'Laboratory of Field Monitoring Systems', 'affiliation-city': 'Sevastopol', 'affiliation-country': 'Russian Federation'}]",Conference Proceeding,cp,Conference Paper,21100887403,0,False,,,,8501756,"[{'@_fa': 'true', '$': '9781538649381'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85048474681', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85048474681?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048474681&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048474681&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0021967318307593'}",https://api.elsevier.com/content/abstract/scopus_id/85048474681,SCOPUS_ID:85048474681,2-s2.0-85048474681,Development and optimization of a solid-phase microextraction gas chromatography–tandem mass spectrometry methodology to analyse ultraviolet filters in beach sand,Vila M.,Journal of Chromatography A,18733778,1564,,59-68,2018-08-24,24 August 2018,10.1016/j.chroma.2018.06.016,21,"[{'@_fa': 'true', 'affilname': 'Universidad de Santiago de Compostela', 'affiliation-city': 'Santiago de Compostela', 'affiliation-country': 'Spain'}]",Journal,ar,Article,130000,0,False,,,00219673,,,S0021967318307593,29907413
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85051561218', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85051561218?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85051561218&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85051561218&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85051561218,SCOPUS_ID:85051561218,2-s2.0-85051561218,Coastal mapping and kitesurfing,Barde J.,"International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives",,42,4W8,3-10,2018-07-11,11 July 2018,10.5194/isprs-archives-XLII-4-W8-3-2018,0,"[{'@_fa': 'true', 'affilname': 'MARBEC MARine Biodiversity, Exploitation and Conservation', 'affiliation-city': 'Sete', 'affiliation-country': 'France'}]",Conference Proceeding,cp,Conference Paper,21100248929,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",16821750,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85020483871', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85020483871?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85020483871&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85020483871&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85020483871,SCOPUS_ID:85020483871,2-s2.0-85020483871,Comparison of Two Hyperparameter-Free Sparse Signal Processing Methods for Direction-of-Arrival Tracking in the HF97 Ocean Acoustic Experiment,Das A.,IEEE Journal of Oceanic Engineering,,43,3,725-734,2018-07-01,July 2018,10.1109/JOE.2017.2706100,12,"[{'@_fa': 'true', 'affilname': 'The Electrical and Computer Engineering Department', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}]",Journal,ar,Article,17277,0,False,,,03649059,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85054008384', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85054008384?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85054008384&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85054008384&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85054008384,SCOPUS_ID:85054008384,2-s2.0-85054008384,POSEIDON - Passive-acoustic ocean sensor for entertainment and interactive data-gathering in opportunistic nautical-activities,Radeta M.,DIS 2018 - Proceedings of the 2018 Designing Interactive Systems Conference,,,,999-1012,2018-06-08,8 June 2018,10.1145/3196709.3196752,6,"[{'@_fa': 'true', 'affilname': 'Madeira Interactive Technologies Institute', 'affiliation-city': 'Funchal', 'affiliation-country': 'Portugal'}]",Conference Proceeding,cp,Conference Paper,21100878562,0,False,,,,,"[{'@_fa': 'true', '$': '9781450351980'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85048505752', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85048505752?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048505752&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048505752&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85048505752,SCOPUS_ID:85048505752,2-s2.0-85048505752,Color Transfer Pulse-Coupled Neural Networks for Underwater Robotic Visual Systems,He K.,IEEE Access,21693536,6,,32850-32860,2018-06-08,8 June 2018,10.1109/ACCESS.2018.2845855,14,"[{'@_fa': 'true', 'affilname': 'Yunnan University', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",Journal,ar,Article,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85030701582', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85030701582?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85030701582&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85030701582&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925231217315631'}",https://api.elsevier.com/content/abstract/scopus_id/85030701582,SCOPUS_ID:85030701582,2-s2.0-85030701582,Transferring deep knowledge for object recognition in Low-quality underwater videos,Sun X.,Neurocomputing,18728286,275,,897-908,2018-01-31,31 January 2018,10.1016/j.neucom.2017.09.044,44,"[{'@_fa': 'true', 'affilname': 'Ocean University of China', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Changchun Institute of Optics Fine Mechanics and Physics Chinese Academy of Sciences', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",Journal,ar,Article,24807,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",09252312,,,S0925231217315631,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85056743346', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85056743346?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85056743346&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85056743346&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85056743346,SCOPUS_ID:85056743346,2-s2.0-85056743346,"20th International Conference on Harbor, Maritime and Multimodal Logistics Modeling and Simulation, HMS 2018",,"20th International Conference on Harbor, Maritime and Multimodal Logistics Modeling and Simulation, HMS 2018",,,,,2018-01-01,2018,,0,,Conference Proceeding,cr,Conference Review,21100886362,0,False,,,,,"[{'@_fa': 'true', '$': '9788885741058'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85055439662', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85055439662?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85055439662&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85055439662&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85055439662,SCOPUS_ID:85055439662,2-s2.0-85055439662,Numerical simulation of control strategies at mutriku wave power plant,Faÿ F.X.,Proceedings of the International Conference on Offshore Mechanics and Arctic Engineering - OMAE,,10,,,2018-01-01,2018,10.1115/OMAE2018-78011,4,"[{'@_fa': 'true', 'affilname': 'TECNALIA', 'affiliation-city': 'Donostia-San Sebastian', 'affiliation-country': 'Spain'}]",Conference Proceeding,cp,Conference Paper,91440,0,False,,,,,"[{'@_fa': 'true', '$': '9780791851319'}]",,
