@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,prism:issueIdentifier,article-number,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85043254355', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85043254355?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043254355&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043254355&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85043254355,SCOPUS_ID:85043254355,2-s2.0-85043254355,Supporting active learning through commodity and open source solutions,Eickholt J.,"Proceedings - Frontiers in Education Conference, FIE",,2017-October,1-5,2017-12-12,12 December 2017,10.1109/FIE.2017.8190596,,3,"[{'@_fa': 'true', 'affilname': 'Central Michigan University', 'affiliation-city': 'Mount Pleasant', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,16719,0,False,,,15394565,,,,"[{'@_fa': 'true', '$': '9781509059195'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85043461656', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85043461656?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043461656&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043461656&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85043461656,SCOPUS_ID:85043461656,2-s2.0-85043461656,Research on the three-dimensional interactive restoration of ecological environment based on the new grey box model MR technology,Xu W.,"2017 2nd IEEE International Conference on Computational Intelligence and Applications, ICCIA 2017",,2017-January,364-367,2017-12-04,4 December 2017,10.1109/CIAPP.2017.8167240,,0,"[{'@_fa': 'true', 'affilname': 'Yunnan Mmzu University', 'affiliation-city': 'Kunming', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21100854697,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781538620304'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85048672978', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85048672978?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85048672978&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85048672978&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85048672978,SCOPUS_ID:85048672978,2-s2.0-85048672978,A 128-channel FPGA-based real-time spike-sorting bidirectional closed-loop neural interface system,Park J.,IEEE Transactions on Neural Systems and Rehabilitation Engineering,,25,2227-2238,2017-12-01,December 2017,10.1109/TNSRE.2017.2697415,,20,"[{'@_fa': 'true', 'affilname': 'Electronics and Telecommunications Research Institute', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,16321,0,False,,,15344320,12,,28459692,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85040446745', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85040446745?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040446745&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040446745&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85040446745,SCOPUS_ID:85040446745,2-s2.0-85040446745,A Framework for Patient State Tracking by Classifying Multiscalar Physiologic Waveform Features,Vandendriessche B.,IEEE Transactions on Biomedical Engineering,15582531,64,2890-2900,2017-12-01,December 2017,10.1109/TBME.2017.2684244,,6,"[{'@_fa': 'true', 'affilname': 'Case Western Reserve University', 'affiliation-city': 'Cleveland', 'affiliation-country': 'United States'}]",Journal,ar,Article,16318,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",00189294,12,7880584,28328498,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85037810584', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85037810584?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037810584&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037810584&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85037810584,SCOPUS_ID:85037810584,2-s2.0-85037810584,A parallel MR imaging method using multilayer perceptron:,Kwon K.,Medical Physics,,44,6209-6224,2017-12-01,December 2017,10.1002/mp.12600,,76,"[{'@_fa': 'true', 'affilname': 'Korea Advanced Institute of Science and Technology', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,17871,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",00942405,12,,28944971,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85037366175', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85037366175?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037366175&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037366175&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85037366175,SCOPUS_ID:85037366175,2-s2.0-85037366175,Enhanced Performance of an Asynchronous Motor Drive with a New Modified Adaptive Neuro-Fuzzy Inference System-Based MPPT Controller in Interfacing with dSPACE DS-1104,Pakkiraiah B.,International Journal of Fuzzy Systems,21993211,19,1950-1965,2017-12-01,1 December 2017,10.1007/s40815-016-0287-5,,13,"[{'@_fa': 'true', 'affilname': 'Vignans Foundation for Science Technology and Research University', 'affiliation-city': 'Guntur', 'affiliation-country': 'India'}]",Journal,ar,Article,12358,0,False,,,15622479,6,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85032360327', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85032360327?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032360327&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032360327&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85032360327,SCOPUS_ID:85032360327,2-s2.0-85032360327,Ensemble subspace clustering of text data using two-level features,Zhao H.,International Journal of Machine Learning and Cybernetics,1868808X,8,1751-1766,2017-12-01,1 December 2017,10.1007/s13042-016-0556-5,,6,"[{'@_fa': 'true', 'affilname': 'Shenzhen Institute of Advanced Technology', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'University of Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,19700177336,0,False,,,18688071,6,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85042650511', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85042650511?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85042650511&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85042650511&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85042650511,SCOPUS_ID:85042650511,2-s2.0-85042650511,Hardware implementation of K-means clustering based spectrum sensing using USRP in a cognitive radio system,Agarwal A.,"2017 International Conference on Advances in Computing, Communications and Informatics, ICACCI 2017",,2017-January,1772-1777,2017-11-30,30 November 2017,10.1109/ICACCI.2017.8126101,,3,"[{'@_fa': 'true', 'affilname': 'The LNM Institute of Information Technology', 'affiliation-city': 'Jaipur', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,21100853734,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781509063673'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85041422641', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85041422641?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85041422641&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85041422641&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85041422641,SCOPUS_ID:85041422641,2-s2.0-85041422641,"Proceedings - 2017 5th International Conference on Enterprise Systems: Industrial Digitalization by Enterprise Systems, ES 2017",,"Proceedings - 2017 5th International Conference on Enterprise Systems: Industrial Digitalization by Enterprise Systems, ES 2017",,,,2017-11-22,22 November 2017,,,0,,Conference Proceeding,cr,Conference Review,21100850509,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781538609361'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85047249827', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85047249827?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85047249827&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85047249827&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85047249827,SCOPUS_ID:85047249827,2-s2.0-85047249827,Changes of cyber-attacks techniques and patterns after the fourth industrial revolution,Hur C.,"Proceedings - 2017 5th International Conference on Future Internet of Things and Cloud Workshops, W-FiCloud 2017",,2017-January,69-74,2017-11-16,16 November 2017,10.1109/FiCloudW.2017.79,,3,"[{'@_fa': 'true', 'affilname': 'Daejeon University', 'affiliation-city': 'Daejeon', 'affiliation-country': 'South Korea'}]",Conference Proceeding,cp,Conference Paper,21100861037,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781538632819'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85033606104', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85033606104?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85033606104&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85033606104&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85033606104,SCOPUS_ID:85033606104,2-s2.0-85033606104,Feature selection for motor imagery EEG classification based on firefly algorithm and learning automata,Liu A.,Sensors (Switzerland),,17,,2017-11-08,8 November 2017,10.3390/s17112576,,43,"[{'@_fa': 'true', 'affilname': 'Wuhan University of Technology', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",14248220,11,2576,29117100,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85040781553', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85040781553?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040781553&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040781553&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85040781553,SCOPUS_ID:85040781553,2-s2.0-85040781553,Approximate model of spatially distributed Markov process for GIS-based decision support system,Sherstjuk V.,"Proceedings of the 12th International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2017",,1,300-304,2017-11-06,6 November 2017,10.1109/STC-CSIT.2017.8098791,,1,"[{'@_fa': 'true', 'affilname': 'Kherson National Technical University', 'affiliation-city': 'Kherson', 'affiliation-country': 'Ukraine'}]",Conference Proceeding,cp,Conference Paper,21100847429,0,False,,,,,8098791,,"[{'@_fa': 'true', '$': '9781538616383'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85037369006', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85037369006?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85037369006&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85037369006&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85037369006,SCOPUS_ID:85037369006,2-s2.0-85037369006,Generating look-alike names for security challenges,Han S.,"AISec 2017 - Proceedings of the 10th ACM Workshop on Artificial Intelligence and Security, co-located with CCS 2017",,,57-67,2017-11-03,3 November 2017,10.1145/3128572.3140441,,3,"[{'@_fa': 'true', 'affilname': 'NEC Laboratories America, Inc.', 'affiliation-city': 'Princeton', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100842169,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781450352024'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85019708466', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85019708466?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85019708466&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85019708466&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85019708466,SCOPUS_ID:85019708466,2-s2.0-85019708466,A computer model of context-dependent perception in a very simple world,Lara-Dammer F.,Journal of Experimental and Theoretical Artificial Intelligence,13623079,29,1247-1282,2017-11-02,2 November 2017,10.1080/0952813X.2017.1328463,,2,"[{'@_fa': 'true', 'affilname': 'Escuela Politécnica Nacional', 'affiliation-city': 'Quito', 'affiliation-country': 'Ecuador'}, {'@_fa': 'true', 'affilname': 'Indiana University Bloomington', 'affiliation-city': 'Bloomington', 'affiliation-country': 'United States'}]",Journal,ar,Article,24357,0,False,,,0952813X,6,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85038129265', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85038129265?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85038129265&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85038129265&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85038129265,SCOPUS_ID:85038129265,2-s2.0-85038129265,Flying IoT: Toward Low-Power Vision in the Sky,Genc H.,IEEE Micro,,37,40-51,2017-11-01,November-December 2017,10.1109/MM.2017.4241339,,23,"[{'@_fa': 'true', 'affilname': 'The University of Texas at Austin', 'affiliation-city': 'Austin', 'affiliation-country': 'United States'}]",Journal,ar,Article,15463,0,False,,,02721732,6,8119717,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85035120076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85035120076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85035120076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85035120076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85035120076,SCOPUS_ID:85035120076,2-s2.0-85035120076,Automatically Classifying User Engagement for Dynamic Multi-party Human–Robot Interaction,Foster M.E.,International Journal of Social Robotics,18754805,9,659-674,2017-11-01,1 November 2017,10.1007/s12369-017-0414-y,,28,"[{'@_fa': 'true', 'affilname': 'University of Glasgow', 'affiliation-city': 'Glasgow', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,19500157063,1,True,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",18754791,5,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85034611672', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85034611672?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85034611672&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85034611672&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85034611672,SCOPUS_ID:85034611672,2-s2.0-85034611672,Learning to balance an NAO robot using reinforcement learning with symbolic inverse kinematic,Tutsoy O.,Transactions of the Institute of Measurement and Control,,39,1735-1748,2017-11-01,1 November 2017,10.1177/0142331216645176,,22,"[{'@_fa': 'true', 'affilname': 'Adana Bilim ve Teknoloji Üniversitesi', 'affiliation-city': 'Adana', 'affiliation-country': 'Turkey'}]",Journal,ar,Article,15449,0,False,,,01423312,11,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85028732660', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85028732660?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85028732660&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85028732660&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0378778817305091'}",https://api.elsevier.com/content/abstract/scopus_id/85028732660,SCOPUS_ID:85028732660,2-s2.0-85028732660,Automatic HVAC control with real-time occupancy recognition and simulation-guided model predictive control in low-cost embedded system,Aftab M.,Energy and Buildings,,154,141-156,2017-11-01,1 November 2017,10.1016/j.enbuild.2017.07.077,S0378778817305091,77,"[{'@_fa': 'true', 'affilname': 'Khalifa University of Science and Technology', 'affiliation-city': 'Abu Dhabi', 'affiliation-country': 'United Arab Emirates'}]",Journal,ar,Article,29359,0,False,,,03787788,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85026883328', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85026883328?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85026883328&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85026883328&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0094576517302862'}",https://api.elsevier.com/content/abstract/scopus_id/85026883328,SCOPUS_ID:85026883328,2-s2.0-85026883328,Self-supervised learning as an enabling technology for future space exploration robots: ISS experiments on monocular distance learning,van Hecke K.,Acta Astronautica,,140,1-9,2017-11-01,November 2017,10.1016/j.actaastro.2017.07.038,S0094576517302862,9,"[{'@_fa': 'true', 'affilname': 'Faculteit Luchtvaart- en Ruimtevaarttechniek, TU Delft', 'affiliation-city': 'Delft', 'affiliation-country': 'Netherlands'}]",Journal,ar,Article,12372,0,False,,,00945765,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85043589035', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85043589035?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85043589035&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85043589035&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85043589035,SCOPUS_ID:85043589035,2-s2.0-85043589035,In-memory Data Flow Processor,Fujiki D.,"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT",,2017-September,375,2017-10-31,31 October 2017,10.1109/PACT.2017.53,,5,"[{'@_fa': 'true', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,26125,0,False,,,1089795X,,,,"[{'@_fa': 'true', '$': '9781467395243'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85039905285', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85039905285?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039905285&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039905285&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85039905285,SCOPUS_ID:85039905285,2-s2.0-85039905285,Emulating CNN with template learning on FPGA,Kose E.,"2017 European Conference on Circuit Theory and Design, ECCTD 2017",,,,2017-10-31,31 October 2017,10.1109/ECCTD.2017.8093280,,2,"[{'@_fa': 'true', 'affilname': 'Gebze Teknik Üniversitesi', 'affiliation-city': 'Kocaeli', 'affiliation-country': 'Turkey'}]",Conference Proceeding,cp,Conference Paper,21100844807,0,False,,,,,8093280,,"[{'@_fa': 'true', '$': '9781538639740'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85039904276', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85039904276?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039904276&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039904276&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85039904276,SCOPUS_ID:85039904276,2-s2.0-85039904276,"2017 European Conference on Circuit Theory and Design, ECCTD 2017",,"2017 European Conference on Circuit Theory and Design, ECCTD 2017",,,,2017-10-31,31 October 2017,,,0,,Conference Proceeding,cr,Conference Review,21100844807,0,False,,,,,,,"[{'@_fa': 'true', '$': '9781538639740'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85040059989', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85040059989?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040059989&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040059989&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85040059989,SCOPUS_ID:85040059989,2-s2.0-85040059989,Adaptive Generalized Predictive Control Based on Just-in-Time Learning in Latent Space,Rangwen Z.,"Proceedings - 2016 8th International Conference on Computational Intelligence and Communication Networks, CICN 2016",,,471-475,2017-10-24,24 October 2017,10.1109/CICN.2016.97,,2,"[{'@_fa': 'true', 'affilname': 'China University of Petroleum (East China)', 'affiliation-city': 'Qingdao', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,21100845185,0,False,,,,,8082689,,"[{'@_fa': 'true', '$': '9781509011445'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85032435506', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85032435506?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85032435506&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85032435506&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85032435506,SCOPUS_ID:85032435506,2-s2.0-85032435506,Application of EOS-ELM with Binary Jaya-Based Feature Selection to Real-Time Transient Stability Assessment Using PMU Data,Li Y.,IEEE Access,21693536,5,23092-23101,2017-10-23,23 October 2017,10.1109/ACCESS.2017.2765626,,86,"[{'@_fa': 'true', 'affilname': 'Northeast China Institute of Electric Power Engineering', 'affiliation-city': 'Jilin', 'affiliation-country': 'China'}]",Journal,ar,Article,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,8081764,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85040022111', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85040022111?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85040022111&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85040022111&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85040022111,SCOPUS_ID:85040022111,2-s2.0-85040022111,Sliding Recursive Hierarchical Adaptive PCA for 3D image processing,Kountcheva R.,"ICIT 2017 - 8th International Conference on Information Technology, Proceedings",,,174-181,2017-10-20,20 October 2017,10.1109/ICITECH.2017.8079996,,3,"[{'@_fa': 'true', 'affilname': 'T and K Engineering', 'affiliation-city': 'Sofia', 'affiliation-country': 'Bulgaria'}]",Conference Proceeding,cp,Conference Paper,21100845101,0,False,,,,,8079996,,"[{'@_fa': 'true', '$': '9781509063321'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85039972643', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85039972643?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039972643&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039972643&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85039972643,SCOPUS_ID:85039972643,2-s2.0-85039972643,Modelling and design of a modified neuro-fuzzy control-based im drive via feedback linearization,Mishra R.,"2016 IEEE 7th Power India International Conference, PIICON 2016",,,,2017-10-19,19 October 2017,10.1109/POWERI.2016.8077385,,1,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Rourkela', 'affiliation-city': 'Rourkela', 'affiliation-country': 'India'}]",Conference Proceeding,cp,Conference Paper,21100844833,0,False,,,,,8077385,,"[{'@_fa': 'true', '$': '9781467389624'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85039961623', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85039961623?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85039961623&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85039961623&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85039961623,SCOPUS_ID:85039961623,2-s2.0-85039961623,Mobile outdoor parking space detection application,Ng C.,"2017 IEEE 8th Control and System Graduate Research Colloquium, ICSGRC 2017 - Proceedings",,,81-86,2017-10-17,17 October 2017,10.1109/ICSGRC.2017.8070573,,7,"[{'@_fa': 'true', 'affilname': 'Multimedia University', 'affiliation-city': 'Selangor', 'affiliation-country': 'Malaysia'}]",Conference Proceeding,cp,Conference Paper,21100844862,0,False,,,,,8070573,,"[{'@_fa': 'true', '$': '9781538603802'}]"
