@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,pii,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122925355', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122925355?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122925355&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122925355&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122925355,SCOPUS_ID:85122925355,2-s2.0-85122925355,A detailed analysis of image and video forgery detection techniques,Tyagi S.,Visual Computer,01782789,,,,,2022-01-01,2022,10.1007/s00371-021-02347-4,0,"[{'@_fa': 'true', 'affilname': 'National Institute of Technology Hamirpur', 'affiliation-city': 'Hamirpur', 'affiliation-country': 'India'}]",Journal,re,Review,,26146,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122898591', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122898591?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122898591&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122898591&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122898591,SCOPUS_ID:85122898591,2-s2.0-85122898591,Automatic Fungi Recognition: Deep Learning Meets Mycology,Picek L.,Sensors,14248220,,22,2,,2022-01-01,January-2 2022,10.3390/s22020633,0,"[{'@_fa': 'true', 'affilname': 'University of West Bohemia', 'affiliation-city': 'Plzen', 'affiliation-country': 'Czech Republic'}]",Journal,ar,Article,633,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,35062595,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122883066', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122883066?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122883066&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122883066&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122883066,SCOPUS_ID:85122883066,2-s2.0-85122883066,Evaluation of Collaborative Robot Sustainable Integration in Manufacturing Assembly by Using Process Time Savings,Calvo R.,Materials,,19961944,15,2,,2022-01-01,January-2 2022,10.3390/ma15020611,0,"[{'@_fa': 'true', 'affilname': 'Escuela Técnica Superior de Ingeniería y Diseño Industrial', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",Journal,ar,Article,611,76627,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122856334', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122856334?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122856334&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122856334&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122856334,SCOPUS_ID:85122856334,2-s2.0-85122856334,Advances and Applications in Graph Neural Network,Wu B.,Jisuanji Xuebao/Chinese Journal of Computers,02544164,,45,1,35-68,2022-01-01,January 2022,10.11897/SP.J.1016.2022.00035,0,"[{'@_fa': 'true', 'affilname': 'Renmin University of China', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,26131,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122782327', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122782327?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122782327&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122782327&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122782327,SCOPUS_ID:85122782327,2-s2.0-85122782327,Challenges for ocular disease identification in the era of artificial intelligence,Gour N.,Neural Computing and Applications,09410643,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06770-5,0,"[{'@_fa': 'true', 'affilname': 'Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design &amp; Manufacturing Jabalpur', 'affiliation-city': 'Jabalpur', 'affiliation-country': 'India'}]",Journal,ar,Article,,24800,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122763977', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122763977?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122763977&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122763977&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122763977,SCOPUS_ID:85122763977,2-s2.0-85122763977,BraggNN: fast X-ray Bragg peak analysis using deep learning,Liu Z.,IUCrJ,,20522525,9,,104-113,2022-01-01,1 January 2022,10.1107/S2052252521011258,1,"[{'@_fa': 'true', 'affilname': 'Argonne National Laboratory', 'affiliation-city': 'Lemont', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21100406867,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",S2052252521011258,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122755734', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122755734?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122755734&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122755734&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122755734,SCOPUS_ID:85122755734,2-s2.0-85122755734,Detection and diagnosis of COVID-19 infection in lungs images using deep learning techniques,Kumar A.,International Journal of Imaging Systems and Technology,08999457,10981098,,,,2022-01-01,2022,10.1002/ima.22697,0,"[{'@_fa': 'true', 'affilname': 'SRM Institute of Science and Technology, NCR Campus', 'affiliation-city': 'Ghaziabad', 'affiliation-country': 'India'}]",Journal,ar,Article,,35932,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122748613', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122748613?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122748613&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122748613&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122748613,SCOPUS_ID:85122748613,2-s2.0-85122748613,Automatic diagnosis of pneumonia using backward elimination method based SVM and its hardware implementation,Bodasingi N.,International Journal of Imaging Systems and Technology,08999457,10981098,,,,2022-01-01,2022,10.1002/ima.22694,0,"[{'@_fa': 'true', 'affilname': 'JNTUK UCEV', 'affiliation-city': 'Dwarapudi', 'affiliation-country': 'India'}]",Journal,ar,Article,,35932,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122742417', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122742417?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122742417&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122742417&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122742417,SCOPUS_ID:85122742417,2-s2.0-85122742417,Adaptive equivalent consumption minimization strategy for hybrid electric ship,Gao D.,Energy Science and Engineering,,20500505,,,,2022-01-01,2022,10.1002/ese3.1060,0,"[{'@_fa': 'true', 'affilname': 'Shanghai Maritime University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100817528,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122688076', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122688076?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122688076&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122688076&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122688076,SCOPUS_ID:85122688076,2-s2.0-85122688076,Real-time assessment of swallowing sound using an electronic stethoscope and an artificial intelligence system,Suzuki K.,Clinical and Experimental Dental Research,,20574347,,,,2022-01-01,2022,10.1002/cre2.531,0,"[{'@_fa': 'true', 'affilname': 'Hiroshima University Hospital', 'affiliation-city': 'Hiroshima', 'affiliation-country': 'Japan'}]",Journal,ar,Article,,21100843003,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122610374', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122610374?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122610374&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122610374&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122610374,SCOPUS_ID:85122610374,2-s2.0-85122610374,Intelligent electromagnetic metasurface camera: System design and experimental results,Wang Z.,Nanophotonics,,21928614,,,,2022-01-01,2022,10.1515/nanoph-2021-0665,0,"[{'@_fa': 'true', 'affilname': 'Peking University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100269013,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122596769', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122596769?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122596769&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122596769&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122596769,SCOPUS_ID:85122596769,2-s2.0-85122596769,"A Metaverse: Taxonomy, Components, Applications, and Open Challenges",Park S.M.,IEEE Access,,21693536,10,,4209-4251,2022-01-01,2022,10.1109/ACCESS.2021.3140175,2,"[{'@_fa': 'true', 'affilname': 'Korea University', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122580390', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122580390?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122580390&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122580390&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122580390,SCOPUS_ID:85122580390,2-s2.0-85122580390,"Automatic Adaptation of Open Educational Resources: An Approach From a Multilevel Methodology Based on Students' Preferences, Educational Special Needs, Artificial Intelligence and Accessibility Metadata",Ingavelez-Guerra P.,IEEE Access,,21693536,10,,9703-9716,2022-01-01,2022,10.1109/ACCESS.2021.3139537,0,"[{'@_fa': 'true', 'affilname': 'Universidad Politécnica Salesiana, Cuenca', 'affiliation-city': 'Cuenca', 'affiliation-country': 'Ecuador'}]",Journal,ar,Article,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122558022', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122558022?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122558022&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122558022&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122558022,SCOPUS_ID:85122558022,2-s2.0-85122558022,Teaching Quantum Computing to High-School-Aged Youth: A Hands-On Approach,Angara P.P.,IEEE Transactions on Quantum Engineering,,26891808,3,,,2022-01-01,2022,10.1109/TQE.2021.3127503,0,"[{'@_fa': 'true', 'affilname': 'University of Victoria', 'affiliation-city': 'Victoria', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,21101068040,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122516656', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122516656?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122516656&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122516656&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122516656,SCOPUS_ID:85122516656,2-s2.0-85122516656,Physics-Based Graphics Models in 3D Synthetic Environments as Autonomous Vision-Based Inspection Testbeds,Hoskere V.,Sensors,14248220,,22,2,,2022-01-01,January-2 2022,10.3390/s22020532,1,"[{'@_fa': 'true', 'affilname': 'University of Houston', 'affiliation-city': 'Houston', 'affiliation-country': 'United States'}]",Journal,ar,Article,532,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,35062493,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122510565', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122510565?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122510565&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122510565&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122510565,SCOPUS_ID:85122510565,2-s2.0-85122510565,"Data-Driven Construction Safety Information Sharing System Based on Linked Data, Ontologies, and Knowledge Graph Technologies",Pedro A.,International Journal of Environmental Research and Public Health,16617827,16604601,19,2,,2022-01-01,January-2 2022,10.3390/ijerph19020794,0,"[{'@_fa': 'true', 'affilname': 'Imperial College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,794,144989,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,35055616,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122506080', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122506080?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122506080&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122506080&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122506080,SCOPUS_ID:85122506080,2-s2.0-85122506080,Machine Learning for Fatigue Estimation and Prediction “An Introduction Study”,Aljihmani L.,IFMBE Proceedings,16800737,14339277,88,,226-231,2022-01-01,2022,10.1007/978-3-030-93564-1_25,0,"[{'@_fa': 'true', 'affilname': 'Texas A&amp;M University at Qatar', 'affiliation-city': 'Doha', 'affiliation-country': 'Qatar'}]",Conference Proceeding,cp,Conference Paper,,19400157277,0,False,,,,,"[{'@_fa': 'true', '$': '9783030935634'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122505591', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122505591?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122505591&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122505591&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2667325821003095'}",https://api.elsevier.com/content/abstract/scopus_id/85122505591,SCOPUS_ID:85122505591,2-s2.0-85122505591,AI-aided on-chip nucleic acid assay for smart diagnosis of infectious disease,Sun H.,Fundamental Research,,26673258,,,,2022-01-01,2022,10.1016/j.fmre.2021.12.005,0,"[{'@_fa': 'true', 'affilname': 'Fuzhou University', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21101065105,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",S2667325821003095,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122468064', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122468064?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122468064&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122468064&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122468064,SCOPUS_ID:85122468064,2-s2.0-85122468064,The Rise of Decision Intelligence: AI That Optimizes Decision-Making,Jeyanthi P.M.,EAI/Springer Innovations in Communication and Computing,25228595,25228609,,,85-92,2022-01-01,2022,10.1007/978-3-030-82763-2_7,0,"[{'@_fa': 'true', 'affilname': 'Jaipuria Institute of Management, Jaipur', 'affiliation-city': 'Jaipur', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21101019713,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122394570', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122394570?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122394570&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122394570&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122394570,SCOPUS_ID:85122394570,2-s2.0-85122394570,Deep Learning Based Inversion of Locally Anisotropic Weld Properties from Ultrasonic Array Data,Singh J.,Applied Sciences (Switzerland),,20763417,12,2,,2022-01-01,January-2 2022,10.3390/app12020532,0,"[{'@_fa': 'true', 'affilname': 'University of Strathclyde', 'affiliation-city': 'Glasgow', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,532,21100829268,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122366811', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122366811?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122366811&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122366811&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122366811,SCOPUS_ID:85122366811,2-s2.0-85122366811,Human Face Detection and Recognition Protection System Based on Machine Learning Algorithms with Proposed AR Technology,Chowdhury M.I.H.,Studies in Computational Intelligence,1860949X,18609503,998,,177-192,2022-01-01,2022,10.1007/978-981-16-7220-0_11,0,"[{'@_fa': 'true', 'affilname': 'American International University - Bangladesh', 'affiliation-city': 'Dhaka', 'affiliation-country': 'Bangladesh'}]",Book Series,ch,Book Chapter,,4900152708,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122090478', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122090478?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122090478&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122090478&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122090478,SCOPUS_ID:85122090478,2-s2.0-85122090478,A Deep Learning-Based Framework for Phishing Website Detection,Tang L.,IEEE Access,,21693536,10,,1509-1521,2022-01-01,2022,10.1109/ACCESS.2021.3137636,0,"[{'@_fa': 'true', 'affilname': 'Ontario Tech University', 'affiliation-city': 'Oshawa', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,21100374601,1,True,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121964814', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121964814?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121964814&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121964814&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121964814,SCOPUS_ID:85121964814,2-s2.0-85121964814,"Non-pharmaceutical interventions against covid-19 pandemic: Review of contact tracing and social distancing technologies, protocols, apps, security and open research directions",Alo U.R.,Sensors,14248220,,22,1,,2022-01-01,January-1 2022,10.3390/s22010280,0,"[{'@_fa': 'true', 'affilname': 'Alex Ekwueme Federal University', 'affiliation-city': 'Abakaliki', 'affiliation-country': 'Nigeria'}]",Journal,re,Review,280,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,35009822,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121934322', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121934322?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121934322&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121934322&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121934322,SCOPUS_ID:85121934322,2-s2.0-85121934322,Mobile Cloud-Based Framework for Health Monitoring with Real-Time Analysis Using Machine Learning Algorithms,Mohanty S.,Lecture Notes in Networks and Systems,23673370,23673389,281,,173-183,2022-01-01,2022,10.1007/978-981-16-4244-9_14,0,"[{'@_fa': 'true', 'affilname': 'Sikkim Manipal Institute of Technology', 'affiliation-city': 'Rangpo', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,,,"[{'@_fa': 'true', '$': '9789811642432'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121932756', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121932756?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121932756&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121932756&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121932756,SCOPUS_ID:85121932756,2-s2.0-85121932756,"Utilization of Digital Twins for Bridge Inspection, Monitoring and Maintenance",Futai M.M.,Lecture Notes in Civil Engineering,23662557,23662565,200 LNCE,,166-173,2022-01-01,2022,10.1007/978-3-030-91877-4_20,0,"[{'@_fa': 'true', 'affilname': 'Universidade de São Paulo', 'affiliation-city': 'Sao Paulo', 'affiliation-country': 'Brazil'}]",Book Series,cp,Conference Paper,,21100889404,0,False,,,,,"[{'@_fa': 'true', '$': '9783030918767'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121725491', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121725491?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121725491&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121725491&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121725491,SCOPUS_ID:85121725491,2-s2.0-85121725491,Autonomous incident detection on spectrometers using deep convolutional models,Zhang X.,Sensors,14248220,,22,1,,2022-01-01,January-1 2022,10.3390/s22010160,0,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,ar,Article,160,130124,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,35009704,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121647709', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121647709?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121647709&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121647709&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2352396421005685'}",https://api.elsevier.com/content/abstract/scopus_id/85121647709,SCOPUS_ID:85121647709,2-s2.0-85121647709,Accuracy and ease-of-use of seven point-of-care SARS-CoV-2 antigen-detecting tests: A multi-centre clinical evaluation,Krüger L.J.,eBioMedicine,,23523964,75,,,2022-01-01,January 2022,10.1016/j.ebiom.2021.103774,0,"[{'@_fa': 'true', 'affilname': 'Universitätsklinikum Heidelberg', 'affiliation-city': 'Heidelberg', 'affiliation-country': 'Germany'}]",Journal,ar,Article,103774,21100369815,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",S2352396421005685,34959134,
