@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,freetoread,freetoreadLabel,prism:issueIdentifier,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122204198', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122204198?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122204198&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122204198&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122204198,SCOPUS_ID:85122204198,2-s2.0-85122204198,Creation and Spatial Analysis of 3D City Modeling based on GIS Data,Khayyal H.K.,Civil Engineering Journal (Iran),26766957,8,105-123,2022-01-01,January 2022,10.28991/CEJ-2022-08-01-08,,0,"[{'@_fa': 'true', 'affilname': 'Mansoura University', 'affiliation-city': 'Mansoura', 'affiliation-country': 'Egypt'}]",Journal,ar,Article,,21101033903,1,True,24763055,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122089722', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122089722?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122089722&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122089722&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122089722,SCOPUS_ID:85122089722,2-s2.0-85122089722,Autonomous Detection and Deterrence of Pigeons on Buildings by Drones,Schiano F.,IEEE Access,,10,1745-1755,2022-01-01,2022,10.1109/ACCESS.2021.3137031,,0,"[{'@_fa': 'true', 'affilname': 'Ecole Polytechnique Fédérale de Lausanne', 'affiliation-city': 'Lausanne', 'affiliation-country': 'Switzerland'}]",Journal,ar,Article,,21100374601,1,True,21693536,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122019412', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122019412?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122019412&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122019412&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122019412,SCOPUS_ID:85122019412,2-s2.0-85122019412,Positive unlabelled learning for satellite images’time series analysis: An application to cereal and forest mapping,Desloires J.,Remote Sensing,,14,,2022-01-01,January-1 2022,10.3390/rs14010140,,0,"[{'@_fa': 'true', 'affilname': 'Syngenta France SAS', 'affiliation-city': 'Saint-Sauveur', 'affiliation-country': 'France'}, {'@_fa': 'true', 'affilname': 'Université de Montpellier', 'affiliation-city': 'Montpellier', 'affiliation-country': 'France'}]",Journal,ar,Article,140,86430,1,True,20724292,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121778314', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121778314?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121778314&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121778314&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121778314,SCOPUS_ID:85121778314,2-s2.0-85121778314,Hybrid Attention Networks for Flow and Pressure Forecasting in Water Distribution Systems,Ma Z.,IEEE Geoscience and Remote Sensing Letters,1545598X,19,,2022-01-01,2022,10.1109/LGRS.2020.3030839,,0,"[{'@_fa': 'true', 'affilname': 'Tsinghua University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,17259,0,False,15580571,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121760282', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121760282?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121760282&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121760282&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121760282,SCOPUS_ID:85121760282,2-s2.0-85121760282,Maintaining IoT Healthcare Records Using Cloud Storage,Chennam K.K.,EAI/Springer Innovations in Communication and Computing,25228595,,215-233,2022-01-01,2022,10.1007/978-3-030-82715-1_10,,0,"[{'@_fa': 'true', 'affilname': 'G. Narayanamma Institute of Technology and Science (for women)', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21101019713,0,False,25228609,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85121735982', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85121735982?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121735982&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85121735982&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85121735982,SCOPUS_ID:85121735982,2-s2.0-85121735982,Spatial-temporal flows-adaptive street layout control using reinforcement learning,Ye Q.,Sustainability (Switzerland),,14,,2022-01-01,January-1 2022,10.3390/su14010107,,0,"[{'@_fa': 'true', 'affilname': 'Imperial College London', 'affiliation-city': 'London', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,107,21100240100,1,True,20711050,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120901350', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120901350?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120901350&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120901350&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120901350,SCOPUS_ID:85120901350,2-s2.0-85120901350,Densely-Populated Traffic Detection Using YOLOv5 and Non-maximum Suppression Ensembling,Rahman R.,Lecture Notes on Data Engineering and Communications Technologies,23674512,95,567-578,2022-01-01,2022,10.1007/978-981-16-6636-0_43,,0,"[{'@_fa': 'true', 'affilname': 'Islamic University of Technology', 'affiliation-city': 'Gazipur', 'affiliation-country': 'Bangladesh'}]",Book Series,ch,Book Chapter,,21100975545,0,False,23674520,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120881318', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120881318?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120881318&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120881318&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120881318,SCOPUS_ID:85120881318,2-s2.0-85120881318,HELP-WSN-A novel adaptive multi-tier hybrid intelligent framework for QoS aware WSN-IoT networks,Sampathkumar J.,"Computers, Materials and Continua",15462218,71,2107-2123,2022-01-01,2022,10.32604/cmc.2022.019983,,0,"[{'@_fa': 'true', 'affilname': 'Mahendra College of Engineering', 'affiliation-city': 'Salem', 'affiliation-country': 'India'}]",Journal,ar,Article,,24364,1,True,15462226,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",2,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120613816', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120613816?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120613816&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120613816&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120613816,SCOPUS_ID:85120613816,2-s2.0-85120613816,Midcourse Guidance and Control for Pulse Motor Boost Missile,Tang M.,Lecture Notes in Electrical Engineering,18761100,644 LNEE,3371-3381,2022-01-01,2022,10.1007/978-981-15-8155-7_281,,0,"[{'@_fa': 'true', 'affilname': 'Science and Technology on Space Physics Laboratory', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,,19700186822,0,False,18761119,,,,,"[{'@_fa': 'true', '$': '9789811581540'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120490088', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120490088?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120490088&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120490088&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0968090X2100485X'}",https://api.elsevier.com/content/abstract/scopus_id/85120490088,SCOPUS_ID:85120490088,2-s2.0-85120490088,Do autonomous vehicles drive like humans? A Turing approach and an application to SAE automation Level 2 cars,Cascetta E.,Transportation Research Part C: Emerging Technologies,0968090X,134,,2022-01-01,January 2022,10.1016/j.trc.2021.103499,S0968090X2100485X,0,"[{'@_fa': 'true', 'affilname': 'Università degli Studi di Napoli Federico II', 'affiliation-city': 'Naples', 'affiliation-country': 'Italy'}]",Journal,ar,Article,103499,20893,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85120081897', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85120081897?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85120081897&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85120081897&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85120081897,SCOPUS_ID:85120081897,2-s2.0-85120081897,Intelligent Traffic Management with Prioritized Scheduling System,Jainulabudeen S.A.K.,EAI/Springer Innovations in Communication and Computing,25228595,,23-34,2022-01-01,2022,10.1007/978-3-030-77637-4_2,,0,"[{'@_fa': 'true', 'affilname': 'Assistant Professor', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",Book Series,ch,Book Chapter,,21101019713,0,False,25228609,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119995073', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119995073?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119995073&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119995073&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0924271621002835'}",https://api.elsevier.com/content/abstract/scopus_id/85119995073,SCOPUS_ID:85119995073,2-s2.0-85119995073,ChangeMask: Deep multi-task encoder-transformer-decoder architecture for semantic change detection,Zheng Z.,ISPRS Journal of Photogrammetry and Remote Sensing,09242716,183,228-239,2022-01-01,January 2022,10.1016/j.isprsjprs.2021.10.015,S0924271621002835,0,"[{'@_fa': 'true', 'affilname': 'Wuhan University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,,29161,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119905389', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119905389?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119905389&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119905389&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0196890421012061'}",https://api.elsevier.com/content/abstract/scopus_id/85119905389,SCOPUS_ID:85119905389,2-s2.0-85119905389,Deep reinforcement learning based energy management strategy of fuel cell hybrid railway vehicles considering fuel cell aging,Deng K.,Energy Conversion and Management,01968904,251,,2022-01-01,1 January 2022,10.1016/j.enconman.2021.115030,S0196890421012061,1,"[{'@_fa': 'true', 'affilname': 'Rheinisch-Westfälische Technische Hochschule Aachen', 'affiliation-city': 'Aachen', 'affiliation-country': 'Germany'}]",Journal,ar,Article,115030,29372,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119837878', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119837878?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119837878&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119837878&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119837878,SCOPUS_ID:85119837878,2-s2.0-85119837878,"2nd International Conference on Data Science, Machine Learning and Applications, ICDSMLA 2020",,Lecture Notes in Electrical Engineering,18761100,783,,2022-01-01,2022,,,0,,Book Series,cr,Conference Review,,19700186822,0,False,18761119,,,,,"[{'@_fa': 'true', '$': '9789811636899'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85119276192', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85119276192?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85119276192&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85119276192&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85119276192,SCOPUS_ID:85119276192,2-s2.0-85119276192,A comprehensive survey on secure software-defined network for the Internet of Things,Babiker Mohamed M.,Transactions on Emerging Telecommunications Technologies,21615748,33,,2022-01-01,January 2022,10.1002/ett.4391,,0,"[{'@_fa': 'true', 'affilname': 'University of Derby', 'affiliation-city': 'Derby', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,e4391,21100389313,0,False,21613915,,,1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118983810', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118983810?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118983810&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118983810&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118983810,SCOPUS_ID:85118983810,2-s2.0-85118983810,An Improved Lightweight Traffic Sign Detection Model for Embedded Devices,Wenze Y.,Lecture Notes on Data Engineering and Communications Technologies,23674512,100,154-164,2022-01-01,2022,10.1007/978-3-030-89701-7_14,,0,"[{'@_fa': 'true', 'affilname': 'Fujian University of Technology', 'affiliation-city': 'Fuzhou', 'affiliation-country': 'China'}]",Book Series,ch,Book Chapter,,21100975545,0,False,23674520,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118652361', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118652361?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118652361&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118652361&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118652361,SCOPUS_ID:85118652361,2-s2.0-85118652361,Hypo-driver: A multiview driver fatigue and distraction level detection system,Abbas Q.,"Computers, Materials and Continua",15462218,71,1999-2017,2022-01-01,2022,10.32604/cmc.2022.022553,,0,"[{'@_fa': 'true', 'affilname': 'Al-Imam Muhammad Ibn Saud Islamic University', 'affiliation-city': 'Riyadh', 'affiliation-country': 'Saudi Arabia'}]",Journal,ar,Article,,24364,1,True,15462226,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118634214', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118634214?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118634214&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118634214&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1051200421003298'}",https://api.elsevier.com/content/abstract/scopus_id/85118634214,SCOPUS_ID:85118634214,2-s2.0-85118634214,Deep residual learning-based cognitive model for detection and classification of transmitted signal patterns in 5G smart city networks,Ahmed R.,Digital Signal Processing: A Review Journal,10512004,120,,2022-01-01,January 2022,10.1016/j.dsp.2021.103290,S1051200421003298,0,"[{'@_fa': 'true', 'affilname': 'University of Science and Technology Beijing', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,103290,24306,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118562642', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118562642?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118562642&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118562642&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85118562642,SCOPUS_ID:85118562642,2-s2.0-85118562642,Courteous Behavior of Automated Vehicles at Unsignalized Intersections Via Reinforcement Learning,Yan S.,IEEE Robotics and Automation Letters,,7,191-198,2022-01-01,1 January 2022,10.1109/LRA.2021.3121807,,0,"[{'@_fa': 'true', 'affilname': 'Universität Freiburg', 'affiliation-city': 'Freiburg im Breisgau', 'affiliation-country': 'Germany'}]",Journal,ar,Article,,21100900379,0,False,23773766,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",1,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85118477493', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85118477493?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85118477493&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85118477493&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0166361521001639'}",https://api.elsevier.com/content/abstract/scopus_id/85118477493,SCOPUS_ID:85118477493,2-s2.0-85118477493,C-Ports: A proposal for a comprehensive standardization and implementation plan of digital services offered by the “Port of the Future”,Pagano P.,Computers in Industry,01663615,134,,2022-01-01,January 2022,10.1016/j.compind.2021.103556,S0166361521001639,2,"[{'@_fa': 'true', 'affilname': 'Consorzio Nazionale Interuniversitario per le Telecomunicazioni', 'affiliation-city': 'Parma', 'affiliation-country': 'Italy'}]",Journal,re,Review,103556,19080,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85117732239', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85117732239?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85117732239&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85117732239&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S2210670721006399'}",https://api.elsevier.com/content/abstract/scopus_id/85117732239,SCOPUS_ID:85117732239,2-s2.0-85117732239,Blockchain-enabled Secure Framework for Energy-Efficient Smart Parking in Sustainable City Environment,Singh S.K.,Sustainable Cities and Society,22106707,76,,2022-01-01,January 2022,10.1016/j.scs.2021.103364,S2210670721006399,1,"[{'@_fa': 'true', 'affilname': 'Seoul National University of Science and Technology (SNUST)', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,103364,19700194105,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85116840980', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85116840980?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85116840980&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85116840980&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85116840980,SCOPUS_ID:85116840980,2-s2.0-85116840980,Toward a Social Media Emergency Events Detection Based on Supervised Learning,Mendoza Y.,"Smart Innovation, Systems and Technologies",21903018,252,265-274,2022-01-01,2022,10.1007/978-981-16-4126-8_25,,0,"[{'@_fa': 'true', 'affilname': 'Universidad Técnica de Manabí', 'affiliation-city': 'Portoviejo', 'affiliation-country': 'Ecuador'}]",Book Series,cp,Conference Paper,,21100204111,0,False,21903026,,,,,"[{'@_fa': 'true', '$': '9789811641251'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115318213', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115318213?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115318213&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115318213&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115318213,SCOPUS_ID:85115318213,2-s2.0-85115318213,Detecting Presence of Masks and Violation of Social Distancing,Bansal D.,Lecture Notes in Networks and Systems,23673370,303 LNNS,67-73,2022-01-01,2022,10.1007/978-3-030-86223-7_7,,0,"[{'@_fa': 'true', 'affilname': 'Manipal University Jaipur', 'affiliation-city': 'Jaipur', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,23673389,,,,,"[{'@_fa': 'true', '$': '9783030862220'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115208089', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115208089?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115208089&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115208089&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115208089,SCOPUS_ID:85115208089,2-s2.0-85115208089,"International Conference on Intelligent and Fuzzy Systems, INFUS 2021",,Lecture Notes in Networks and Systems,23673370,308,,2022-01-01,2022,,,0,,Book Series,cr,Conference Review,,21100901469,0,False,23673389,,,,,"[{'@_fa': 'true', '$': '9783030855765'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115159773', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115159773?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115159773&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115159773&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115159773,SCOPUS_ID:85115159773,2-s2.0-85115159773,Agritech Startup Ecosystem in Ukraine: Ideas and Realization,Babenko V.,Lecture Notes in Networks and Systems,23673370,224,311-322,2022-01-01,2022,10.1007/978-981-16-2275-5_19,,1,"[{'@_fa': 'true', 'affilname': 'Kharkiv National University', 'affiliation-city': 'Kharkiv', 'affiliation-country': 'Ukraine'}]",Book Series,cp,Conference Paper,,21100901469,0,False,23673389,,,,,"[{'@_fa': 'true', '$': '9789811622748'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115121332', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115121332?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115121332&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115121332&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115121332,SCOPUS_ID:85115121332,2-s2.0-85115121332,K-Means Algorithm: An Unsupervised Clustering Approach Using Various Similarity/Dissimilarity Measures,Patel S.S.,Lecture Notes in Networks and Systems,23673370,213,805-813,2022-01-01,2022,10.1007/978-981-16-2422-3_63,,0,"[{'@_fa': 'true', 'affilname': 'Academy of Scientific and Innovative Research (AcSIR)', 'affiliation-city': 'Ghaziabad', 'affiliation-country': 'India'}, {'@_fa': 'true', 'affilname': 'CSIR-Central Electronics Engineering Research Institute', 'affiliation-city': 'Pilani', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,23673389,,,,,"[{'@_fa': 'true', '$': '9789811624216'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85115074442', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85115074442?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85115074442&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85115074442&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85115074442,SCOPUS_ID:85115074442,2-s2.0-85115074442,"International Conference on Intelligent and Fuzzy Systems, INFUS 2021",,Lecture Notes in Networks and Systems,23673370,307,,2022-01-01,2022,,,0,,Book Series,cr,Conference Review,,21100901469,0,False,23673389,,,,,"[{'@_fa': 'true', '$': '9783030856250'}]"
