abstract,doi,downloadUrl,id,title,publishedDate,publisher,journals,database,query_name,query_value
https://digitalrepository.unm.edu/abq_mj_news/2033/thumbnail.jp,,https://core.ac.uk/download/217542157.pdf,63472848,"albuquerque morning journal, 08-26-1914",1914-08-26T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The Summer 1991 edition of Taylor Magazine, published by Taylor University in Upland, Indiana.https://pillars.taylor.edu/tu_magazines/1076/thumbnail.jp",,https://core.ac.uk/download/229376044.pdf,67416481,taylor magazine (summer 1991),1991-07-01T08:00:00,Pillars at Taylor University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Human beings are social animals, not solitary ones. Morality is an instinct we have because it helps us socialize, live together harmoniously. This paper reviews how the evolution of morality and other mental functions associated with our survival and sociality gave rise to cultural behavior among the small groups of humans during the Palaeolithic period when the tribe was personified as a supernatural identity and guardian, a totem, an ancestor and ultimately a god. Loyalty to the tribe required loyalty to the tribal god representing the tribe. Preservation of the tribe meant mistrust of other tribes and their gods. The merging of small groups rendered obsolete the tribal, locally cultural conception of religion, but it persisted as monotheism in the imperial stage of society from about 2000 BC, becoming the world religions. Today’s empires are global, and a belief system modelled on local tribes in competition is naïve divisive. Out-group hatred is more of a threat than any in-group moral benefits, and they too are disappearing with the failure to preserve small group coherence, and justice and fairness in capitalist society. The moral failure of imperial religion on the urban and global scale is the “Death of God”. Humans now cannot afford the moral laziness of constantly appealing to a supernatural totem in an otherwise do-nothing religion. Imperial religion was and still is a tool of the political right, used to manipulate us. Yet Christ offered an ethical scheme that is essentially a practical morality of mutual lovingkindness which does not require a supernatural God. It is Secular Christianity, a world view any scientist and atheist could adopt without compromise, and most Christians should",,https://core.ac.uk/download/131182598.pdf,8873580,the natural history of secular christianity,,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"traduction anglaise Travis BruceGoverning Empire is a study, accompanied by a re-edition and a French translation, of maǧmūʿ Yaḥyá, the "" compendium of Yaḥyá "", manuscript 4752 in the Library ḥasaniyya in Rabat. This little volume, the surviving copy of which dates from the 16th-17th centuries, reproduces a formulary composed in the late 13th century by Yaḥyá al-Ḫaḏūǧ, a man of letters living at the time of the demise of the Almohad Empire in 1269. It contains 77 acts of appointment of provincial officials, governors, military chiefs, chiefs of Arab tribes, tax-collectors and judges, written between 1224 and 1269. Of this total, 73 acts (two of them identical) concern the Almohad Empire, especially the Maghrebian part, and four concern the anti-Almohad principality of Ibn Hūd al-Mutawakkil of Murcia (r. 1228-1238) in the Iberian Peninsula. The acts reproduced by Yaḥyá belong to the highly codified genre of chancery literature. Written most frequently in rhyming prose (saǧʿ) and intended for proclamation in the great mosques of the Empire, they obey rules of composition and follow rhetorical, syntactical and linguistic procedures which place them --as the compiler asserts-- in the sphere of the adab, that is literature, or more generally the culture of the ""man of good breeding"". Partaking of poetry, sermon, oratory, normative literature and religious discourse, the appointments reproduced there are the expression of a sovereign order, the Almohad imperial order, or the anti-Almohad order of the Hūdi principality of Murcia. Set down in writing and rendered anonymous through the quasi-systematic deletion of proper names, toponyms and dates, these acts were neutralized for the use of successive specialists in the language of power. Performative as they were, they came to be accepted as models and thus were absorbed into the ever-growing thesaurus of reference texts. This pragmatic collection is the last vestige of the most important indigenous authority in the history of the Maghreb. Governing Empire begins by retracing the political history of the Almohad Empire and the stages through which a territory and an authority were built up. It recalls the ideological, political and religious foundations which made Ibn Tūmart possible to unify the Maghreb and al-Andalus in the mid-12th century in the service of a dynasty of Berber origin. ʿAbd al-Mu'min (r. 1130-1162) and his descendants, the Mu'minids, mobilised the strength of the tribes of the time, Berber and Arab, to impose a dogma devised by the greatest of contemporary thinkers. Living witnesses of the islamization and arabization of the Maghreb, this dynasty resolved to reorganize the structures of power and authority to its own advantage. The Almohad sovereigns, who had assumed the title of Caliph in consonance with their pretension to guide all the peoples of Islam (umma), in the manner of the Muʿtazilite in 9th-century Iraq, claimed for themselves the authority to interpret divine law. To that end, jurists and wise men were separated from the interpretative process that the Malikite school had reserved to them since the 9th century, and they were reduced to judicial tasks or enrolled in the chancery services. The literature that the chancery produced, of which the manuscript presented, re-edited and translated here is one of the fundamental examples, plainly reveals this reversal of the relationships of authority between the religious knowledge of the ulemas and the political power of the caliphs. The organization of the ""compendium of Yaḥyá"", which is presented in the second part, throws light on the original ideological concepts predominating at the close of the Almohad era: thus, military and fiscal functions, which belong to the political order --governors, army generals, admirals of the fleet and tax collectors-- are clearly set apart from the judicial functions pertaining to the judges. Law-making devolved upon the sovereign, the sole authorized interpreter of divine law as embodied in the Qur'an and Tradition. The task of creating positive law thus rested entirely with the Caliph-imām, heir to the founder of the Almohad movement, Ibn Tūmart (d. 1130) -- the guide inspired by God, ""impeccable imām and acknowledged Mahdī"". The tasks assigned to the appointed functionaries, the counsels and orders given them, and the instructions addressed to subjects, all clearly reflect the organic conception of society and of imperial authority that characterized the Almohad ideology. That ideology was revolutionary inasmuch as it clearly departed from functionalist approaches, like that implicit in the al-Aḥkām al-Sulṭāniyya wa l-Wilāyat al-Dīniyya (""The Ordinances of Government"") of al-Māwardī (d. 1058). The careful edition and the French translation of Yaḥyá's formulary in the third part of Governing Empire give a good idea of the breadth of literary talent demanded of chancery secretaries, veritable craftsmen of language, simply to produce the decrees of power. The infinite stylistic and lexical variations combine adherence to rigid codes of chancery language with the kind of poetic and rhetorical innovations characteristic of great works of literature. This work on the language of power, at once laborious and skilled, bureaucratic and poetic, puts a voice to a specific authority --the authority of the Almohad caliphs, rooted in a particular time and place: the 13th-century Maghreb. The posthumous compilation of these performative utterances abstracts the language of power and sets Almohad history, dogma and order in the context of the corpus of timeless Islamic authorities. This formulary thus affords a glimpse of the specific nature of and the role played by administrative archives in the mediaeval Muslim world and throws light on the exceptional intricacy of Islamic imperial bureaucracies as exemplified by their chancery, the dīwān al-inšā', literally the ""bureau of creation""",10.1163/9789004239715,https://core.ac.uk/download/31525893.pdf,19480457,"governing the empire. provincial administration in the almohad caliphate (1224-1269): critical edition, translation, and study of manuscript 4752 of the ḥasaniyya library in rabat containing 77 taqādīm (""appointments"")",2012-01-01T00:00:00,'Brill',[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/abq_mj_news/4230/thumbnail.jp,,https://core.ac.uk/download/217547671.pdf,63476699,"albuquerque morning journal, 09-15-1907",1907-09-15T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Online tracking is the key enabling technology of modern online advertising. In the recently established model of real-time bidding (RTB), the web pages tracked by ad platforms are shared with advertising agencies (also called DSPs), which, in an auction-based system, may bid for user ad impressions. Since tracking data are no longer confined to ad platforms, RTB poses serious risks to privacy, especially with regard to user profiling, a practice that can be conducted at a very low cost by any DSP or related agency, as we reveal here. In this work, we illustrate these privacy risks by examining a data set with the real ad-auctions of a DSP, and show that for at least 55% of the users tracked by this agency, it paid nothing for their browsing data. To mitigate this abuse, we propose a system that regulates the distribution of bid requests (containing user tracking data) to potentially interested bidders, depending on their previous behavior. In our approach, an ad platform restricts the sharing of tracking data by limiting the number of DSPs participating in each auction, thereby leaving unchanged the current RTB architecture and protocols. However, doing so may have an evident impact on the ad platform’s revenue. The proposed system is designed accordingly, to ensure the revenue is maximized while the abuse by DSPs is prevented to a large degree. Experimental results seem to suggest that our system is able to correct misbehaving DSPs, and consequently enhance user privacy.Peer ReviewedPostprint (author's final draft",10.1016/j.engappai.2019.03.013,https://core.ac.uk/download/200845411.pdf,58983389,on the regulation of personal data distribution in online advertising platforms,2019-03-01T00:00:00,'Elsevier BV',"[{'title': 'Engineering Applications of Artificial Intelligence', 'identifiers': ['issn:0952-1976', '0952-1976']}]",core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/abq_mj_news/1789/thumbnail.jp,,https://core.ac.uk/download/217536305.pdf,63468408,"albuquerque morning journal, 12-25-1922",1922-12-25T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The chapter explores the reasons for the colour revolutions’ successes and failures in the post-Soviet space.  The article starts with an overview on the colour movement from

the first stirrings to the present day. We then propose criteria that will be applied to our analysis, constructed on five variables. The factual analysis of individual countries that follows is built around these five variables",10.13109/9783666369117.63,https://core.ac.uk/download/11309303.pdf,4766509,"from roses to bullets: the rise and decline of

post-soviet colour revolutions",2009-01-01T00:00:00,"'Vandenhoeck & Ruprecht GmbH & Co, KG'",[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://openriver.winona.edu/winonadailynews/2246/thumbnail.jp,,https://core.ac.uk/download/322565249.pdf,85659980,winona daily news,1973-04-13T09:00:00,OpenRiver,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"LYRASIS Members and Sloan FoundationCollege of William and Mary, Earl Gregg Swem Librar",,https://core.ac.uk/download/10652390.pdf,12798051,southern planter,1909-01-01T00:00:00,The Southern Planter Publishing Company,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Senior Project submitted to The Division of Social Studies of Bard College,,https://core.ac.uk/download/519815921.pdf,131103788,pouring the tea at yum cha: redefining chinatown’s boundaries during covid-19,2021-01-01T08:00:00,Bard Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/tucumcari_news/1187/thumbnail.jp,,https://core.ac.uk/download/217586227.pdf,63505546,"tucumcari news times, 12-09-1915",1915-12-09T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://dc.suffolk.edu/journal/1503/thumbnail.jp,,https://core.ac.uk/download/480665800.pdf,122852952,"suffolk journal, vol. 69, no. 11, 11/19/2008",2008-01-01T08:00:00,Digital Collections @ Suffolk,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/lvdo_news/4166/thumbnail.jp,,https://core.ac.uk/download/217605764.pdf,63521055,"las vegas optic, 02-03-1912",1912-02-03T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Detailed report on the efforts by the US government to manage Indian affairs, educate the Indians, and legislation regarding the Indians. In part, issues covered relate to employees, farming, health, schools, specific tribes, irrigation, forestry, minerals, supplies, finances, and statistics.https://digitalcommons.csumb.edu/hornbeck_usa_2_e/1037/thumbnail.jp",,https://core.ac.uk/download/229519794.pdf,67507796,1918 - report of the commissioner of indian affairs for 1918,2017-05-03T08:00:00,Digital Commons @ CSUMB,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Program for the 2009 Fall Florida International University Commencement.https://digitalcommons.fiu.edu/commencement_programs/1007/thumbnail.jp,,https://core.ac.uk/download/343942096.pdf,40194080,2009 fall florida international university commencement,2009-12-14T08:00:00,FIU Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/lvdo_news/2968/thumbnail.jp,,https://core.ac.uk/download/217605447.pdf,63520633,"las vegas optic, 04-12-1913",1913-04-12T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1896/1187/thumbnail.jp,,https://core.ac.uk/download/270231643.pdf,75588940,"portland daily press: august 6, 1896",1896-08-06T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/rj_1918/1004/thumbnail.jp,,https://core.ac.uk/download/230102214.pdf,68216272,"the republican journal: vol. 90, no. 5 - january 31,1918",1918-01-31T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1874/1119/thumbnail.jp,,https://core.ac.uk/download/230126053.pdf,68242031,"portland daily press: may 27,1874",1874-05-27T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/abq_mj_news/1567/thumbnail.jp,,https://core.ac.uk/download/217533463.pdf,63465577,"albuquerque morning journal, 05-17-1922",1922-05-17T09:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Student newspaper from December 9, 2013 entitled The Columbia Chronicle. This issue is 48 pages and is listed as Volume 49, Number 15. Cover story:  Columbia tuition hikes top national average, aid increases  Editor-in-Chief: Lindsey Woodshttps://digitalcommons.colum.edu/cadc_chronicle/1895/thumbnail.jp",,https://core.ac.uk/download/235199785.pdf,70677845,columbia chronicle (12/09/2013),2013-12-09T08:00:00,Digital Commons @ Columbia College Chicago,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/rj_1872/1014/thumbnail.jp,,https://core.ac.uk/download/230127130.pdf,68243095,"republican journal: vol. 42, no. 40 - april 11,1872",1872-04-11T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Influence of Germany\u27s Greatest Masters on the Musicl Art of the World
Weber\u27s Opera, Der Freischutz
Influence of the Folk-Song on German Musical Art (interview with Gustav Mahler)
Predominating Influence in the German Music of To-day
Some Important Things I Learned in Germany
Germany\u27s Remarkable System of Music Schools: Music Schools of Northern Germany
What is Expected of the Student in the German Music School
Important Observations Upon Piano Practice
Ten Vital Tests in Finishing a Piece
Some Facts about Sopranos
Singers Who Lost Their Voices
How to Study a Songhttps://digitalcommons.gardner-webb.edu/etude/1568/thumbnail.jp",,https://core.ac.uk/download/212809994.pdf,40301375,"volume 29, number 05 (may 1911)",1911-05-01T08:00:00,Digital Commons @ Gardner-Webb University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/sfnm_news/8250/thumbnail.jp,,https://core.ac.uk/download/217564497.pdf,63489354,"santa fe new mexican, 05-24-1909",1909-05-24T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The South Carolina Wildlife Magazines are published by the South Carolina Department of Natural Resources who are dedicated to educating citizens on the value, conservation, protection, and restoration of South Carolina's wildlife and natural resources. These magazines showcase the state’s natural resources and outdoor recreation opportunities by including articles and images of conservation, reflections and tales, field notes, recipes, and more. In this issue: Biosphere ; Books ; Readers' Forum ; Natural History: Eastern Mourning Dove ; Events ; A Tunnel Leading Nowhere ; The Forest Floor ; The Crouch Hop And Other Useful Outdoor Steps ; Best Friends ; Hard Harvest ; Before The Fall ; John's Island ; Getting The Most From Your Deer Rifle ; Field Trip ; Roundtable ; Ramblings",,https://core.ac.uk/download/543407851.pdf,130720973,"south carolina wildlife, september-october 1986",1985-10-01T01:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The Democratic Banner was a newspaper published weekly in Mount Vernon, Ohio. It later became the Mt Vernon Democratic Banner in December of 1853.https://digital.kenyon.edu/banner1888/1041/thumbnail.jp",,https://core.ac.uk/download/352908687.pdf,138131727,"mount vernon democratic banner march 15, 1888",1888-03-15T08:00:00,"Digital Kenyon: Research, Scholarship, and Creative Exchange",[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1900/1152/thumbnail.jp,,https://core.ac.uk/download/270230982.pdf,75588499,"portland daily press: june 28, 1900",1900-06-28T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"[4] p.  Accept the Truth Wherever Found - Do Right for the Sake of Right.  Newspaper published in Collegeville, Pa. Weekly. Contains local, national and international news, fiction and advertisements.https://digitalcommons.ursinus.edu/providence/1759/thumbnail.jp",,https://core.ac.uk/download/323044647.pdf,85851896,"providence independent, v. 19, thursday, march 29, 1894, [whole number: 980]",1894-03-29T08:00:00,,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/maine_woods_newspaper/1715/thumbnail.jp,,https://core.ac.uk/download/229713096.pdf,67613346,"maine woods: vol. 38, no. 31 february 24,1916 (local edition)",1916-02-24T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Published monthly in the interest of the students of St. Mary\u27s Institute. Contents include Essays, Editorials, Exchanges, Alumni Notes, University Chronicle, and Athletic Noteshttps://ecommons.udayton.edu/exponent/1044/thumbnail.jp",,https://core.ac.uk/download/519841158.pdf,125787814,the exponent,1907-03-01T08:00:00,eCommons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Historical Report on Fisheries . (Issued with Report of the Sec. of the Treasury. [676] Indian expenses, fiscal 1852",,https://core.ac.uk/download/217216110.pdf,63229652,report of the principal fisheries of the american seas: by lorenzo sabine. parts i-iv.,1852-12-10T07:52:58,University of Oklahoma College of Law Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/clovis_news/1394/thumbnail.jp,,https://core.ac.uk/download/217507499.pdf,63445021,"clovis news, 11-18-1920",1920-11-18T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalcommons.georgiasouthern.edu/bulloch-news-issues/1881/thumbnail.jp,,https://core.ac.uk/download/229198867.pdf,67491909,bulloch times and statesboro news,1919-05-15T08:00:00,Digital Commons@Georgia Southern,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1872/1022/thumbnail.jp,,https://core.ac.uk/download/230096829.pdf,68212269,"portland daily press:  may 11,1872",1872-05-11T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1886/1119/thumbnail.jp,,https://core.ac.uk/download/230155096.pdf,132892181,"portland daily press: may 21,1886",1886-05-21T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1895/1081/thumbnail.jp,,https://core.ac.uk/download/270231929.pdf,75589247,"portland daily press: november 22, 1895",1895-11-22T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/rj_1900/1022/thumbnail.jp,,https://core.ac.uk/download/230118919.pdf,68235103,"the republican journal: vol. 72, no. 23 - june 07,1900",1900-06-07T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1900/1115/thumbnail.jp,,https://core.ac.uk/download/270230945.pdf,75588284,"portland daily press: may 16, 1900",1900-05-16T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1886/1190/thumbnail.jp,,https://core.ac.uk/download/230156747.pdf,68262039,"portland daily press:  august 14,1886",1886-08-14T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1874/1079/thumbnail.jp,,https://core.ac.uk/download/230125927.pdf,68241822,"portland daily press: april 04,1874",1874-04-04T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1886/1117/thumbnail.jp,,https://core.ac.uk/download/230155080.pdf,68259921,"portland daily press: may 19,1886",1886-05-19T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1895/1082/thumbnail.jp,,https://core.ac.uk/download/270231930.pdf,75589530,"portland daily press: november 23, 1895",1895-11-23T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalrepository.unm.edu/sjc_index_news/1090/thumbnail.jp,,https://core.ac.uk/download/217613503.pdf,63526571,"san juan county index, 01-18-1901",1901-01-18T08:00:00,UNM Digital Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
The University of Richmond\u27s Alumni Magazine was first published as The Alumni Bulletin in 1936 and continues to this day as the University of Richmond Magazine,,https://core.ac.uk/download/482110137.pdf,120119497,"university of richmond magazine, spring/summer 2021",2021-04-01T08:00:00,UR Scholarship Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Based on a decade’s worth of service-learning trips to Lesotho, this paper focuses on the role of nightly discussion sessions in achieving our learning goals. It also examines how we carried out our community-service projects in conjunction with class material to help students move past negative stereotypes and objectification of the Basotho (an ethnic group whose ancestors have lived in southern Africa since around the fifth century) toward a greater understanding of the Basotho as people. During our community service, students often expressed feelings of pity for the Basotho as well as a sense of frustration at why they do not do more to help themselves. This paper will also address how the trip helps students move from feelings of pity to that of empathy, as well as creating an environment that helps break down the barriers between those performing community service and the communities they are working with",,https://core.ac.uk/download/236075939.pdf,71161308,from the field: can our service change us? bringing the classroom to service learning in the southern african kingdom of lesotho,2019-07-09T17:52:21,Nighthawks Open Institutional Repository,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1880/1280/thumbnail.jp,,https://core.ac.uk/download/230133236.pdf,68249222,"portland daily press:  october 04,1880",1880-10-04T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"The student newspaper for the College of the Holy Cross in Worcester, Massachusetts. Articles include coverage of campus events and issues, sports, editorials and special features.https://crossworks.holycross.edu/crusader/3288/thumbnail.jp",,https://core.ac.uk/download/617861570.pdf,158017518,"crusader, february 25, 2011",2011-02-25T08:00:00,CrossWorks,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
Table of Contents:   Alumnae Council Adjourns Declaring Session a Success  Quality Street  Cast Tentatively Chosen Academic Costumes Follow Rigid Code Many Institutions Send Delegates to Ceremonies New Curriculum Plan Announced for 1934-35 Dr. Randolph Inaugurated With Impressive Ceremonies Student Forum Will Our Theatre Progress? Sophomores to Sponsor Dance on April 21st Disarmament Discussed at I.R.C. Meeting Book Club Announces Month\u27s New Books Many Institutions Send Delegates to Ceremonies Society Y.W.C.A. Brings Dr. Gilkey Here for Lecture Series Campus Crumbs Athletics Had Quaint Origin and Customs on Campus Dr. MacCracken Speaks on  Three Values  Anna MacDonald Gives Outstanding Recital Alumnae News Athleticshttps://digitalcommons.hollins.edu/newspapers/1324/thumbnail.jp,,https://core.ac.uk/download/590002846.pdf,151304693,student life (1934 mar 1),1934-03-01T08:00:00,Hollins Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1892/1170/thumbnail.jp,,https://core.ac.uk/download/230333494.pdf,132782222,"portland daily press: may 18,1892",1892-05-18T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
The complete issue of Intertext 25 (2017),,https://core.ac.uk/download/215709558.pdf,77269393,intertext 2017 — complete issue,2017-01-01T08:00:00,SURFACE at Syracuse University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1897/1024/thumbnail.jp,,https://core.ac.uk/download/287211609.pdf,77879310,"portland daily press: january 29, 1897",1897-01-29T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1900/1109/thumbnail.jp,,https://core.ac.uk/download/270230939.pdf,75588698,"portland daily press: may 9, 1900",1900-05-09T08:00:00,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Black Ice, a publication of the BSU, features art, essays, fashion, humor, poetry, photography, stories rants, and much more",,https://core.ac.uk/download/216862287.pdf,63010169,"black ice, volume 4: a year of activism",2015-04-01T08:00:00,Sound Ideas,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"I Have Taught Myself to Sing
Learning How to Sing
Candid Musical Snapshots of Post-War Europe
Backstage With a Concert Tuner
Pennsylvania\u27s Colonial Influence on American Musical History, Part 1
New Music for an Ancient Land
Singing Builds Character
Playing by Touch
Keeping Up Mendelssohn
Advancing the \u27Cello Section, Part 1
Bands: Past—Present—Future
Chamber Music and Its Role in Musical Education
Master Painter on Masters of Music
Imagination and Technique (interview with Jésus Maria Sanromá)https://digitalcommons.gardner-webb.edu/etude/1175/thumbnail.jp",,https://core.ac.uk/download/84458068.pdf,40300324,"volume 66, number 02 (february 1948)",1948-02-01T08:00:00,Digital Commons @ Gardner-Webb University,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
https://digitalmaine.com/pdp_1868/1320/thumbnail.jp,,https://core.ac.uk/download/230125522.pdf,137117427,"portland daily press: november 11,1868",1868-11-11T07:52:58,Digital Maine,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Vol. 79, No. 15https://openprairie.sdstate.edu/collegian_1970-1979/1061/thumbnail.jp",,https://core.ac.uk/download/580102159.pdf,148701227,"sdsu collegian, january 20, 1971",1971-01-20T09:00:00,Open PRAIRIE: Open Public Research Access Institutional Repository and Information Exchange,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
"Welcome Center .......................4
Spotlight on business ...............5
Hazard Pay ................................5
Community Food Center ........7
Poem by Nyamuon Nguany
Machar .......................................8
Fufu & Math ........................... 14
Legislative Update ..................15
Singer Clarisse Karasira ........37
DEI/Lewiston............................ 3
Translations French ......................9/13
Swahili ....................10/13
Somali ...............11/13/36
Kinyarwanda .........12/32
Portuguese .............30/32
Spanish ...................31/32
Health&Wellness. ..............20-27
Nutritious eating
In English & translation
Columns New Voices ................8/34/35
Professional Development ... 7
Ask the District Attorney....16
Bureau of Motor Vehicles ...16
Ask the Doctor ....................19
Finance ................................. 33
Community organizations. 28
Beautiful Blackbird .............18
Let’s Talk ...............................35
Maine Immigration .............36
Iraqi immigration freeze ....39https://digitalcommons.usm.maine.edu/samgen_amjambo/1046/thumbnail.jp",,https://core.ac.uk/download/555363415.pdf,140123270,amjambo africa! (march 2022),2022-03-01T08:00:00,USM Digital Commons,[],core,architecture,'architecture' AND ('generative ai' OR 'artificial intelligence') AND 'public sector' AND 'public value'
