id,datePublished,description,journals,publisher,title,doi,downloadUrl,database
102830103,2015-10-24,,INAOE at CLEF 2006: Experiments in Spanish Question Answering,,,"This paper describes the system developed by the Language Technologies Lab at INAOE for the Spanish Question Answering task at CLEF 2006. The presented system is centered in a full data-driven architecture that uses machine learning and text mining techniques to identify the most probable answers to factoid and definition questions respectively. Its major quality is that it mainly relies on the use of lexical information and avoids applying any complex language processing re-source such as named entity classifiers, parsers or ontologies. Experimental results show that the proposed architecture can be a practical solution for monolingual question answering reaching an answer precision as high as 51%. ",,core
103223001,2015-11-04,,Can we beat Hadamard multiplexing? Data driven design and analysis for computational imaging systems,,,"Computational Imaging (CI) systems that exploit opti-cal multiplexing and algorithmic demultiplexing have been shown to improve imaging performance in tasks such as motion deblurring, extended depth of field, light field and hyper-spectral imaging. Design and performance analysis of many of these approaches tend to ignore the role of im-age priors. It is well known that utilizing statistical image priors significantly improves demultiplexing performance. In this paper, we extend the Gaussian Mixture Model as a data-driven image prior (proposed by Mitra et. al [19]) to under-determined linear systems and study compressive CI methods such as light-field and hyper-spectral imaging. Further, we derive a novel algorithm for optimizing multi-plexing matrices that simultaneously accounts for (a) sen-sor noise (b) image priors and (c) CI design constraints. We use our algorithm to design data-optimal multiplexing matrices for a variety of existing CI designs, and we use these matrices to analyze the performance of CI systems as a function of noise level. Our analysis gives new insight into the optimal performance of CI systems, and how this relates to the performance of classical multiplexing designs such as Hadamard matrices. 1",,core
154654446,2014,Hindawi,Metric learning method aided data-driven design of fault detection systems,10.1155/2014/974758,,"Published version of an article in the journal: Mathematical Problems in Engineering. Also available from the publisher at: http://dx.doi.org/10.1155/2014/974758Fault detection is fundamental to many industrial applications. With the development of system complexity, the number of sensors is increasing, which makes traditional fault detection methods lose efficiency. Metric learning is an efficient way to build the relationship between feature vectors with the categories of instances. In this paper, we firstly propose a metric learning-based fault detection framework in fault detection. Meanwhile, a novel feature extraction method based on wavelet transform is used to obtain the feature vector from detection signals. Experiments on Tennessee Eastman (TE) chemical process datasets demonstrate that the proposed method has a better performance when comparing with existing methods, for example, principal component analysis (PCA) and fisher discriminate analysis (FDA). © 2014 Guoyang Yan et al",,core
37025795,2015-01-01T08:00:00,'Sociological Research Online',Mesoscalarity: data polities and designed engagement,,,"The presentation will focus on three concepts for data-driven design which have emerged from research for PetaJakarta.org. We will outline the concept of mesoscalarity as a means to both describe and analyze the integrative approach to \u27big data\u27 (spatio-temporal data mining), \u27big crowdsourcing\u27 (interventive operations within data mining processes), and \u27small data\u27 (community-led data collection efforts). We will elaborate the concept of data polities by considering how design-driven institutional ethnography can locate potentials for organizations of various scales and capacities to reimagine the role of data collection and analysis as a means to enable institutional transformation, collaboration, and adaptation. We will consider how designed engagement enables both the formation and study of data polities while demanding a lithe, adaptive comportment to mesoscalarity and transferability across domains, geographies, and ecologies of practice",,core
76531788,2016,Elsevier,Data-driven design of two degree-of-freedom nonlinear controllers: The D2-IBC approach,10.1016/j.automatica.2016.05.010,,"In this paper, we introduce and discuss the Data-Driven Inversion-Based Control (D2-IBC) method for nonlinear control system design. The method relies on a two degree-of-freedom architecture, with a nonlinear controller and a linear controller running in parallel, and does not require any detailed physical knowledge of the plant to control. Specifically, we use input/output data to synthesize the controller by employing convex optimization tools. We show the effectiveness of the proposed approach on a benchmark simulation example, regarding control of the Duffing system",,core
278350940,2014,Hindawi Limited,Metric Learning Method Aided Data-Driven Design of Fault Detection Systems,10.1155/2014/974758,http://doi.org/10.1155/2014/974758,,,core
192646032,2014,Hindawi Limited,Metric Learning Method Aided Data-Driven Design of Fault Detection Systems,10.1155/2014/974758,https://core.ac.uk/download/pdf/192646032.pdf,,,core
44429965,2014-01-01T00:00:00,'Springer Science and Business Media LLC',Data-driven design of fault diagnosis systems: nonlinear multimode processes,10.1007/978-3-658-05807-4,,"In many industrial applications early detection and diagnosis of abnormal behavior of the plant is of great importance. During the last decades, the complexity of process plants has been drastically increased, which imposes great challenges in development of model-based monitoring approaches and it sometimes becomes unrealistic for modern large-scale processes. The main objective of Adel Haghani Abandan Sari is to study eﬃcient fault diagnosis techniques for complex industrial systems using process historical data and considering the nonlinear behavior of the process. To this end, diﬀerent methods are presented to solve the fault diagnosis problem based on the overall behavior of the process and its dynamics. Moreover, a novel technique is proposed for fault isolation and determination of the root-cause of the faults in the system, based on the fault impacts on the process measurements. Contents Process monitoring Fault diagnosis and fault-tolerant control Data-driven approaches and decision making Target Groups Graduate students and scientists of automatic control and process engineering Engineers in field of process control and monitoring, mechatronic About the Author Adel Haghani Abandan Sari is research assistant with Institute of Automation, university of Rostock. His research interests include data-driven process monitoring and fault-tolerant control with focus on large-scale industrial processes",,core
477983150,2014-11-06T00:00:00,,Dynamics of Data-Driven Design,10.7480/footprint.8.2,,"Digital technology has introduced in the last decades data-driven representational and generative methodologies based on principles such as parametric definition and algorithmic processing. In this context, the 15th Footprint issue examines the development of data-driven techniques such as digital drawing, modelling, and simulation with respect to their relationship to design.The dynamics between data-driven processes and design, as well as the impact of these processes on artistic and architectural production, is addressed in 5 papers from authors with diverse backgrounds in media studies, art, and architecture. From theoretical explorations discussing cultural swarming techniques and data-driven design representation and materialisation aspects to practical (artistic and architectural) experimentation, this issue indicates the increasing convergence of computational and material systems. Furthermore, it addresses the generation of multiple, emergent results from one and the same computational representation – results that may be realized virtually at the level of design conceptualization, physically at the level of production, and even operationally at the level of artefact or building use where users or the environment contribute to the emergence of multiple physical configurations and outcomes. Data-driven design thereby establishes an unprecedented design to production to operation feedback loop.ISBN 978-90-8594-056-2History & Complexit",,core
268414386,2014-11-06T00:00:00,Delft University of Technology,Intersecting Knowledge Fields and Integrating Data-Driven Computational Design en Route to Performance-Oriented and Intensely Local Architectures,10.7480/footprint.8.2.812,https://core.ac.uk/download/268414386.pdf,"This paper discusses research by design efforts in architectural education, focused on developing concepts and methods for the design of performance-oriented and intensely local architectures. The pursued notion of performance foregrounds the interaction between a given architecture and its local setting, with consequences not only for the design product but also for the related processes by which it is generated. Integrated approaches to data-driven computational design serve to generate such designs. The outlined approach shifts the focus of design attention away from the delivery of finite architectural objects and towards an expanded range of architecture-environment interactions that are registered, instrumentalised and modulated over time. This paper examines ongoing efforts in integrating specific architectural goals and approaches, computational data-driven design methods and generative design processes, based on a range of context-specific and often real-time data sets. The work discussed is produced in the context of the Research Centre for Architecture and Tectonics (RCAT) and the Advanced Computational Design Laboratory (ACDL) at the Oslo School of Architecture and Design",,core
150509533,2014-09-11T02:50:58Z,,A Data-Driven Design Evaluation Tool for Handheld Device Soft Keyboards,10.1371/journal.pone.0107070,,"<div><p>Thumb interaction is a primary technique used to operate small handheld devices such as smartphones. Despite the different techniques involved in operating a handheld device compared to a personal computer, the keyboard layouts for both devices are similar. A handheld device keyboard that considers the physical capabilities of the thumb may improve user experience. We developed and applied a design evaluation tool for different geometries of the QWERTY keyboard using a performance evaluation model. The model utilizes previously collected data on thumb motor performance and posture for different tap locations and thumb movement directions. We calculated a performance index (PI<sub>TOT</sub>, 0 is worst and 2 is best) for 663 designs consisting in different combinations of three variables: the keyboard's radius of curvature (R) (mm), orientation (O) (°), and vertical location on the screen (L). The current standard keyboard performed poorly (PI<sub>TOT</sub> = 0.28) compared to other designs considered. Keyboard location (L) contributed to the greatest variability in performance out of the three design variables, suggesting that designers should modify this variable first. Performance was greatest for designs in the middle keyboard location. In addition, having a slightly upward curve (R = −20 mm) and orientated perpendicular to the thumb's long axis (O = −20°) improved performance to PI<sub>TOT</sub> = 1.97. Poorest performances were associated with placement of the keyboard's spacebar in the bottom right corner of the screen (e.g., the worst was for R = 20 mm, O = 40°, L =  Bottom (PI<sub>TOT</sub> = 0.09)). While this evaluation tool can be used in the design process as an ergonomic reference to promote user motor performance, other design variables such as visual access and usability still remain unexplored.</p></div",,core
91717385,2014-11-01T00:00:00Z,Jap Sam Books,Data-Driven Design to Production and Operation,10.7480/footprint.8.2.807,,"<p>Digital technology has introduced in the last decades data-driven representational and generative methodologies based on principles such as parametric definition and algorithmic processing. In this context, the 15th Footprint issue examines the development of data-driven techniques such as digital drawing, modelling, and simulation with respect to their relationship to design. The data propelling these techniques may consist of qualitative or quantitative values and relations that are algorithmically processed. However, the focus here is not on each technique and its respective representational and generative aspects, but on the interface between these techniques and design conceptualisation, materialization, and use.</p","[{'title': None, 'identifiers': ['issn:1875-1490', '1875-1490', '1875-1504', 'issn:1875-1504']}]",core
268414381,2014-11-06T00:00:00,Delft University of Technology,Data-Driven Design to Production and Operation,10.7480/footprint.8.2.807,https://core.ac.uk/download/268414381.pdf,"Digital technology has introduced in the last decades data-driven representational and generative methodologies based on principles such as parametric definition and algorithmic processing. In this context, the 15th Footprint issue examines the development of data-driven techniques such as digital drawing, modelling, and simulation with respect to their relationship to design. The data propelling these techniques may consist of qualitative or quantitative values and relations that are algorithmically processed. However, the focus here is not on each technique and its respective representational and generative aspects, but on the interface between these techniques and design conceptualisation, materialization, and use",,core
33243526,2014-11-30T00:00:00,"TU Delft, Stichting Footprint",Introduction: Data-Driven Design to Production and Operation,,,Architectural Engineering +TechnologyArchitecture and The Built Environmen,,core
33237012,2014-04-22T00:00:00,Bertalanffy Center for the Study of Systems Science (BCSSS),Data-driven architectural production and operation,,,"Data-driven architectural production and operation as explored within Hyperbody rely heavily on system thinking implying that all parts of a system are to be understood in relation to each other. These relations are increasingly established bi-directionally so that data-driven architecture is not only produced (created or designed and fabricated) by digital means but also is incorporating digital, sensing-actuating mechanisms that enable real-time interaction with (natural and artificial) environments and users. Data-driven architectural production and operation exploit, in this context, the generative potential of process-oriented approaches wherein interactions between (human and non-human) agents and their (virtual and physical) environments have emergent properties that enable proliferation of hybrid architectural ecologies.Architectural Engineering +TechnologyArchitecture and The Built Environmen",,core
23936936,2014-02-04,,THE MURASAKI PROJECT: MULTILINGUAL NATURAL LANGUAGE UNDERSTANDING,,,"This paper describes a multilingual data extraction system under development for the Department of Defense (Do[)). The system, called Murasa.ki, processes Spanish and Japanese newspaper articles reporting AIDS disease statistics. Key to Murasaki&apos;s design is its language-independent and domain-independent architecture. The system consists of shared processing modules across the three languages it currently handles (English, Japanese, and Spanish), shared general and domain-specific knowledge bases, and separate data modules for language-specific knowledge such as grammars, lexicons, morphological data and discourse data. This data-driven architecture is crucial to the success of Murasaki as a languageindependent system; extending Murasaki to additional languages can be done for the most part merely by adding new data. Some of the data can be added with user-friendly tools, others by exploiting existing on-line data or by deriving relevant data from corpora. I",,core
272083948,2016,MDPI AG,Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
274741163,2016,MDPI AG,Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
265463060,2014,Hindawi Limited,Metric Learning Method Aided Data-Driven Design of Fault Detection Systems,10.1155/2014/974758,http://doi.org/10.1155/2014/974758,,,core
108713964,2016-10-01,,Soft Sensor Design for Estimation of SOFC Stack Temperatures and Oxygen-to-Carbon Ratio,,,"The life span of a solid oxide fuel cell (SOFC) stack depends on several factors, such as internal stack temperature and temperature gradients as well as the fuel gas oxygen-to-carbon (O/C) ratio. An excessive stack temperature generally accelerates the degradation, while large temperature gradients across the stack cause thermal stress, which leads to delamination. Too low O/C ratio inflicts carbon deposition, which quickly leads to stack breakage. Therefore, monitoring of these variables is of vital importance. Although direct sensing of temperatures within the stack as well as fuel gas composition in fuel stream is feasible, it is not desirable due to increased equipment cost. In this paper a data-driven design of soft sensors for minimal and maximal stack temperatures as well as the O/C ratio is presented. Dynamic and static models for stack temperature are identified from data and their performance is compared. The dynamic model is derived by means of the subspace identification, which results in a causal state-space model. The non-causal static model assumes that a combination of process variables at the stack inlet and outlet describe its internal condition. The estimator of O/C ratio is based on static relationships. The soft sensors are designed in such a way that adding extra inputs to the model yields no further increase in accuracy of the estimates. The empirical data required for modelling were obtained from a SOFC power generating unit. The results show that the reconstruction of all the relevant variables can be accomplished by simple linear regression models",,core
84891478,2014-01-01T00:00:00,'Hindawi Limited',Metric learning method aided data-driven design of fault detection systems,10.1155/2014/974758,,"Fault detection is fundamental to many industrial applications. With the development of system complexity, the number of sensors is increasing, which makes traditional fault detection methods lose efficiency. Metric learning is an efficient way to build the relationship between feature vectors with the categories of instances. In this paper, we firstly propose a metric learning-based fault detection framework in fault detection. Meanwhile, a novel feature extraction method based on wavelet transform is used to obtain the feature vector from detection signals. Experiments on Tennessee Eastman (TE) chemical process datasets demonstrate that the proposed method has a better performance when comparing with existing methods, for example, principal component analysis (PCA) and fisher discriminate analysis (FDA). © 2014 Guoyang Yan et al",,core
100097070,2014-12-01,,Data Driven Fault Detection and Isolation of a Wind Turbine Benchmark,,,"Abstract: This paper investigates data-driven fault detection and isolation (FDI) designs for a wind turbine benchmark problem. The benchmark is described by a SimuLink model, which contains nonlinear lookup tables and unknown wind disturbances. Based on classical FDI design methods, a linearization of the SimuLink model into a standard state-space form and describing the linearization errors as perturbations may be necessary. To avoid these difficult modeling procedures, this paper applies a data-driven design method, which produces FDI filters directly based on the simulated data from the benchmark SimuLink model. The fixed-value sensor faults therein are especially targeted. Moreover, we develop in this paper a new data-driven fault isolation scheme, via exploiting hardware redundancy in a plant. Based on this, a bank of robust data-driven detection filters are designed for the benchmark and implemented in parallel. The simulation results show the effectiveness of the applied data-driven scheme",,core
105959528,2016-09-12,,2013a) ‘Automatically recognizing facial indicators of frustration: a learning-centric analysis,,,"Abstract—Affective and cognitive processes form a rich substrate on which learning plays out. Affective states often influence progress on learning tasks, resulting in positive or negative cycles of affect that impact learning outcomes. Developing a detailed account of the occurrence and timing of cognitive-affective states during learning can inform the design of affective tutorial interventions. In order to advance understanding of learning-centered affect, this paper reports on a study to analyze a video corpus of computer-mediated human tutoring using an automated facial expression recognition tool that detects fine-grained facial movements. The results reveal three significant relationships between facial expression, frustration, and learning: 1) Action Unit 2 (outer brow raise) was negatively correlated with learning gain, 2) Action Unit 4 (brow lowering) was positively correlated with frustration, and 3) Action Unit 14 (mouth dimpling) was positively correlated with both frustration and learning gain. Additionally, early prediction models demonstrated that facial actions during the first five minutes were significantly predictive of frustration and learning at the end of the tutoring session. The results represent a step toward a deeper understanding of learning-centered affective states, which will form the foundation for data-driven design of affective tutoring systems. Keywords—affect; frustration; learning; computer-mediated tutoring; facial expression recognition; facial action units; intensity I",,core
265511201,2014,Hindawi Limited,Metric Learning Method Aided Data-Driven Design of Fault Detection Systems,10.1155/2014/974758,http://doi.org/10.1155/2014/974758,,,core
205387683,2014,Hindawi Limited,Metric Learning Method Aided Data-Driven Design of Fault Detection Systems,10.1155/2014/974758,https://core.ac.uk/download/pdf/205387683.pdf,,,core
234911081,2016,'Elsevier BV',Data-driven design of two degree-of-freedom nonlinear controllers: The D2-IBC approach,10.1016/j.automatica.2016.05.010,,"In this paper, we introduce and discuss the Data-Driven Inversion-Based Control (D2-IBC) method for nonlinear control system design. The method relies on a two degree-of-freedom architecture, with a nonlinear controller and a linear controller running in parallel, and does not require any detailed physical knowledge of the plant to control. Specifically, we use input/output data to synthesize the controller by employing convex optimization tools. We show the effectiveness of the proposed approach on a benchmark simulation example, regarding control of the Duffing system",,core
84072493,2016-01-01T00:00:00,'Elsevier BV',Online estimation of internal stack temperatures in solid oxide fuel cell power generating units,10.1016/j.jpowsour.2016.10.070,,"Thermal stress is one of the main factors affecting the degradation rate of solid oxide fuel cell (SOFC) stacks. In order to mitigate the possibility of fatal thermal stress, stack temperatures and the corresponding thermal gradients need to be continuously controlled during operation. Due to the fact that in future commercial applications the use of temperature sensors embedded within the stack is impractical, the use of estimators appears to be a viable option. In this paper we present an efficient and consistent approach to data-driven design of the estimator for maximum and minimum stack temperatures intended (i) to be of high precision, (ii) to be simple to implement on conventional platforms like programmable logic controllers, and (iii) to maintain reliability in spite of degradation processes. By careful application of subspace identification, supported by physical arguments, we derive a simple estimator structure capable of producing estimates with 3% error irrespective of the evolving stack degradation. The degradation drift is handled without any explicit modelling. The approach is experimentally validated on a 10&nbsp;kW SOFC system",,core
323101520,2016-01-01T00:00:00,University of Liverpool London Campus,Intelligent Data Driven Futures,,https://core.ac.uk/download/323101520.pdf,"As data-driven approaches are introducing and establishing a new set of economic, social and cultural values, we have started to question some of our age old assumptions, conceptions and practices about our built habitat. One of the most profound implications is the transformation of the AEC (Architecture, Engineering and Construction) industry from a document based to an information based business. Both the impact and scale of this transformation will become more dramatic with the increase in global data traﬃc two thirds of which is predicted to move on to cloud computing systems by 2016 (Cisco Global Cloud Index, 2011-2016). This implies the introduction of even more complex and diverse interactions (e.g. through internet of things) between buildings, infrastructures and humans. Such developments have already made significant impact in other industries and are likely to be a step change in how we build and operate in the near future. 
 
“Data” is not new to our industry, however what is new is the amount of data that is currently available to us and our improved capacity to share, capture, measure, compile, process and translate data into meaningful and actionable information. Although the potentials are vast, Architectural/Engineering practice and Construction sector are slow to adopt the data-driven approaches. 
 
The IDDF (Intelligent Data-Driven Design Futures) symposium brought together some of the world-leading thinkers, practitioners and innovators from the Built Environment and Urban Informatics research and practice to explore what “data-integrated” future might hold for our sector. The presentations and discussions challenged our “business as usual” mode of thinking and highlighted diverse insights and perspectives for more agile and adaptive solutions for the future, and in discovering sustainable modes of imagining, creating and working intelligently. With this document we aim to summarize the presentations and discussions, and highlight some of the diverse insights and perspectives we captured from this day-long symposiu",,core
253875660,2016,MDPI AG,Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
103150247,2015-11-03,,Second Level,,,"Part of the Architecture Commons This Article is brought to you for free and open access by the Architecture Program at DigitalCommons@University of Nebraska- Lincoln. It has been accepted for inclusion in Theses from the Architecture Program by an authorized administrator of DigitalCommons@University of Nebraska- Lincoln. Soflin, Zachary S., &quot;Data Driven Architecture &quot; (2012). Theses from the Architecture Program. Paper 134",,core
225891242,2014-01-01T00:00:00,'Hindawi Limited',Metric learning method aided data-driven design of fault detection systems,10.1155/2014/974758,https://core.ac.uk/download/225891242.pdf,"Published version of an article in the journal: Mathematical Problems in Engineering. Also available from the publisher at: http://dx.doi.org/10.1155/2014/974758Fault detection is fundamental to many industrial applications. With the development of system complexity, the number of sensors is increasing, which makes traditional fault detection methods lose efficiency. Metric learning is an efficient way to build the relationship between feature vectors with the categories of instances. In this paper, we firstly propose a metric learning-based fault detection framework in fault detection. Meanwhile, a novel feature extraction method based on wavelet transform is used to obtain the feature vector from detection signals. Experiments on Tennessee Eastman (TE) chemical process datasets demonstrate that the proposed method has a better performance when comparing with existing methods, for example, principal component analysis (PCA) and fisher discriminate analysis (FDA). © 2014 Guoyang Yan et al",,core
291668364,2016-01-01T00:00:00,'Academy of Traumatology',Data visualisation : a handbook for data driven design,,,"xvii, 347 p. : col. ill. ; 26 cm",,core
44526991,2016-01-01T00:00:00,'Springer Science and Business Media LLC',Design of video quality metrics with multi-way data analysis: a data driven approach,10.1007/978-981-10-0269-4,,"This book proposes a data-driven methodology using multi-way data analysis for the design of video-quality metrics. It also enables video- quality metrics to be created using arbitrary features. This data- driven design approach not only requires no detailed knowledge of the human visual system, but also allows a proper consideration of the temporal nature of video using a three-way prediction model, corresponding to the three-way structure of video. Using two simple example metrics, the author demonstrates not only that this purely data- driven approach outperforms state-of-the-art video-quality metrics, which are often optimized for specific properties of the human visual system, but also that multi-way data analysis methods outperform the combination of two-way data analysis methods and temporal pooling. ",,core
23886041,2014-01-31,,A NOVEL APPROACH LIVE STREAMING USING COOL STREAMING,,,"Abstract – A number of commercial peer-to-peer systems for live streaming have been introduced in recent years. The behavior of these popular systems has been extensively studied in several measurement papers. Due to the proprietary nature of these commercial systems, however, these studies have to rely on a “black-box” approach, where packet traces are collected from a single or a limited number of measurement points, to infer various properties of traffic on the control and data planes. Although such studies are useful to compare different systems from end-user’s perspective, it is difficult to intuitively understand the observed properties without fully reverse-engineering the underlying systems. In this paper we describe how cool streaming are used and We emphasize three salient features of this data-driven design: 1) easy to implement, as it does not have to construct and maintain a complex global structure; 2) efficient, as data forwarding is dynamically determined according to data availability while not restricted by specific directions; and 3) robust and resilient, as the partnerships enable adaptive and quick switching among multi-suppliers. Index Terms — IPTV, measurement, peer-to-peer technology, video streaming, live streaming, network architecture. I",,core
48841163,2015-03-19T07:00:00,ISU ReD: Research and eData,Unknown Threat Detection With Honeypot Ensemble Analsyis Using Big Datasecurity Architecture,,https://core.ac.uk/download/48841163.pdf,"The amount of data that is being generated continues to rapidly grow in size and complexity. Frameworks such as Apache Hadoop and Apache Spark are evolving at a rapid rate as organizations are building data driven applications to gain competitive advantages. Data analytics frameworks decomposes our problems to build applications that are more than just inference and can help make predictions as well as prescriptions to problems in real time instead of batch processes.
Information Security is becoming more important to organizations as the Internet and cloud technologies become more integrated with their internal processes. The number of attacks and attack vectors has been increasing steadily over the years. Border defense measures (e.g. Intrusion Detection Systems) are no longer enough to identify and stop attackers.
Data driven information security is not a new approach to solving information security; however there is an increased emphasis on combining heterogeneous sources to
gain a broader view of the problem instead of isolated systems. Stitching together multiple alerts into a cohesive system can increase the number of True Positives.
With the increased concern of unknown insider threats and zero-day attacks, identifying unknown attack vectors becomes more difficult. Previous research has shown that with as little as 10 commands it is possible to identify a masquerade attack against a user\u27s profile.
This thesis is going to look at a data driven information security architecture that relies on both behavioral analysis of SSH profiles and bad actor data collected from an SSH honeypot to identify bad actor attack vectors. Honeypots should collect only data from bad actors; therefore have a high True Positive rate. Using Apache Spark and Apache Hadoop we can create a real time data driven architecture that can collect and analyze new bad actor behaviors from honeypot data and monitor legitimate user accounts to create predictive and prescriptive models. Previously unidentified attack vectors can be cataloged for review",,core
155481047,2014,automatica,Data-driven realizations of kernel and image representations and their   application to fault detection and control system design,10.1016/j.automatica.2014.08.022,,"This paper deals with the data-driven design of observer-based fault detection and control systems. We first introduce the definitions of the data-driven forms of kernel and image representations. It is followed by the study of their identification. In the context of a fault-tolerant architecture, the design of observer-based fault detection, feed-forward and feedback control systems are addressed based on the data-driven realization of the kernel and image representations. Finally, the main results are demonstrated on the laboratory continuous stirred tank heater (CSTH) system. (C) 2014 Elsevier Ltd. All rights reserved.Automation &amp; Control SystemsEngineering, Electrical &amp; ElectronicSCI(E)EI1ARTICLEsteven.ding@uni-due.de; yy@mech.pku.edu.cn; yong.zhang@pku.edu.cn;   linlin.li@uni-due.de102615-26235","[{'title': None, 'identifiers': ['issn:0005-1098', '1873-2836', '0005-1098', 'issn:1873-2836']}]",core
240535816,2016-01-01T00:00:00,'MDPI AG',Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
240370126,2016-01-01T00:00:00,'MDPI AG',Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
274508839,2016,MDPI AG,Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
38536559,2014,Springer International Publishing Switzerland,Data-Driven Method for High Level Rendering Pipeline Construction,10.1007/978-3-319-08201-1_18,,"The paper describes a software methodology for the graphics pipeline extension. It is argued that common modern visualization techniques do not satisfy current visualization software development requirements adequately enough. The proposed approach is based on specialized formal language called visualization algebra. By invoking data-driven design principles inherited from the existing programmable pipeline technology, the technique has a potential to reduce visualization software development costs and build a way for further computer graphics pipeline automation",,core
89227610,2016-06-01T00:00:00Z,MDPI AG,Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,,"Data science or “data-driven research” is a research approach that uses real-life data to gain insight about the behavior of systems. It enables the analysis of small, simple as well as large and more complex systems in order to assess whether they function according to the intended design and as seen in simulation. Data science approaches have been successfully applied to analyze networked interactions in several research areas such as large-scale social networks, advanced business and healthcare processes. Wireless networks can exhibit unpredictable interactions between algorithms from multiple protocol layers, interactions between multiple devices, and hardware specific influences. These interactions can lead to a difference between real-world functioning and design time functioning. Data science methods can help to detect the actual behavior and possibly help to correct it. Data science is increasingly used in wireless research. To support data-driven research in wireless networks, this paper illustrates the step-by-step methodology that has to be applied to extract knowledge from raw data traces. To this end, the paper (i) clarifies when, why and how to use data science in wireless network research; (ii) provides a generic framework for applying data science in wireless networks; (iii) gives an overview of existing research papers that utilized data science approaches in wireless networks; (iv) illustrates the overall knowledge discovery process through an extensive example in which device types are identified based on their traffic patterns; (v) provides the reader the necessary datasets and scripts to go through the tutorial steps themselves","[{'title': None, 'identifiers': ['issn:1424-8220', '1424-8220']}]",core
91858780,2014-11-01T00:00:00Z,Jap Sam Books,Intersecting Knowledge Fields and Integrating Data-Driven Computational Design en Route to Performance-Oriented and Intensely Local Architectures,10.7480/footprint.8.2.812,,"<p>This paper discusses research by design efforts in architectural education, focused on developing concepts and methods for the design of performance-oriented and intensely local architectures. The pursued notion of performance foregrounds the interaction between a given architecture and its local setting, with consequences not only for the design product but also for the related processes by which it is generated. Integrated approaches to data-driven computational design serve to generate such designs. The outlined approach shifts the focus of design attention away from the delivery of finite architectural objects and towards an expanded range of architecture-environment interactions that are registered, instrumentalised and modulated over time. This paper examines ongoing efforts in integrating specific architectural goals and approaches, computational data-driven design methods and generative design processes, based on a range of context-specific and often real-time data sets. The work discussed is produced in the context of the Research Centre for Architecture and Tectonics (RCAT) and the Advanced Computational Design Laboratory (ACDL) at the Oslo School of Architecture and Design.</p","[{'title': None, 'identifiers': ['issn:1875-1490', '1875-1490', '1875-1504', 'issn:1875-1504']}]",core
100153622,2014-12-04,,Data Driven Design: Using Web Analytics to Improve Information Architectures,,,"Abstract — Web analytics, the practice of web traffic analysis, typically provides intelligence for marketers and executives responsible for proving Return On Investment (ROI). While valuable for proving ROI, web analytics ’ greatest potential lies in improving the online user experience. The use of web analytics to evaluate the online user experience is fueled by an increasing awareness of web analytics in general; however, the sharing of analytics data across units in an organization is not yet the business norm. When analytics data is shared with the design team, a subtler and more sophisticated user experience design can emerge. 1",,core
105895279,2016-09-11,,Four Chairs and All the Others- Eigenchair Data driven design,,,"Abstract. By contemplating on the Eigenchair project, we ponder upon strategies and concepts of designing by using information technologies. What are the potentials of data driven design? What happens with objects when they are abstracted and reduced to a set of data? The emphasis is no longer on the creation of physical objects, but on conceiving meta-objects in the possibility space. Furthermore, this enables us to manipulate with a whole population of objects, instead of a single object. How do we get this abstract system to relate to the real world? Information technologies have opened up a number of new ways of thinking about the world and the object and they, by far, surpassed the formally simplified expression in design and architecture. Based on intellectual heritage of history and culture, information technologies can, by utilizing and recycling various elements and information, explore the 21st century object",,core
248247648,2016,MDPI AG,Data-Driven Design of Intelligent Wireless Networks: An Overview and Tutorial,10.3390/s16060790,http://www.mdpi.com/1424-8220/16/6/790/pdf,,,core
