@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,pii,freetoread,freetoreadLabel,prism:isbn,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85086073869', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85086073869?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086073869&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086073869&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85086073869,SCOPUS_ID:85086073869,2-s2.0-85086073869,A machine learning method for vision-based unmanned aerial vehicle systems to understand unknown environments,Zhang T.,Sensors (Switzerland),14248220,,20,11,1-26,2020-06-01,1 June 2020,10.3390/s20113245,1,"[{'@_fa': 'true', 'affilname': 'Beihang University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,3245,130124,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,32517309
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85085607537', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85085607537?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085607537&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085607537&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85085607537,SCOPUS_ID:85085607537,2-s2.0-85085607537,Sensor-augmented neural adaptive bitrate video streaming on UAVs,Xiao X.,IEEE Transactions on Multimedia,15209210,19410077,22,6,1567-1576,2020-06-01,June 2020,10.1109/TMM.2019.2945167,17,"[{'@_fa': 'true', 'affilname': 'Wuhan National Laboratory for Optoelectronics', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Journal,ar,Article,8855031,16211,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85080895180', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85080895180?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85080895180&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85080895180&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0019057820300628'}",https://api.elsevier.com/content/abstract/scopus_id/85080895180,SCOPUS_ID:85080895180,2-s2.0-85080895180,Adaptive tracking control of an unmanned aerial system based on a dynamic neural-fuzzy disturbance estimator,Cervantes-Rojas J.S.,ISA Transactions,00190578,,101,,309-326,2020-06-01,June 2020,10.1016/j.isatra.2020.02.012,5,"[{'@_fa': 'true', 'affilname': 'Universidad Autónoma del Estado de Hidalgo', 'affiliation-city': 'Pachuca', 'affiliation-country': 'Mexico'}]",Journal,ar,Article,,29805,0,False,S0019057820300628,,,,32143852
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85076347474', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85076347474?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85076347474&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85076347474&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85076347474,SCOPUS_ID:85076347474,2-s2.0-85076347474,Real-time crack assessment using deep neural networks with wall-climbing unmanned aerial system,Jiang S.,Computer-Aided Civil and Infrastructure Engineering,10939687,14678667,35,6,549-564,2020-06-01,1 June 2020,10.1111/mice.12519,34,"[{'@_fa': 'true', 'affilname': 'Southeast University', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,,18144,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85086826882', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85086826882?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086826882&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086826882&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85086826882,SCOPUS_ID:85086826882,2-s2.0-85086826882,Multi-Scale Feature Fusion Based Adaptive Object Detection for UAV,Liu F.,Guangxue Xuebao/Acta Optica Sinica,02532239,,40,10,,2020-05-25,25 May 2020,10.3788/AOS202040.1015002,6,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,1015002,29717,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85074513481', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85074513481?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85074513481&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85074513481&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0925231219314420'}",https://api.elsevier.com/content/abstract/scopus_id/85074513481,SCOPUS_ID:85074513481,2-s2.0-85074513481,Visual Recognition of traffic police gestures with convolutional pose machine and handcrafted features,He J.,Neurocomputing,09252312,18728286,390,,248-259,2020-05-21,21 May 2020,10.1016/j.neucom.2019.07.103,12,"[{'@_fa': 'true', 'affilname': 'Beijing University of Technology', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,24807,0,False,S0925231219314420,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092743339', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092743339?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092743339&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092743339&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092743339,SCOPUS_ID:85092743339,2-s2.0-85092743339,On-board Deep-learning-based Unmanned Aerial Vehicle Fault Cause Detection and Identification,Sadhu V.,Proceedings - IEEE International Conference on Robotics and Automation,10504729,,,,5255-5261,2020-05-01,May 2020,10.1109/ICRA40945.2020.9197071,4,"[{'@_fa': 'true', 'affilname': 'Rutgers University–New Brunswick', 'affiliation-city': 'New Brunswick', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,9197071,25456,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '$': '9781728173955'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092739396', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092739396?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092739396&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092739396&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092739396,SCOPUS_ID:85092739396,2-s2.0-85092739396,Simulation-Based Reinforcement Learning for Real-World Autonomous Driving,Osinski B.,Proceedings - IEEE International Conference on Robotics and Automation,10504729,,,,6411-6418,2020-05-01,May 2020,10.1109/ICRA40945.2020.9196730,9,"[{'@_fa': 'true', 'affilname': 'deepsense.ai', 'affiliation-city': 'Warsaw', 'affiliation-country': 'Poland'}]",Conference Proceeding,cp,Conference Paper,9196730,25456,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '$': '9781728173955'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092735314', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092735314?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092735314&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092735314&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092735314,SCOPUS_ID:85092735314,2-s2.0-85092735314,DeepRacer: Autonomous Racing Platform for Experimentation with Sim2Real Reinforcement Learning,Balaji B.,Proceedings - IEEE International Conference on Robotics and Automation,10504729,,,,2746-2754,2020-05-01,May 2020,10.1109/ICRA40945.2020.9197465,4,"[{'@_fa': 'true', 'affilname': 'Amazon.com, Inc.', 'affiliation-city': 'Seattle', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,9197465,25456,0,False,,,,"[{'@_fa': 'true', '$': '9781728173955'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092723364', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092723364?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092723364&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092723364&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092723364,SCOPUS_ID:85092723364,2-s2.0-85092723364,Deep Kinematic Models for Kinematically Feasible Vehicle Trajectory Predictions,Cui H.,Proceedings - IEEE International Conference on Robotics and Automation,10504729,,,,10563-10569,2020-05-01,May 2020,10.1109/ICRA40945.2020.9197560,4,"[{'@_fa': 'true', 'affilname': 'Uber Advanced Technologies Group', 'affiliation-city': None, 'affiliation-country': None}]",Conference Proceeding,cp,Conference Paper,9197560,25456,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '$': '9781728173955'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092722480', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092722480?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092722480&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092722480&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092722480,SCOPUS_ID:85092722480,2-s2.0-85092722480,Task-Aware Novelty Detection for Visual-based Deep Learning in Autonomous Systems,Chen V.,Proceedings - IEEE International Conference on Robotics and Automation,10504729,,,,11060-11066,2020-05-01,May 2020,10.1109/ICRA40945.2020.9196720,0,"[{'@_fa': 'true', 'affilname': 'Yale University', 'affiliation-city': 'New Haven', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,9196720,25456,0,False,,,,"[{'@_fa': 'true', '$': '9781728173955'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85092712145', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85092712145?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092712145&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092712145&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85092712145,SCOPUS_ID:85092712145,2-s2.0-85092712145,Uncertainty Quantification with Statistical Guarantees in End-to-End Autonomous Driving Control,Michelmore R.,Proceedings - IEEE International Conference on Robotics and Automation,10504729,,,,7344-7350,2020-05-01,May 2020,10.1109/ICRA40945.2020.9196844,5,"[{'@_fa': 'true', 'affilname': 'University of Oxford', 'affiliation-city': 'Oxford', 'affiliation-country': 'United Kingdom'}]",Conference Proceeding,cp,Conference Paper,9196844,25456,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}","[{'@_fa': 'true', '$': '9781728173955'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85090114337', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85090114337?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85090114337&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85090114337&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85090114337,SCOPUS_ID:85090114337,2-s2.0-85090114337,Deep Traffic Light Perception with Spatiotemporal Analysis for Autonomous Driving,Yang L.,"European Control Conference 2020, ECC 2020",,,,,1086-1091,2020-05-01,May 2020,,0,"[{'@_fa': 'true', 'affilname': 'Tongji University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,9143756,21101021127,0,False,,,,"[{'@_fa': 'true', '$': '9783907144015'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85089345001', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85089345001?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089345001&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85089345001&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85089345001,SCOPUS_ID:85089345001,2-s2.0-85089345001,Efficient Object Detection Method Based on Improved YOLOv3 Network for Remote Sensing Images,Wang J.,"2020 3rd International Conference on Artificial Intelligence and Big Data, ICAIBD 2020",,,,,242-246,2020-05-01,May 2020,10.1109/ICAIBD49809.2020.9137452,3,"[{'@_fa': 'true', 'affilname': 'Anhui Higher Education Institutes', 'affiliation-city': None, 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,9137452,21101019603,0,False,,,,"[{'@_fa': 'true', '$': '9781728197418'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85087428289', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85087428289?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087428289&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087428289&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85087428289,SCOPUS_ID:85087428289,2-s2.0-85087428289,Models of Two-Wheeled Mobile Robots with Experimental Validation,Komor D.,"SACI 2020 - IEEE 14th International Symposium on Applied Computational Intelligence and Informatics, Proceedings",,,,,211-216,2020-05-01,May 2020,10.1109/SACI49304.2020.9118823,0,"[{'@_fa': 'true', 'affilname': 'Universitatea Politehnica Timisoara', 'affiliation-city': 'Timisoara', 'affiliation-country': 'Romania'}]",Conference Proceeding,cp,Conference Paper,9118823,21101012590,0,False,,,,"[{'@_fa': 'true', '$': '9781728173764'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85087318640', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85087318640?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087318640&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087318640&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85087318640,SCOPUS_ID:85087318640,2-s2.0-85087318640,Suspicious activity detection and tracking through unmanned aerial vehicle using deep learning techniques,Gayathri M.,International Journal of Advanced Trends in Computer Science and Engineering,,22783091,9,3,2812-2816,2020-05-01,May-June 2020,10.30534/ijatcse/2020/51932020,3,"[{'@_fa': 'true', 'affilname': 'G. Narayanamma Institute of Technology and Science (for women)', 'affiliation-city': 'Hyderabad', 'affiliation-country': 'India'}]",Journal,ar,Article,,21100896268,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85086314923', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85086314923?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086314923&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086314923&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85086314923,SCOPUS_ID:85086314923,2-s2.0-85086314923,Adaptive controller design for an unmanned quadrotor transportation system,Han X.W.,Kongzhi Lilun Yu Yingyong/Control Theory and Applications,10008152,,37,5,999-1006,2020-05-01,1 May 2020,10.7641/CTA.2019.90181,1,"[{'@_fa': 'true', 'affilname': 'Tianjin University', 'affiliation-city': 'Tianjin', 'affiliation-country': 'China'}]",Journal,ar,Article,,12585,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85085189865', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85085189865?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085189865&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085189865&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85085189865,SCOPUS_ID:85085189865,2-s2.0-85085189865,Novel CNN-based AP2D-net accelerator: An area and power efficient solution for real-time applications on mobile FPGA,Li S.,Electronics (Switzerland),,20799292,9,5,,2020-05-01,May 2020,10.3390/electronics9050832,4,"[{'@_fa': 'true', 'affilname': 'Illinois Institute of Technology', 'affiliation-city': 'Chicago', 'affiliation-country': 'United States'}]",Journal,ar,Article,832,21100829272,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85085112694', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85085112694?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085112694&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085112694&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85085112694,SCOPUS_ID:85085112694,2-s2.0-85085112694,Machine Learning Aided Air Traffic Flow Analysis Based on Aviation Big Data,Gui G.,IEEE Transactions on Vehicular Technology,00189545,19399359,69,5,4817-4826,2020-05-01,May 2020,10.1109/TVT.2020.2981959,22,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Post and TeleCommunications', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Journal,ar,Article,9042360,17393,0,False,,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084188252', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084188252?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084188252&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084188252&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85084188252,SCOPUS_ID:85084188252,2-s2.0-85084188252,Depth estimation for advancing intelligent transport systems based on self-improving pyramid stereo network,Tian Y.,IET Intelligent Transport Systems,1751956X,,14,5,338-345,2020-05-01,1 May 2020,10.1049/iet-its.2019.0462,4,"[{'@_fa': 'true', 'affilname': 'Shenzhen Institute of Advanced Technology', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}, {'@_fa': 'true', 'affilname': 'Waseda University', 'affiliation-city': 'Tokyo', 'affiliation-country': 'Japan'}]",Journal,ar,Article,,5400152639,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85084172482', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85084172482?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85084172482&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85084172482&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85084172482,SCOPUS_ID:85084172482,2-s2.0-85084172482,Real-time running detection system for UAV imagery based on optical flow and deep convolutional networks,Wu Q.,IET Intelligent Transport Systems,1751956X,,14,5,278-287,2020-05-01,1 May 2020,10.1049/iet-its.2019.0455,4,"[{'@_fa': 'true', 'affilname': 'Shenzhen Institute of Advanced Technology', 'affiliation-city': 'Shenzhen', 'affiliation-country': 'China'}]",Journal,ar,Article,,5400152639,1,True,,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85081131302', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85081131302?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85081131302&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85081131302&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0923596520300345'}",https://api.elsevier.com/content/abstract/scopus_id/85081131302,SCOPUS_ID:85081131302,2-s2.0-85081131302,Quality-guided lane detection by deeply modeling sophisticated traffic context,Zhang G.,Signal Processing: Image Communication,09235965,,84,,,2020-05-01,May 2020,10.1016/j.image.2020.115811,1,"[{'@_fa': 'true', 'affilname': 'Henan University', 'affiliation-city': 'Kaifeng', 'affiliation-country': 'China'}]",Journal,ar,Article,115811,13803,0,False,S0923596520300345,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85079899077', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85079899077?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85079899077&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85079899077&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0034425720300869'}",https://api.elsevier.com/content/abstract/scopus_id/85079899077,SCOPUS_ID:85079899077,2-s2.0-85079899077,Assessing the relationship between macro-faunal burrowing activity and mudflat geomorphology from UAV-based Structure-from-Motion photogrammetry,Brunier G.,Remote Sensing of Environment,00344257,,241,,,2020-05-01,May 2020,10.1016/j.rse.2020.111717,3,"[{'@_fa': 'true', 'affilname': 'Université de Brest (UBO)', 'affiliation-city': 'Brest', 'affiliation-country': 'France'}]",Journal,ar,Article,111717,12503,0,False,S0034425720300869,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85086526924', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85086526924?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086526924&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85086526924&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85086526924,SCOPUS_ID:85086526924,2-s2.0-85086526924,Case study: Verifying the safety of an autonomous racing car with a neural network controller,Ivanov R.,"HSCC 2020 - Proceedings of the 23rd International Conference on Hybrid Systems: Computation and Control ,part of CPS-IoT Week",,,,,,2020-04-22,22 April 2020,10.1145/3365365.3382216,12,"[{'@_fa': 'true', 'affilname': 'University of Pennsylvania', 'affiliation-city': 'Philadelphia', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,,21100998027,0,False,,,,"[{'@_fa': 'true', '$': '9781450370189'}]",
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85083856457', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85083856457?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083856457&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083856457&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85083856457,SCOPUS_ID:85083856457,2-s2.0-85083856457,Rain-Adaptive Intensity-Driven Object Detection for Autonomous Vehicles,Hnewa M.,SAE Technical Papers,,01487191,2020-April,April,,2020-04-14,14 April 2020,10.4271/2020-01-0091,1,"[{'@_fa': 'true', 'affilname': 'Michigan State University', 'affiliation-city': 'East Lansing', 'affiliation-country': 'United States'}]",Journal,cp,Conference Paper,,21100239259,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85083854000', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85083854000?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083854000&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083854000&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85083854000,SCOPUS_ID:85083854000,2-s2.0-85083854000,LiDAR and Camera-Based Convolutional Neural Network Detection for Autonomous Driving,Hamieh I.,SAE Technical Papers,,01487191,2020-April,April,,2020-04-14,14 April 2020,10.4271/2020-01-0136,2,"[{'@_fa': 'true', 'affilname': 'National Research Council Canada', 'affiliation-city': 'Ottawa ON,', 'affiliation-country': 'Canada'}]",Journal,cp,Conference Paper,,21100239259,0,False,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85083847516', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85083847516?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85083847516&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85083847516&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85083847516,SCOPUS_ID:85083847516,2-s2.0-85083847516,Robust Sensor Fused Object Detection Using Convolutional Neural Networks for Autonomous Vehicles,Park J.,SAE Technical Papers,,01487191,2020-April,April,,2020-04-14,14 April 2020,10.4271/2020-01-0100,0,"[{'@_fa': 'true', 'affilname': 'Kettering University', 'affiliation-city': 'Flint', 'affiliation-country': 'United States'}]",Journal,cp,Conference Paper,,21100239259,0,False,,,,,
