@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,pii,pubmed-id,prism:isbn
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123617315', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123617315?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123617315&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123617315&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123617315,SCOPUS_ID:85123617315,2-s2.0-85123617315,Is Expressiveness the Future of Software?,Crawford R.F.,Computer,15580814,55,1,43-52,2022-01-01,1 January 2022,10.1109/MC.2021.3120667,0,"[{'@_fa': 'true', 'affilname': 'Arm Limited', 'affiliation-city': 'Cambridge', 'affiliation-country': 'United Kingdom'}]",Trade Journal,ar,Article,,23746,0,False,,,00189162,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123603029', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123603029?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123603029&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123603029&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123603029,SCOPUS_ID:85123603029,2-s2.0-85123603029,A Mathematics Pipeline to Student Success in Data Analytics through Course-Based Undergraduate Research,Bennett K.P.,Mathematics Enthusiast,15513440,19,3,730-750,2022-01-01,2022,10.54870/1551-3440.1573,0,"[{'@_fa': 'true', 'affilname': 'Rensselaer Polytechnic Institute', 'affiliation-city': 'Troy', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21100246542,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123557708', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123557708?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123557708&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123557708&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123557708,SCOPUS_ID:85123557708,2-s2.0-85123557708,A Lightweight Optimized Deep Learning-based Host-Intrusion Detection System Deployed on the Edge for IoT,Idrissi I.,International Journal of Computing and Digital Systems,2210142X,11,1,209-216,2022-01-01,2022,10.12785/ijcds/110117,0,"[{'@_fa': 'true', 'affilname': 'Université Mohammed Premier Oujda', 'affiliation-city': 'Oujda', 'affiliation-country': 'Morocco'}]",Journal,ar,Article,,21100890383,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123521005', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123521005?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123521005&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123521005&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123521005,SCOPUS_ID:85123521005,2-s2.0-85123521005,Multiple IoT based Network Attacks Discrimination by Multilayer Feedforward Neural Networks,Ivanova V.,"International Journal of Circuits, Systems and Signal Processing",19984464,16,,675-685,2022-01-01,2022,10.46300/9106.2022.16.84,0,"[{'@_fa': 'true', 'affilname': 'Technical University of Sofia', 'affiliation-city': 'Sofia', 'affiliation-country': 'Bulgaria'}]",Journal,ar,Article,84,20000195053,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123497103', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123497103?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123497103&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123497103&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123497103,SCOPUS_ID:85123497103,2-s2.0-85123497103,Digital transformation: a review on artificial intelligence techniques in drilling and production applications,D’Almeida A.L.,International Journal of Advanced Manufacturing Technology,14333015,,,,2022-01-01,2022,10.1007/s00170-021-08631-w,0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal Fluminense', 'affiliation-city': 'Niteroi', 'affiliation-country': 'Brazil'}]",Journal,re,Review,,20428,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}, {'$': 'Green'}]}",02683768,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123468963', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123468963?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123468963&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123468963&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123468963,SCOPUS_ID:85123468963,2-s2.0-85123468963,Real-time detection of uncalibrated sensors using neural networks,Muñoz-Molina L.J.,Neural Computing and Applications,14333058,,,,2022-01-01,2022,10.1007/s00521-021-06865-z,0,"[{'@_fa': 'true', 'affilname': 'Universidad de Cádiz', 'affiliation-city': 'Cadiz', 'affiliation-country': 'Spain'}, {'@_fa': 'true', 'affilname': 'Altran Innovation Center for Advance Manufacturing', 'affiliation-city': 'Cadiz', 'affiliation-country': 'Spain'}]",Journal,ar,Article,,24800,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}, {'$': 'repository'}, {'$': 'repositoryvor'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}, {'$': 'Green'}]}",09410643,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123405086', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123405086?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123405086&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123405086&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123405086,SCOPUS_ID:85123405086,2-s2.0-85123405086,Recognition of Facial Expression Using Haar Cascade Classifier and Deep Learning,Premaladha J.,Lecture Notes in Networks and Systems,23673389,311,,335-351,2022-01-01,2022,10.1007/978-981-16-5529-6_27,0,"[{'@_fa': 'true', 'affilname': 'SASTRA Deemed University', 'affiliation-city': 'Thanjavur', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,23673370,,,"[{'@_fa': 'true', '$': '9789811655289'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123373120', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123373120?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123373120&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123373120&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123373120,SCOPUS_ID:85123373120,2-s2.0-85123373120,USMD: UnSupervised Misbehaviour Detection for Multi-Sensor Data,Alsaedi A.,IEEE Transactions on Dependable and Secure Computing,19410018,,,,2022-01-01,2022,10.1109/TDSC.2022.3143493,0,"[{'@_fa': 'true', 'affilname': 'RMIT University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,28918,0,False,,,15455971,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123364547', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123364547?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123364547&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123364547&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123364547,SCOPUS_ID:85123364547,2-s2.0-85123364547,Self-Learning Spatial Distribution-Based Intrusion Detection for Industrial Cyber-Physical Systems,Gao Y.,IEEE Transactions on Computational Social Systems,2329924X,,,,2022-01-01,2022,10.1109/TCSS.2021.3135586,0,"[{'@_fa': 'true', 'affilname': 'South China University of Technology', 'affiliation-city': 'Guangzhou', 'affiliation-country': 'China'}]",Journal,ar,Article,,21100364916,0,False,,,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123352753', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123352753?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123352753&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123352753&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123352753,SCOPUS_ID:85123352753,2-s2.0-85123352753,A Multi-Task Learning-based Network Traffic Prediction Approach for SDN-enabled Industrial Internet of Things,Wang S.,IEEE Transactions on Industrial Informatics,19410050,,,,2022-01-01,2022,10.1109/TII.2022.3141743,0,"[{'@_fa': 'true', 'affilname': 'Chinese Academy of Sciences', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,144912,0,False,,,15513203,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123321723', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123321723?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123321723&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123321723&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123321723,SCOPUS_ID:85123321723,2-s2.0-85123321723,Exploring of the Problematic Industry 4.0 and Platform-Based Economic Development,Yusupbekov N.,Lecture Notes in Networks and Systems,23673389,362 LNNS,,412-419,2022-01-01,2022,10.1007/978-3-030-92127-9_56,0,"[{'@_fa': 'true', 'affilname': 'Tashkent State Technical University', 'affiliation-city': 'Tashkent', 'affiliation-country': 'Uzbekistan'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,23673370,,,"[{'@_fa': 'true', '$': '9783030921262'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123318240', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123318240?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123318240&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123318240&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123318240,SCOPUS_ID:85123318240,2-s2.0-85123318240,Application of Digital Twin Theory for Improvement of Natural Gas Treatment Unit,Yusupbekov N.,Lecture Notes in Networks and Systems,23673389,362 LNNS,,505-512,2022-01-01,2022,10.1007/978-3-030-92127-9_68,0,"[{'@_fa': 'true', 'affilname': 'Tashkent State Technical University', 'affiliation-city': 'Tashkent', 'affiliation-country': 'Uzbekistan'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,23673370,,,"[{'@_fa': 'true', '$': '9783030921262'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123296333', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123296333?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123296333&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123296333&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123296333,SCOPUS_ID:85123296333,2-s2.0-85123296333,Intelligent Radio Resource Allocation for Human-Robot Collaboration,Feng Y.,IEEE Open Journal of the Communications Society,2644125X,3,,144-158,2022-01-01,2022,10.1109/OJCOMS.2022.3141201,0,"[{'@_fa': 'true', 'affilname': 'University of Melbourne', 'affiliation-city': 'Parkville', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,21101070921,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123279668', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123279668?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123279668&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123279668&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123279668,SCOPUS_ID:85123279668,2-s2.0-85123279668,Real-Time Markerless Facial Landmark Detection Using Deep Learning,Agarkar S.,Lecture Notes in Networks and Systems,23673389,321,,785-795,2022-01-01,2022,10.1007/978-981-16-5987-4_78,0,"[{'@_fa': 'true', 'affilname': 'Priyadarshini Bhagwati College of Engineering', 'affiliation-city': 'Nagpur', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,21100901469,0,False,,,23673370,,,"[{'@_fa': 'true', '$': '9789811659867'}]"
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123121424', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123121424?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123121424&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123121424&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123121424,SCOPUS_ID:85123121424,2-s2.0-85123121424,Industrial IoT and AI implementation in vehicular logistics and supply chain management for vehicle mediated transportation systems,Bhargava A.,International Journal of Systems Assurance Engineering and Management,09764348,,,,2022-01-01,2022,10.1007/s13198-021-01581-2,0,"[{'@_fa': 'true', 'affilname': 'Graphic Era Deemed to be University', 'affiliation-city': 'Dehradun', 'affiliation-country': 'India'}]",Journal,ar,Article,,19700177002,0,False,,,09756809,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123120861', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123120861?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123120861&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123120861&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123120861,SCOPUS_ID:85123120861,2-s2.0-85123120861,Assessment of jeans sewing thread consumption by applying metaheuristic optimization methods,Jaouachi B.,International Journal of Clothing Science and Technology,17585953,,,,2022-01-01,2022,10.1108/IJCST-01-2021-0005,0,"[{'@_fa': 'true', 'affilname': 'Université de Monastir', 'affiliation-city': 'Monastir', 'affiliation-country': 'Tunisia'}]",Journal,ar,Article,,12755,0,False,,,09556222,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123090183', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123090183?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123090183&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123090183&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123090183,SCOPUS_ID:85123090183,2-s2.0-85123090183,An LSTM-autoencoder based online side channel monitoring approach for cyber-physical attack detection in additive manufacturing,Shi Z.,Journal of Intelligent Manufacturing,15728145,,,,2022-01-01,2022,10.1007/s10845-021-01879-9,0,"[{'@_fa': 'true', 'affilname': 'Oklahoma State University', 'affiliation-city': 'Stillwater', 'affiliation-country': 'United States'}]",Journal,ar,Article,,24363,0,False,,,09565515,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85123067513', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85123067513?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85123067513&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85123067513&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85123067513,SCOPUS_ID:85123067513,2-s2.0-85123067513,On the relationship between similar requirements and similar software: A case study in the railway domain,Abbas M.,Requirements Engineering,1432010X,,,,2022-01-01,2022,10.1007/s00766-021-00370-4,0,"[{'@_fa': 'true', 'affilname': 'RISE Research Institutes of Sweden AB', 'affiliation-city': 'Gothenburg', 'affiliation-country': 'Sweden'}]",Journal,ar,Article,,18660,0,False,,,09473602,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122894768', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122894768?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122894768&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122894768&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122894768,SCOPUS_ID:85122894768,2-s2.0-85122894768,Robustness Certification Research on Deep Learning Models: A Survey,Ji S.L.,Jisuanji Xuebao/Chinese Journal of Computers,,45,1,190-206,2022-01-01,January 2022,10.11897/SP.J.1016.2022.00190,0,"[{'@_fa': 'true', 'affilname': 'School of Computer and Computing Science', 'affiliation-city': 'Hangzhou', 'affiliation-country': 'China'}]",Journal,re,Review,,26131,0,False,,,02544164,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122887123', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122887123?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122887123&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122887123&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122887123,SCOPUS_ID:85122887123,2-s2.0-85122887123,Spatio-Temporal Scene-Graph Embedding for Autonomous Vehicle Collision Prediction,Malawade A.V.,IEEE Internet of Things Journal,23274662,,,,2022-01-01,2022,10.1109/JIOT.2022.3141044,1,"[{'@_fa': 'true', 'affilname': 'University of California, Irvine', 'affiliation-city': 'Irvine', 'affiliation-country': 'United States'}]",Journal,ar,Article,,21100338350,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122884063', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122884063?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122884063&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122884063&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122884063,SCOPUS_ID:85122884063,2-s2.0-85122884063,Integrating Artificial Intelligence Internet of Things and 5G for Next-Generation Smartgrid: A Survey of Trends Challenges and Prospect,Esenogho E.,IEEE Access,21693536,10,,4794-4831,2022-01-01,2022,10.1109/ACCESS.2022.3140595,0,"[{'@_fa': 'true', 'affilname': 'Tshwane University of Technology', 'affiliation-city': 'Pretoria', 'affiliation-country': 'South Africa'}]",Journal,re,Review,,21100374601,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122883381', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122883381?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122883381&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122883381&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122883381,SCOPUS_ID:85122883381,2-s2.0-85122883381,CmnRec: Sequential Recommendations with Chunk-accelerated Memory Network,Qu S.,IEEE Transactions on Knowledge and Data Engineering,15582191,,,,2022-01-01,2022,10.1109/TKDE.2022.3141102,0,"[{'@_fa': 'true', 'affilname': 'Monash University', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Journal,ar,Article,,17362,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",10414347,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122883066', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122883066?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122883066&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122883066&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122883066,SCOPUS_ID:85122883066,2-s2.0-85122883066,Evaluation of Collaborative Robot Sustainable Integration in Manufacturing Assembly by Using Process Time Savings,Calvo R.,Materials,19961944,15,2,,2022-01-01,January-2 2022,10.3390/ma15020611,0,"[{'@_fa': 'true', 'affilname': 'Escuela Técnica Superior de Ingeniería y Diseño Industrial', 'affiliation-city': 'Madrid', 'affiliation-country': 'Spain'}]",Journal,ar,Article,611,76627,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122876565', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122876565?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122876565&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122876565&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122876565,SCOPUS_ID:85122876565,2-s2.0-85122876565,Exploitation of Channel-Learning for Enhancing 5G Blind Beam Index Detection,Han J.Y.,IEEE Transactions on Vehicular Technology,19399359,,,,2022-01-01,2022,10.1109/TVT.2021.3140019,0,"[{'@_fa': 'true', 'affilname': 'University of Michigan, Ann Arbor', 'affiliation-city': 'Ann Arbor', 'affiliation-country': 'United States'}]",Journal,ar,Article,,17393,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",00189545,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122748201', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122748201?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122748201&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122748201&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122748201,SCOPUS_ID:85122748201,2-s2.0-85122748201,Estimation for iron contamination in Si solar cell by ideality factor: Deep neural network approach,Olikh O.,Progress in Photovoltaics: Research and Applications,1099159X,,,,2022-01-01,2022,10.1002/pip.3539,0,"[{'@_fa': 'true', 'affilname': 'Taras Shevchenko National University of Kyiv', 'affiliation-city': 'Kiev', 'affiliation-country': 'Ukraine'}]",Journal,ar,Article,,27540,0,False,,,10627995,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122746182', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122746182?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122746182&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122746182&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122746182,SCOPUS_ID:85122746182,2-s2.0-85122746182,Exploration of IoT Nodes Communication Using LoRaWAN in Forest Environment,Sharma A.,"Computers, Materials and Continua",15462226,71,2,6240-6256,2022-01-01,2022,10.32604/cmc.2022.024639,0,"[{'@_fa': 'true', 'affilname': 'Chandigarh University', 'affiliation-city': 'Mohali', 'affiliation-country': 'India'}]",Journal,ar,Article,,24364,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",15462218,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122544858', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122544858?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122544858&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122544858&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122544858,SCOPUS_ID:85122544858,2-s2.0-85122544858,Impact on Inference Model Performance for ML Tasks Using Real-Life Training Data and Synthetic Training Data from GANs,Faltings U.,Information (Switzerland),20782489,13,1,,2022-01-01,January 2022,10.3390/info13010009,0,"[{'@_fa': 'true', 'affilname': 'SHS—Stahl-Holding-Saar GmbH &amp; Co. KGaA', 'affiliation-city': 'Dillingen', 'affiliation-country': 'Germany'}]",Journal,ar,Article,9,21100223111,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}]}",,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/85122533573', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/85122533573?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85122533573&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85122533573&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/85122533573,SCOPUS_ID:85122533573,2-s2.0-85122533573,Real-Time Big Data Analysis Using Web Scraping in Apache Spark Environment: Case Study—Mobile Data Analysis from Flipkart,Ganguly P.,Lecture Notes in Electrical Engineering,18761119,806,,177-185,2022-01-01,2022,10.1007/978-981-16-6448-9_20,0,"[{'@_fa': 'true', 'affilname': 'Vellore Institute of Technology, Chennai', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",Book Series,cp,Conference Paper,,19700186822,0,False,,,18761100,,,"[{'@_fa': 'true', '$': '9789811664472'}]"
